"","Date","BTC_price","Gold_price","Bond_yield","KOSPI","USD_exchange_rate","BTC_circulation","VIX","NASDAQ","VKOSPI","S&P500","Nvidia","AMD","MA","PYPL","SQ","vidente","consumer_index"
"1",2021-03-31,65739784.55,1715.6,1.744,3061.42,1127.17,18670146.04,19.4,13246.87012,20.44,3972.89,533.93,78.5,356.049988,242.839996,227.050003,13700,107.16
"2",2021-03-30,65738512.94,1686,1.71,3070,1132.59,18669164.79,19.61,13045.38965,20.64,3958.55,514.87,76,358.200012,236.539993,212.830002,13900,107.16
"3",2021-03-29,64435860.7,1714.6,1.717,3036.04,1131.56,18668252.29,20.74,13059.65039,21.01,3971.09,517.93,77.14,362.910004,235.669998,207.179993,13050,107.16
"4",2021-03-28,62428086.29,1721.3,1.672,3037.69666666667,1130.54666666667,18667308.54,20.1133333333333,13086.0104166667,20.7933333333333,3972.24,516.476666666667,77.23,363.986674333333,237.456665,209.319997333333,13300,107.16
"5",2021-03-27,62453486.84,1728,1.673,3039.35333333333,1129.53333333333,18666314.79,19.4866666666667,13112.3704433333,20.5766666666667,3973.39,515.023333333333,77.32,365.063344666667,239.243332,211.460001666667,13300,107.16
"6",2021-03-26,61520484.34,1734.7,1.674,3041.01,1128.52,18665321.04,18.86,13138.73047,20.36,3974.54,513.57,77.41,366.140015,241.029999,213.600006,13300,107.16
"7",2021-03-25,57689881.3,1727.3,1.633,3008.33,1135.12,18664471.04,19.81,12977.67969,21.69,3909.52,501.41,76.22,358.359985,234.240005,208.470001,13050,107.16
"8",2021-03-24,58883867.26,1735.5,1.614,2996.35,1134.9,18663508.54,21.2,12961.88965,22.71,3889.14,505.72,76.48,359.649994,234.270004,213.509995,13000,107.16
"9",2021-03-23,61075996.94,1727.5,1.622,3004.74,1132.9,18662558.54,20.3,13227.7002,23.19,3910.52,522.83,78.38,355.269989,243.770004,223.199997,13150,107.16
"10",2021-03-22,60841909.44,1740.4,1.695,3035.46,1126,18661552.29,18.88,13377.54004,23.7,3940.59,527.45,80.3,358.399994,244.384995,226.130005,14000,107.16
"11",2021-03-21,64182827.94,1741.56666666667,1.707,3036.81666666667,1127.04,18660608.54,19.57,13323.4401033333,23.67,3931.42666666667,522.91,79.8866666666667,357.769999333333,243.349996333333,225.700002,13700,107.16
"12",2021-03-20,65064532.42,1742.73333333333,1.7185,3038.17333333333,1128.08,18659633.54,20.26,13269.3401666667,23.64,3922.26333333333,518.37,79.4733333333333,357.140004666667,242.314997666667,225.269999,13700,107.16
"13",2021-03-19,65101364.35,1743.9,1.73,3039.53,1129.12,18658671.04,20.95,13215.24023,23.61,3913.1,513.83,79.06,356.51001,241.279999,224.839996,13700,107.16
"14",2021-03-18,64557167.99,1734.6,1.706,3066.01,1127.75,18657746.04,21.58,13116.16992,22.69,3915.46,508.9,78.12,367,238.410004,224.300003,13100,107.16
"15",2021-03-17,65686295.29,1727.1,1.646,3047.5,1121.21,18656796.04,19.23,13525.2002,24.53,3974.12,533.65,82.63,378.679993,251.470001,246.470001,12000,107.16
"16",2021-03-16,63381126.14,1730.9,1.621,3067.17,1129,18655946.04,19.79,13471.57031,24.28,3962.71,531.65,82.75,382.380005,249.309998,243.360001,12000,107.16
"17",2021-03-15,62379499.53,1729.2,1.607,3045.71,1132.35,18655014.79,20.03,13459.70996,25.9,3968.94,527.65,82.5,381.76001,249.979996,251.229996,12450,107.16
"18",2021-03-14,66167664.26,1726.06666666667,1.637,3048.60333333333,1133.73333333333,18654089.79,20.25,13413.0934233333,25.8133333333333,3960.40666666667,523.18,82.0166666666667,382.076670333333,250.103332666667,248.189997666667,13850,107.16
"19",2021-03-13,68333112.05,1722.93333333333,1.631,3051.49666666667,1135.11666666667,18653108.54,20.47,13366.4768866667,25.7266666666667,3951.87333333333,518.71,81.5333333333333,382.393330666667,250.226669333333,245.149999333333,13850,107.16
"20",2021-03-12,63969345.67,1719.8,1.625,3054.39,1136.5,18652214.79,20.69,13319.86035,25.64,3943.34,514.24,81.05,382.709991,250.350006,242.110001,13850,107.16
"21",2021-03-11,64497142.22,1722.6,1.535,3013.7,1130.35,18651277.29,21.91,13398.66992,26.45,3939.34,519.74,81.23,384.380005,253.830002,241.720001,13400,107.16
"22",2021-03-10,62492581.76,1721.8,1.521,2958.12,1135.91,18650452.29,22.56,13068.83008,28.85,3898.81,498.73,77.52,381.700012,242.070007,226.729996,13600,107.16
"23",2021-03-09,61171030.16,1716.9,1.528,2976.12,1134.91,18649521.04,24.03,13073.82031,29.78,3875.44,500.81,78.53,376.519989,241.759995,225.089996,13500,107.16
"24",2021-03-08,58295029.99,1678,1.603,2996.11,1140.83,18648646.04,25.47,12609.16016,29.48,3821.35,463.73,73.96,371.329987,226.089996,201.869995,10650,107.16
"25",2021-03-07,57134821.03,1684.83333333333,1.599,3006.16,1136.55333333333,18647677.29,25.2,12712.82357,29.35,3828.21333333333,475.306666666667,75.48,367.846659666667,230.409998333333,206.726664,10250,107.16
"26",2021-03-06,54574900.57,1691.66666666667,1.588,3016.21,1132.27666666667,18646764.79,24.93,12816.48698,29.22,3835.07666666667,486.883333333333,77,364.363332333333,234.730000666667,211.583333,10250,107.16
"27",2021-03-05,54591550.99,1698.5,1.577,3026.26,1128,18645814.79,24.66,12920.15039,29.09,3841.94,498.46,78.52,360.880005,239.050003,216.440002,10250,107.16
"28",2021-03-04,54183025.25,1700.7,1.557,3043.49,1130.87,18644883.54,28.57,12723.46973,29.5,3768.47,494.81,77.75,349.5,239.070007,218.410004,10350,107.16
"29",2021-03-03,56388986.01,1715.8,1.484,3082.99,1126.05,18644083.54,26.67,12997.75,28.31,3819.72,512.19,80.86,360.25,255.059998,234.199997,10300,107.16
"30",2021-03-02,53979756.64,1733.6,1.398,3043.87,1125.01,18643133.54,24.1,13358.79004,30.97,3870.29,536.25,84.13,362.820007,269.190002,252.199997,10250,107.16
"31",2021-03-01,55376981.59,1723,1.426,3036.14,1113.33,18642239.79,23.35,13588.83008,31.0625,3901.82,553.67,86.39,362.899994,273.630005,241,10500,107.16
"32",2021-02-28,50363307.77,1724.93333333333,1.395,3028.41,1116.85,18641427.29,24.8833333333333,13456.6699233333,31.155,3871.59666666667,551.973333333333,85.7633333333333,359.883331333333,269.036672,237.343333,10500,107
"33",2021-02-27,51535624.45,1726.86666666667,1.401,3020.68,1120.37,18640608.54,26.4166666666667,13324.5097666667,31.2475,3841.37333333333,550.276666666667,85.1366666666667,356.866668666667,264.443339,233.686666,10500,107
"34",2021-02-26,51704450.07,1728.8,1.407,3012.95,1123.89,18639627.29,27.95,13192.34961,31.34,3811.15,548.58,84.51,353.850006,259.850006,230.029999,10500,107
"35",2021-02-25,52545843.3,1775.4,1.53,3099.69,1118.77,18638758.54,28.89,13119.42969,27.92,3829.34,532.3,82.42,354.570007,253.940002,227.110001,12350,107
"36",2021-02-24,55459651.06,1797.9,1.372,2994.98,1107.27,18637783.54,21.34,13597.96973,28.93,3925.43,579.96,86.94,367.320007,266.070007,237.320007,12350,107
"37",2021-02-23,54476763.29,1805.9,1.343,3070.09,1110.13,18636789.79,23.11,13465.2002,27.16,3881.37,565.68,84.74,350.420013,265,256.589996,11700,107
"38",2021-02-22,60482825.48,1808.4,1.369,3079.75,1111.59,18635996.04,23.45,13533.04981,27.64,3876.5,574.23,85.37,340.660004,273.850006,268.079987,13150,107
"39",2021-02-21,64201263.43,1798.06666666667,1.362,3089.04,1109.15,18635164.79,22.9833333333333,13646.8531933333,27.38,3886.57,581.84,86.7733333333333,338.163340333333,278.206675,270.909993666667,10150,107
"40",2021-02-20,62594084.47,1787.73333333333,1.351,3098.33,1106.71,18634283.54,22.5166666666667,13760.6565766667,27.12,3896.64,589.45,88.1766666666667,335.666676666667,282.563344,273.740000333333,10150,107
"41",2021-02-19,62358225.68,1777.4,1.34,3107.62,1104.27,18633371.04,22.05,13874.45996,26.86,3906.71,597.06,89.58,333.170013,286.920013,276.570007,10150,107
"42",2021-02-18,57662695.34,1775,1.297,3086.66,1106.96,18632414.79,22.49,13865.36035,26.1,3913.97,593.16,88.64,338.459991,290.809998,270.850006,9730,107
"43",2021-02-17,58186226.07,1772.8,1.282,3133.73,1105.61,18631558.54,21.5,13965.49023,25.58,3931.33,596.24,89.94,337.329987,297.200012,270.940002,9450,107
"44",2021-02-16,54895672.45,1799,1.311,3163.25,1106.58,18630696.04,21.46,14047.5,25.08,3932.59,613.21,91.46,341.209991,304.790009,276.019989,9440,107
"45",2021-02-15,53495589.8,1805.05,1.25,3147,1101.31,18629939.79,21.0875,14059.4924325,26.22,3933.15,609.52,92.0375,341.15749325,303.1850055,275.20249175,9120,107
"46",2021-02-14,54357223.57,1811.1,1.23666666666667,3137.716,1101.73666666667,18628989.79,20.715,14071.484865,26.262,3933.71,605.83,92.615,341.1049955,301.580002,274.3849945,9030,107
"47",2021-02-13,52558858.13,1817.15,1.22333333333333,3128.432,1102.16333333333,18628064.79,20.3425,14083.4772975,26.304,3934.27,602.14,93.1925,341.05249775,299.9749985,273.56749725,9030,107
"48",2021-02-12,53004422.15,1823.2,1.21,3119.148,1102.59,18627083.54,19.97,14095.46973,26.346,3934.83,598.45,93.77,341,298.369995,272.75,9030,107
"49",2021-02-11,53455728.26,1826.8,1.165,3109.864,1102.12,18626196.04,21.25,14025.76953,26.388,3916.38,610.03,92.66,342.869995,285.029999,265.929993,9030,107
"50",2021-02-10,50118300.63,1842.7,1.124,3100.58,1105.48,18625389.79,21.99,13972.53027,26.43,3909.88,590.57,92.35,334.209991,283.179993,257.48999,9030,107
"51",2021-02-09,51862157.44,1837.5,1.16,3084.67,1110.88,18624496.04,21.63,14007.7002,25.21,3911.23,570.53,90.91,333.440002,284.200012,258.119995,9130,107
"52",2021-02-08,51544564.48,1834.2,1.176,3091.24,1115.61,18623602.29,21.24,13987.63965,27.33,3915.59,577.55,91.47,337.029999,282.170013,259.970001,8580,107
"53",2021-02-07,43407239.14,1827.13333333333,1.174,3101.03666666667,1115.99666666667,18622589.79,21.1166666666667,13943.8597033333,27.77,3906.00333333333,566.246666666667,90.28,337.603332666667,277.926676,253.440002333333,8476.66666666667,107
"54",2021-02-06,43811782.53,1820.06666666667,1.1715,3110.83333333333,1116.38333333333,18621614.79,20.9933333333333,13900.0797566667,28.21,3896.41666666667,554.943333333333,89.09,338.176666333333,273.683339,246.910003666667,8373.33333333333,107
"55",2021-02-05,42560220.55,1813,1.169,3120.63,1116.77,18620621.04,20.87,13856.29981,28.65,3886.83,543.64,87.9,338.75,269.440002,240.380005,8270,107
"56",2021-02-04,41200943.92,1791.2,1.136,3087.55,1120,18619564.79,21.77,13777.74023,32.06,3871.74,546.57,87.84,340.829987,270.429993,237.720001,8580,107
"57",2021-02-03,41810182.19,1835.1,1.139,3129.68,1113.46,18618564.79,22.91,13610.54004,31.29,3830.17,541.22,87.89,332.820007,251.899994,227.940002,8520,107
"58",2021-02-02,39621266.12,1833.4,1.095,3096.81,1115.37,18617627.29,25.56,13612.78027,33.4,3826.31,542.27,88.86,334.369995,249.100006,227.630005,8360,107
"59",2021-02-01,37419729.43,1863.9,1.079,3056.53,1116.51,18616671.04,30.24,13403.38965,34.16,3773.86,529.48,87.66,321.559998,241.850006,221.940002,8290,107
"60",2021-01-31,36947961.18,1859.36666666667,1.071,3029.75666666667,1116.88666666667,18615927.29,31.19,13292.48991,34.6833333333333,3753.98666666667,526.183333333333,86.9866666666667,319.803335,239.33667,219.946670333333,8280,106.47
"61",2021-01-30,38236856.69,1854.83333333333,1.071,3002.98333333333,1117.26333333333,18615027.29,32.14,13181.59017,35.2066666666667,3734.11333333333,522.886666666667,86.3133333333333,318.046672,236.823334,217.953338666667,8280,106.47
"62",2021-01-29,38289148.42,1850.3,1.071,2976.21,1117.64,18614177.29,33.09,13070.69043,35.73,3714.24,519.59,85.64,316.290009,234.309998,215.960007,8280,106.47
"63",2021-01-28,37340420.08,1841.2,1.052,3069.05,1112.52,18613227.29,30.21,13337.16016,33.09,3787.38,522.04,87.52,324.279999,237.789993,219.910004,8690,106.47
"64",2021-01-27,33955681,1848.9,1.013,3122.56,1108.38,18612321.04,37.21,13270.59961,29.41,3750.77,516.71,88.84,315.48999,229.940002,202.460007,8830,106.47
"65",2021-01-26,36340416.03,1854.8,1.033,3140.31,1101.02,18611433.54,23.02,13626.05957,29.99,3849.62,537.41,94.71,327.700012,241,209.169998,9200,106.47
"66",2021-01-25,36113405.64,1859,1.033,3208.99,1102.58,18610427.29,23.19,13635.99023,28.97,3855.36,546.13,94.13,329.190002,247.75,216.639999,8770,106.47
"67",2021-01-24,36027474.76,1859.3,1.096,3186.20333333333,1103.52333333333,18609552.29,22.7633333333333,13605.0133433333,29.1,3850.73,546.92,93.6833333333333,329.123331333333,249.166666666667,218.720001,9020,106.47
"68",2021-01-23,35780069.58,1859.6,1.091,3163.41666666667,1104.46666666667,18608683.54,22.3366666666667,13574.0364566667,29.23,3846.1,547.71,93.2366666666667,329.056660666667,250.583333333333,220.800003,9020,106.47
"69",2021-01-22,36826795.2,1859.9,1.086,3140.63,1105.41,18607708.54,21.91,13543.05957,29.36,3841.47,548.5,92.79,328.98999,252,222.880005,9020,106.47
"70",2021-01-21,34394347.02,1869.3,1.109,3160.84,1099.88,18606827.29,21.32,13530.91016,30.63,3853.07,554.7,91.53,334.440002,248.639999,219.619995,9600,106.47
"71",2021-01-20,39663064.88,1870.2,1.077,3114.55,1096.35,18606021.04,21.58,13457.25,33.32,3851.85,534.63,88.75,334.910004,244.259995,226.649994,8840,106.47
"72",2021-01-19,40245558.03,1840.2,1.092,3092.66,1101.44,18605139.79,23.24,13197.17969,34.08,3798.91,521.01,89.45,325.940002,247.25,227.259995,8550,106.47
"73",2021-01-18,40870688.92,1837.625,1.1,3013.93,1102.52,18604208.54,23.515,13147.5097675,33.18,3791.245,519.3525,89.14,325.270004,245.38499825,227.38249625,8800,106.47
"74",2021-01-17,39934784.7,1835.05,1.09566666666667,3037.92,1102.77,18603302.29,23.79,13097.839845,32.64,3783.58,517.695,88.83,324.600006,243.5199965,227.5049975,8330,106.47
"75",2021-01-16,40366432.04,1832.475,1.09133333333333,3061.91,1103.02,18602471.04,24.065,13048.1699225,32.1,3775.915,516.0375,88.52,323.930008,241.65499475,227.62749875,8330,106.47
"76",2021-01-15,41088587.56,1829.9,1.087,3085.9,1103.27,18601552.29,24.34,12998.5,31.56,3768.25,514.38,88.21,323.26001,239.789993,227.75,8330,106.47
"77",2021-01-14,43723990.94,1851.4,1.129,3149.93,1095.88,18600583.54,23.25,13112.63965,29.68,3795.54,528.01,90.79,326.929993,242.059998,232.789993,8600,106.47
"78",2021-01-13,41636422.76,1854.9,1.092,3148.29,1097.12,18599664.79,22.21,13128.9502,32,3809.84,541.27,91.78,346.329987,244.899994,230.919998,8760,106.47
"79",2021-01-12,37850174.85,1844.2,1.129,3125.95,1094.48,18598714.79,23.33,13072.42969,34.95,3801.19,539.39,95.36,342.920013,237.639999,227.520004,9160,106.47
"80",2021-01-11,39684158.55,1850.8,1.144,3148.45,1097.23,18597789.79,24.08,13036.42969,35.65,3799.61,544.86,97.25,348.200012,237.5,225.5,10500,106.47
"81",2021-01-10,42796911.5,1845.66666666667,1.119,3149.69333333333,1095.79666666667,18596827.29,23.24,13091.6132833333,33.4933333333333,3807.96666666667,540.263333333333,96.36,350.083343333333,239.153335666667,230.816665666667,10250,106.47
"82",2021-01-09,44914759.71,1840.53333333333,1.119,3150.93666666667,1094.36333333333,18595833.54,22.4,13146.7968766667,31.3366666666667,3816.32333333333,535.666666666667,95.47,351.966674666667,240.806671333333,236.133331333333,10250,106.47
"83",2021-01-08,45520693.73,1835.4,1.119,3152.18,1092.93,18594964.79,21.56,13201.98047,29.18,3824.68,531.07,94.58,353.850006,242.460007,241.449997,10250,106.47
"84",2021-01-07,43928973.52,1913.6,1.081,3031.68,1094.28,18594039.79,22.37,13067.48047,26.75,3803.79,533.76,95.16,349.859985,235.039993,239.479996,8740,106.47
"85",2021-01-06,41087470.19,1908.6,1.039,2968.21,1087.93,18592989.79,25.07,12740.79004,27.6,3748.14,504.58,90.33,347.549988,226.830002,226.889999,8310,106.47
"86",2021-01-05,37927685.91,1954.4,0.955,2990.57,1086.42,18591883.54,25.34,12818.95996,26.22,3726.86,536.19,92.77,347.420013,234.910004,229.75,7830,106.47
"87",2021-01-04,35673257.76,1946.6,0.918,2944.45,1086.48,18590902.29,26.97,12698.4502,24.81,3700.65,524.54,92.3,351.48999,231.919998,221.160004,8090,106.47
"88",2021-01-03,36577154.13,1933.725,0.93,2930.254,1085.89666666667,18589821.04,25.915,12745.9077175,24.266,3714.505,523.955,92.1525,352.852493,232.48999775,220.28000275,8046,106.47
"89",2021-01-02,35846597.35,1920.85,0.925333333333333,2916.058,1085.31333333333,18588833.54,24.86,12793.365235,23.722,3728.36,523.37,92.005,354.214996,233.0599975,219.4000015,8002,106.47
"90",2021-01-01,32774756.86,1907.975,0.920666666666667,2901.862,1084.73,18587889.79,23.805,12840.8227525,23.178,3742.215,522.785,91.8575,355.577499,233.62999725,218.52000025,7958,106.47
"91",2020-12-31,32359208.85,1895.1,0.916,2887.666,1084.47,18586958.54,22.75,12888.28027,22.634,3756.07,522.2,91.71,356.940002,234.199997,217.639999,7914,105.67
"92",2020-12-30,32179830.74,1893.4,0.926,2873.47,1087.62,18585921.04,22.77,12870,22.09,3732.04,525.83,92.29,355.549988,231.509995,221.039993,7870,105.67
"93",2020-12-29,30530148.02,1882.9,0.94,2820.51,1090.97,18584846.04,23.08,12850.21973,21.63,3727.04,517.73,90.62,346.660004,231.029999,214,7850,105.67
"94",2020-12-28,30220378.66,1880.4,0.923,2808.6,1095.6,18583896.04,21.7,12899.41992,23.14,3735.36,516,91.6,344.470001,235.729996,223.339996,7780,105.67
"95",2020-12-27,29313801.8,1881.1,0.938,2808.165,1096.75666666667,18582896.04,21.6433333333333,12875.7475575,22.7375,3727.285,516.9375,91.6525,342.35250075,236.45749675,224.57499675,7827.5,105.67
"96",2020-12-26,29497616.81,1881.8,0.934,2807.73,1097.91333333333,18581971.04,21.5866666666667,12852.075195,22.335,3719.21,517.875,91.705,340.2350005,237.1849975,225.8099975,7875,105.67
"97",2020-12-25,27520198.96,1882.5,0.93,2807.295,1099.07,18581114.79,21.53,12828.4028325,21.9325,3711.135,518.8125,91.7575,338.11750025,237.91249825,227.04499825,7922.5,105.67
"98",2020-12-24,26483827.82,1883.2,0.926,2806.86,1101.59,18580214.79,21.53,12804.73047,21.53,3703.06,519.75,91.81,336,238.639999,228.279999,7970,105.67
"99",2020-12-23,25931963.24,1878.1,0.945,2759.82,1106.65,18579427.29,23.31,12771.11035,21.52,3690.01,520.37,91.55,329.230011,239.440002,230.679993,8190,105.67
"100",2020-12-22,26536356.84,1870.3,0.921,2733.68,1109.72,18578464.79,24.23,12807.91992,22.85,3687.26,531.13,93.16,332.23999,243.490005,241.580002,8310,105.67
"101",2020-12-21,25442962.63,1882.8,0.938,2778.65,1102.55,18577571.04,25.16,12742.51953,20.54,3694.92,533.29,93.23,334.369995,237.720001,233.5,8920,105.67
"102",2020-12-20,26195229.22,1884.83333333333,0.938,2776.49333333333,1101.49666666667,18576721.04,23.9633333333333,12746.8929033333,20.2166666666667,3699.75,532.486666666667,94.1266666666667,336.356659,237.296666333333,234.149999,9200,105.67
"103",2020-12-19,26633209.42,1886.86666666667,0.9415,2774.33666666667,1100.44333333333,18575777.29,22.7666666666667,12751.2662766667,19.8933333333333,3704.58,531.683333333333,95.0233333333333,338.343323,236.873331666667,234.799998,9200,105.67
"104",2020-12-18,25816610.28,1888.9,0.945,2772.18,1099.39,18574789.79,21.57,12755.63965,19.57,3709.41,530.88,95.92,340.329987,236.449997,235.449997,9200,105.67
"105",2020-12-17,25445283.52,1890.4,0.935,2770.43,1093.01,18573808.54,21.93,12764.75,19.85,3722.48,533.65,96.84,336.899994,235.509995,230.740005,9560,105.67
"106",2020-12-16,23777696.62,1859.1,0.92,2771.79,1092.36,18573002.29,22.5,12658.19043,20.4,3701.17,529.7,96.85,332.100006,230.199997,227.080002,9230,105.67
"107",2020-12-15,21664964.09,1855.3,0.911,2756.82,1089.43,18572108.54,22.89,12595.05957,21.27,3694.62,534.42,97.12,333.649994,221.600006,219.990005,9370,105.67
"108",2020-12-14,21474801.76,1832.1,0.898,2762.2,1093.07,18571233.54,24.72,12440.04004,21.25,3647.49,532.35,94.78,331.149994,220.789993,215.860001,9040,105.67
"109",2020-12-13,21358469.7,1835.93333333333,0.91,2764.82,1092.60333333333,18570327.29,24.25,12419.3167333333,20.7833333333333,3652.81333333333,528.41,93.7366666666667,329.906667,218.546661333333,216.103332666667,8840,105.67
"110",2020-12-12,20980530.24,1839.76666666667,0.903,2767.44,1092.13666666667,18569352.29,23.78,12398.5934266667,20.3166666666667,3658.13666666667,524.47,92.6933333333333,328.66334,216.303329666667,216.346664333333,8840,105.67
"111",2020-12-11,20149557.63,1843.6,0.896,2770.06,1091.67,18568527.29,23.31,12377.87012,19.85,3663.46,520.53,91.65,327.420013,214.059998,216.589996,8840,105.67
"112",2020-12-10,20379505,1837.4,0.906,2746.46,1085.55,18567664.79,22.52,12405.80957,20.03,3668.1,518.89,91.66,331.519989,215.339996,217.25,8830,105.67
"113",2020-12-09,20701876.52,1838.5,0.938,2755.47,1086.48,18566852.29,22.27,12338.9502,20.15,3672.82,517.23,89.83,336.850006,210.800003,207.039993,8830,105.67
"114",2020-12-08,20442158.54,1874.9,0.921,2700.93,1084.86,18565983.54,20.68,12582.76953,20.7,3702.25,534,92.92,340.790009,216.940002,213.009995,9220,105.67
"115",2020-12-07,21413419.92,1866,0.928,2745.44,1083.53,18565083.54,21.3,12519.9502,21.3,3691.96,544.27,94.07,340.959991,217.929993,212.580002,9180,105.67
"116",2020-12-06,21584678.88,1857.33333333333,0.943,2740.77666666667,1083.61,18564146.04,21.13,12501.3769566667,21.2033333333333,3694.34666666667,543.623333333333,94.06,342.089996,217.876663333333,211.103332666667,9740,105.67
"117",2020-12-05,21371690,1848.66666666667,0.958,2736.11333333333,1083.69,18563296.04,20.96,12482.8037133333,21.1066666666667,3696.73333333333,542.976666666667,94.05,343.220001,217.823333666667,209.626663333333,9740,105.67
"118",2020-12-04,20864611.64,1840,0.973,2731.45,1083.77,18562396.04,20.79,12464.23047,21.01,3699.12,542.33,94.04,344.350006,217.770004,208.149994,9740,105.67
"119",2020-12-03,21696565.39,1841.1,0.911,2696.22,1092.08,18561496.04,21.28,12377.17969,20.02,3666.72,535.84,92.31,335.140015,214.539993,205.529999,9440,105.67
"120",2020-12-02,21423974.94,1830.2,0.938,2675.9,1100.02,18560514.79,21.17,12349.37012,20.18,3669.01,541.78,93.74,340.220001,212.559998,202,9680,105.67
"121",2020-12-01,20979795.43,1818.9,0.929,2634.25,1105.73,18559696.04,20.77,12355.11035,20.21,3662.45,535.6,92.63,338.880005,216.539993,203,10150,105.67
"122",2020-11-30,21897890.83,1780.9,0.842,2591.34,1109.32,18558746.04,20.57,12198.74023,20.77,3621.63,536.06,92.66,336.51001,214.119995,210.960007,10100,105.5
"123",2020-11-29,20281865.55,1783.3,0.844,2605.37666666667,1107.69,18558039.79,20.66,12201.1100233333,20.4,3627.20333333333,534.19,90.8366666666667,337.363342333333,213.209996333333,211.480006,10100,105.5
"124",2020-11-28,19768535.66,1785.7,0.843,2619.41333333333,1106.06,18557102.29,20.75,12203.4798166667,20.03,3632.77666666667,532.32,89.0133333333333,338.216674666667,212.299997666667,212.000005,10100,105.5
"125",2020-11-27,19089017.75,1788.1,0.842,2633.45,1104.43,18556139.79,20.84,12205.84961,19.66,3638.35,530.45,87.19,339.070007,211.389999,212.520004,10100,105.5
"126",2020-11-26,19136127.57,1799.65,0.859,2625.91,1105.57,18555177.29,21.25,12150.125,20,3634,529.92,86.95,340.195007,212.925003,212.720001,10700,105.5
"127",2020-11-25,20900712.51,1811.2,0.882,2601.54,1106.21,18554239.79,21.25,12094.40039,20.82,3629.65,529.39,86.71,341.320007,214.460007,212.919998,10650,105.5
"128",2020-11-24,21319509.2,1810.9,0.885,2617.76,1110.24,18553271.04,21.64,12036.79004,19.81,3635.41,518.31,85.07,342.390015,206,202.899994,10200,105.5
"129",2020-11-23,20490110.57,1844.1,0.859,2602.59,1113.51,18552421.04,22.66,11880.62988,19.79,3577.59,525.6,85.31,332.040009,200.820007,207.779999,8190,105.5
"130",2020-11-22,20496672.33,1853.53333333333,0.824,2586.22666666667,1113.99,18551502.29,23.0066666666667,11872.0764966667,19.5966666666667,3570.90666666667,524.903333333333,85.0866666666667,329.026672666667,198.103337333333,203.843333,7810,105.5
"131",2020-11-21,20800418.29,1862.96666666667,0.824,2569.86333333333,1114.47,18550414.79,23.3533333333333,11863.5231133333,19.4033333333333,3564.22333333333,524.206666666667,84.8633333333333,326.013336333333,195.386667666667,199.906667,7810,105.5
"132",2020-11-20,20777078.2,1872.4,0.824,2553.5,1114.95,18549358.54,23.7,11854.96973,19.21,3557.54,523.51,84.64,323,192.669998,195.970001,7810,105.5
"133",2020-11-19,19879750.16,1861.5,0.842,2547.42,1113.59,18548308.54,23.11,11904.70996,19.41,3581.87,537.61,85.54,333.880005,190.899994,191.660004,8030,105.5
"134",2020-11-18,19865150.76,1873.9,0.87,2545.64,1106.17,18547452.29,23.84,11801.59961,19.63,3567.79,537.15,82.54,335.940002,190.119995,185.539993,7720,105.5
"135",2020-11-17,19688190.01,1885.1,0.862,2539.15,1105.38,18546396.04,22.71,11899.33984,19.72,3609.53,536.89,83.36,336.5,192.300003,187.899994,7020,105.5
"136",2020-11-16,18651312.43,1887.8,0.911,2543.03,1107.04,18545414.79,22.45,11924.12988,20.5,3626.91,540.61,83.73,335.450012,191.940002,179.160004,6740,105.5
"137",2020-11-15,17802743.75,1887.26666666667,0.901,2526.64333333333,1107.23333333333,18544414.79,22.6666666666667,11892.5166,20.2566666666667,3612.99,537.7,82.9633333333333,335.310007666667,190.833333,178.503336666667,6870,105.5
"138",2020-11-14,17928324.92,1886.73333333333,0.8995,2510.25666666667,1107.42666666667,18543477.29,22.8833333333333,11860.90332,20.0133333333333,3599.07,534.79,82.1966666666667,335.170003333333,189.726664,177.846669333333,6870,105.5
"139",2020-11-13,18206898.29,1886.2,0.898,2493.87,1107.62,18542589.79,23.1,11829.29004,19.77,3585.15,531.88,81.43,335.029999,188.619995,177.190002,6870,105.5
"140",2020-11-12,18160633.79,1873.3,0.883,2475.62,1114.86,18541721.04,25.35,11709.58984,19.85,3537.01,538.27,81.84,328.290009,189.100006,178.509995,6900,105.5
"141",2020-11-11,17519062.13,1861.6,0.977,2485.87,1112.39,18540721.04,23.45,11786.42969,20.68,3572.66,536.72,81.28,332.390015,192.339996,183.419998,6930,105.5
"142",2020-11-10,17061109.35,1876.4,0.96,2452.83,1117.07,18539802.29,24.8,11553.86035,21.02,3545.53,510.8,77.99,334.779999,183.360001,172,7230,105.5
"143",2020-11-09,17107316.58,1854.4,0.924,2447.2,1119.06,18538883.54,25.75,11713.78027,21.58,3550.5,545.23,83.12,344.559998,184.720001,184.080002,7250,105.5
"144",2020-11-08,17271615.12,1886.83333333333,0.83,2436.96666666667,1119.84,18537727.29,25.4533333333333,11774.26367,21.6333333333333,3536.81333333333,557.646666666667,84.04,334.253337,190.723332666667,188.746668666667,7580,105.5
"145",2020-11-07,16551037.32,1919.26666666667,0.825,2426.73333333333,1120.62,18536864.79,25.1566666666667,11834.74707,21.6866666666667,3523.12666666667,570.063333333333,84.96,323.946676,196.726664333333,193.413335333333,7580,105.5
"146",2020-11-06,17367921.06,1951.7,0.82,2416.5,1121.4,18535952.29,24.86,11895.23047,21.74,3509.44,582.48,85.88,313.640015,202.729996,198.080002,7580,105.5
