Date,BTC_price,volume,sentiment,F1,F2,F3,F4
2018-08-31,7781336.87,5.01611E+12,0.016628935,0.375171963,-1.244801425,-0.969753928,-1.010852068
2018-09-01,7860377.92,4.59256E+12,0.01460077,0.387731156,-1.229233337,-0.945416871,-1.018496611
2018-09-02,8021907.74,4.83076E+12,0.016010498,0.400290349,-1.213665249,-0.921079816,-1.026141152
2018-09-03,8121713.24,4.56099E+12,0.011252775,0.412849542,-1.198097161,-0.896742759,-1.033785695
2018-09-04,8103827.47,4.76839E+12,0.028670407,0.401146752,-1.223588638,-0.872405703,-1.134595336
2018-09-05,8213686.05,6.47197E+12,0.012596152,0.485815403,-1.084848419,-0.98835566,-1.094581108
2018-09-06,7537173.22,6.16291E+12,-0.016751692,0.532789416,-1.044181016,-0.997400595,-0.782366451
2018-09-07,7284764.05,4.7584E+12,0.002500489,0.559967447,-1.003138576,-1.010672329,-0.886093195
2018-09-08,7208054.95,4.27904E+12,-0.000999969,0.550656085,-1.025391994,-0.989944162,-0.973877997
2018-09-09,6943852.1,4.09698E+12,0.000652219,0.541344724,-1.047645412,-0.969215997,-1.061662799
2018-09-10,7031094.05,4.14408E+12,0.012018468,0.532033362,-1.06989883,-0.94848783,-0.799242581
2018-09-11,7064913,4.29561E+12,0.010480518,0.508891138,-1.162322098,-0.901635941,-0.815336847
2018-09-12,7048321.52,4.53474E+12,0.002395052,0.513335889,-1.19232745,-0.881051813,-0.716423089
