"","Date","BTC_price","Gold_price","Bond_yield","KOSPI","USD_exchange_rate","BTC_circulation","VIX","NASDAQ","VKOSPI","S.P500","Nvidia","AMD","MA","PYPL","SQ","vidente","consumer_index","net_point_by_word","volume","Atinum","Woori"
"1",2021-03-31,65752554.6,1715.6,1.744,3061.42,1127.17,18670146.04,19.4,13246.87012,20.44,3972.89,533.93,78.5,356.049988,242.839996,227.050003,13700,107.16,0.071633285,73106081727510,3705,9650
"2",2021-03-30,64435785.91,1686,1.71,3070,1132.59,18669164.79,19.61,13045.38965,20.64,3958.55,514.87,76,358.200012,236.539993,212.830002,13900,107.16,0.052073645,60713563490870,3895,9640
"3",2021-03-29,62424909.91,1714.6,1.717,3036.04,1131.56,18668252.29,20.74,13059.65039,21.01,3971.09,517.93,77.14,362.910004,235.669998,207.179993,13050,107.16,0.051350659,64296821598413,3155,7420
"4",2021-03-28,62455082.77,1721.3,1.672,3037.696667,1130.546667,18667308.54,20.11333333,13086.01042,20.79333333,3972.24,516.4766667,77.23,363.9866743,237.456665,209.3199973,13300,107.16,0.043161925,53207190487857,3115,7490
"5",2021-03-27,61520767.2,1728,1.673,3039.353333,1129.533333,18666314.79,19.48666667,13112.37044,20.57666667,3973.39,515.0233333,77.32,365.0633447,239.243332,211.4600017,13300,107.16,0.043582957,52738524505213,3115,7490
"6",2021-03-26,57666280.74,1734.7,1.674,3041.01,1128.52,18665321.04,18.86,13138.73047,20.36,3974.54,513.57,77.41,366.140015,241.029999,213.600006,13300,107.16,0.037357659,63210744643846,3115,7490
"7",2021-03-25,58830848.03,1727.3,1.633,3008.33,1135.12,18664471.04,19.81,12977.67969,21.69,3909.52,501.41,76.22,358.359985,234.240005,208.470001,13050,107.16,0.050487186,75872057197664,3055,7000
"8",2021-03-24,61044246.8,1735.5,1.614,2996.35,1134.9,18663508.54,21.2,12961.88965,22.71,3889.14,505.72,76.48,359.649994,234.270004,213.509995,13000,107.16,0.08329568,78736693760143,3170,6930
"9",2021-03-23,60822401.81,1727.5,1.622,3004.74,1132.9,18662558.54,20.3,13227.7002,23.19,3910.52,522.83,78.38,355.269989,243.770004,223.199997,13150,107.16,-0.011138933,62968428638859,3150,6900
"10",2021-03-22,64176658.3,1740.4,1.695,3035.46,1126,18661552.29,18.88,13377.54004,23.7,3940.59,527.45,80.3,358.399994,244.384995,226.130005,14000,107.16,0.027227288,63064865703830,3320,7340
"11",2021-03-21,65060371.08,1741.566667,1.707,3036.816667,1127.04,18660608.54,19.57,13323.4401,23.67,3931.426667,522.91,79.88666667,357.7699993,243.3499963,225.700002,13700,107.16,0.041659254,57956831854626,3325,7300
"12",2021-03-20,65085307.59,1742.733333,1.7185,3038.173333,1128.08,18659633.54,20.26,13269.34017,23.64,3922.263333,518.37,79.47333333,357.1400047,242.3149977,225.269999,13700,107.16,0.050572127,56192039245172,3325,7300
"13",2021-03-19,64547706.2,1743.9,1.73,3039.53,1129.12,18658671.04,20.95,13215.24023,23.61,3913.1,513.83,79.06,356.51001,241.279999,224.839996,13700,107.16,0.041827819,54743930647215,3325,7300
"14",2021-03-18,65711048.31,1734.6,1.706,3066.01,1127.75,18657746.04,21.58,13116.16992,22.69,3915.46,508.9,78.12,367,238.410004,224.300003,13100,107.16,0.064839909,62199683125785,3240,7180
"15",2021-03-17,63404476.58,1727.1,1.646,3047.5,1121.21,18656796.04,19.23,13525.2002,24.53,3974.12,533.65,82.63,378.679993,251.470001,246.470001,12000,107.16,0.051864904,67234334832128,3215,5700
"16",2021-03-16,62305397.2,1730.9,1.621,3067.17,1129,18655946.04,19.79,13471.57031,24.28,3962.71,531.65,82.75,382.380005,249.309998,243.360001,12000,107.16,0.027001656,66666950208023,3185,5540
"17",2021-03-15,66128737.4,1729.2,1.607,3045.71,1132.35,18655014.79,20.03,13459.70996,25.9,3968.94,527.65,82.5,381.76001,249.979996,251.229996,12450,107.16,0.023620891,74108648550024,2820,5140
"18",2021-03-14,68308620.41,1726.066667,1.637,3048.603333,1133.733333,18654089.79,20.25,13413.09342,25.81333333,3960.406667,523.18,82.01666667,382.0766703,250.1033327,248.1899977,13850,107.16,0.085468012,48983609775741,2670,5120
"19",2021-03-13,63981932.97,1722.933333,1.631,3051.496667,1135.116667,18653108.54,20.47,13366.47689,25.72666667,3951.873333,518.71,81.53333333,382.3933307,250.2266693,245.1499993,13850,107.16,0.086809507,67693492165922,2670,5120
"20",2021-03-12,64515101.33,1719.8,1.625,3054.39,1136.5,18652214.79,20.69,13319.86035,25.64,3943.34,514.24,81.05,382.709991,250.350006,242.110001,13850,107.16,0.086900606,62137092636790,2670,5120
"21",2021-03-11,62441960.11,1722.6,1.535,3013.7,1130.35,18651277.29,21.91,13398.66992,26.45,3939.34,519.74,81.23,384.380005,253.830002,241.720001,13400,107.16,0.067401168,63344799353252,2600,4775
"22",2021-03-10,61170911.21,1721.8,1.521,2958.12,1135.91,18650452.29,22.56,13068.83008,28.85,3898.81,498.73,77.52,381.700012,242.070007,226.729996,13600,107.16,0.06508492,63928607451420,2510,4775
"23",2021-03-09,58324539.25,1716.9,1.528,2976.12,1134.91,18649521.04,24.03,13073.82031,29.78,3875.44,500.81,78.53,376.519989,241.759995,225.089996,13500,107.16,0.07414365,56806265588365,2515,4995
"24",2021-03-08,57098473.74,1678,1.603,2996.11,1140.83,18648646.04,25.47,12609.16016,29.48,3821.35,463.73,73.96,371.329987,226.089996,201.869995,10650,107.16,0.053483479,54223485131504,2415,4725
"25",2021-03-07,54581928.27,1684.833333,1.599,3006.16,1136.553333,18647677.29,25.2,12712.82357,29.35,3828.213333,475.3066667,75.48,367.8466597,230.4099983,206.726664,10250,107.16,0.025171561,48131423433781,2395,4705
"26",2021-03-06,54560227.15,1691.666667,1.588,3016.21,1132.276667,18646764.79,24.93,12816.48698,29.22,3835.076667,486.8833333,77,364.3633323,234.7300007,211.583333,10250,107.16,0.03658538,38341787050722,2375,4685
"27",2021-03-05,54144939.41,1698.5,1.577,3026.26,1128,18645814.79,24.66,12920.15039,29.09,3841.94,498.46,78.52,360.880005,239.050003,216.440002,10250,107.16,0.026222848,54255285469074,2355,4665
"28",2021-03-04,56371202.46,1700.7,1.557,3043.49,1130.87,18644883.54,28.57,12723.46973,29.5,3768.47,494.81,77.75,349.5,239.070007,218.410004,10350,107.16,0.058103,58403587997418,2395,4800
"29",2021-03-03,54020846.97,1715.8,1.484,3082.99,1126.05,18644083.54,26.67,12997.75,28.31,3819.72,512.19,80.86,360.25,255.059998,234.199997,10300,107.16,0.027670128,59382111825521,2390,4650
"30",2021-03-02,55355632.11,1733.6,1.398,3043.87,1125.01,18643133.54,24.1,13358.79004,30.97,3870.29,536.25,84.13,362.820007,269.190002,252.199997,10250,107.16,0.04508977,53033484061324,2355,4550
"31",2021-03-01,50387556.31,1723,1.426,3036.14,1113.33,18642239.79,23.35,13588.83008,31.0625,3901.82,553.67,86.39,362.899994,273.630005,241,10500,107.16,0.027853346,60130221448194,2347.5,4500
"32",2021-02-28,51541833.78,1724.933333,1.395,3028.41,1116.85,18641427.29,24.88333333,13456.66992,31.155,3871.596667,551.9733333,85.76333333,359.8833313,269.036672,237.343333,10500,107,-0.000940882,59631012441343,2340,4500
"33",2021-02-27,51710042.47,1726.866667,1.401,3020.68,1120.37,18640608.54,26.41666667,13324.50977,31.2475,3841.373333,550.2766667,85.13666667,356.8666687,264.443339,233.686666,10500,107,0.009827607,51225993195345,2332.5,4500
"34",2021-02-26,52642481.17,1728.8,1.407,3012.95,1123.89,18639627.29,27.95,13192.34961,31.34,3811.15,548.58,84.51,353.850006,259.850006,230.029999,10500,107,0.038181221,391599015025261,2325,4500
"35",2021-02-25,55463834.2,1775.4,1.53,3099.69,1118.77,18638758.54,28.89,13119.42969,27.92,3829.34,532.3,82.42,354.570007,253.940002,227.110001,12350,107,0.036960558,60816715760788,2370,4760
"36",2021-02-24,54488658.27,1797.9,1.372,2994.98,1107.27,18637783.54,21.34,13597.96973,28.93,3925.43,579.96,86.94,367.320007,266.070007,237.320007,12350,107,0.021505546,71069463872052,2360,4655
"37",2021-02-23,60480159.56,1805.9,1.343,3070.09,1110.13,18636789.79,23.11,13465.2002,27.16,3881.37,565.68,84.74,350.420013,265,256.589996,11700,107,-0.001879801,118385831784369,2490,4815
"38",2021-02-22,64193224.53,1808.4,1.369,3079.75,1111.59,18635996.04,23.45,13533.04981,27.64,3876.5,574.23,85.37,340.660004,273.850006,268.079987,13150,107,0.065450657,102709201816613,2650,5680
"39",2021-02-21,62559548.9,1798.066667,1.362,3089.04,1109.15,18635164.79,22.98333333,13646.85319,27.38,3886.57,581.84,86.77333333,338.1633403,278.206675,270.9099937,10150,107,0.093920734,57905696905463,2601.66666666667,5150
"40",2021-02-20,62357335.33,1787.733333,1.351,3098.33,1106.71,18634283.54,22.51666667,13760.65658,27.12,3896.64,589.45,88.17666667,335.6666767,282.563344,273.7400003,10150,107,0.085925603,76034565755875,2553.33333333333,5150
"41",2021-02-19,57658438.22,1777.4,1.34,3107.62,1104.27,18633371.04,22.05,13874.45996,26.86,3906.71,597.06,89.58,333.170013,286.920013,276.570007,10150,107,0.049303081,70846282845047,2505,5150
"42",2021-02-18,58177261.07,1775,1.297,3086.66,1106.96,18632414.79,22.49,13865.36035,26.1,3913.97,593.16,88.64,338.459991,290.809998,270.850006,9730,107,0.069362035,58081026987576,2570,5280
"43",2021-02-17,54903934.82,1772.8,1.282,3133.73,1105.61,18631558.54,21.5,13965.49023,25.58,3931.33,596.24,89.94,337.329987,297.200012,270.940002,9450,107,0.068479408,90177028251523,2500,5170
"44",2021-02-16,53494921.65,1799,1.311,3163.25,1106.58,18630696.04,21.46,14047.5,25.08,3932.59,613.21,91.46,341.209991,304.790009,276.019989,9440,107,0.081052589,85969506613393,2490,5190
"45",2021-02-15,54334067.41,1805.05,1.25,3147,1101.31,18629939.79,21.0875,14059.49243,26.22,3933.15,609.52,92.0375,341.1574933,303.1850055,275.2024918,9120,107,0.090296547,85992179345108,2430,4860
"46",2021-02-14,52568891.25,1811.1,1.236666667,3137.716,1101.736667,18628989.79,20.715,14071.48487,26.262,3933.71,605.83,92.615,341.1049955,301.580002,274.3849945,9030,107,0.068672072,79497035893491,2420,4815
"47",2021-02-13,52989193.44,1817.15,1.223333333,3128.432,1102.163333,18628064.79,20.3425,14083.4773,26.304,3934.27,602.14,93.1925,341.0524978,299.9749985,273.5674973,9030,107,0.074741988,78383254377763,2410,4815
"48",2021-02-12,53419692.48,1823.2,1.21,3119.148,1102.59,18627083.54,19.97,14095.46973,26.346,3934.83,598.45,93.77,341,298.369995,272.75,9030,107,0.072517417,85417712515712,2400,4815
"49",2021-02-11,50096573.4,1826.8,1.165,3109.864,1102.12,18626196.04,21.25,14025.76953,26.388,3916.38,610.03,92.66,342.869995,285.029999,265.929993,9030,107,0.094403865,90811193650337,2390,4815
"50",2021-02-10,51849501.24,1842.7,1.124,3100.58,1105.48,18625389.79,21.99,13972.53027,26.43,3909.88,590.57,92.35,334.209991,283.179993,257.48999,9030,107,0.098141858,97407816423362,2380,4815
"51",2021-02-09,51531764.1,1837.5,1.16,3084.67,1110.88,18624496.04,21.63,14007.7002,25.21,3911.23,570.53,90.91,333.440002,284.200012,258.119995,9130,107,0.117878296,102438545978141,2420,5250
"52",2021-02-08,43388701.54,1834.2,1.176,3091.24,1115.61,18623602.29,21.24,13987.63965,27.33,3915.59,577.55,91.47,337.029999,282.170013,259.970001,8580,107,0.07657638,113213942829076,2350,4580
"53",2021-02-07,43794130.83,1827.133333,1.174,3101.036667,1115.996667,18622589.79,21.11666667,13943.8597,27.77,3906.003333,566.2466667,90.28,337.6033327,277.926676,253.4400023,8476.666667,107,0.060328203,73083559846161,2315,4456.66666666667
"54",2021-02-06,42553616.85,1820.066667,1.1715,3110.833333,1116.383333,18621614.79,20.99333333,13900.07976,28.21,3896.416667,554.9433333,89.09,338.1766663,273.683339,246.9100037,8373.333333,107,0.062257897,79583349996176,2315,4333.33333333333
"55",2021-02-05,41207059.65,1813,1.169,3120.63,1116.77,18620621.04,20.87,13856.29981,28.65,3886.83,543.64,87.9,338.75,269.440002,240.380005,8270,107,0.053009824,65381883566910,2315,4210
"56",2021-02-04,41813545.03,1791.2,1.136,3087.55,1120,18619564.79,21.77,13777.74023,32.06,3871.74,546.57,87.84,340.829987,270.429993,237.720001,8580,107,0.030678895,76807363129485,2220,4160
"57",2021-02-03,39621859.91,1835.1,1.139,3129.68,1113.46,18618564.79,22.91,13610.54004,31.29,3830.17,541.22,87.89,332.820007,251.899994,227.940002,8520,107,0.060619547,68248016164337,2215,4135
"58",2021-02-02,37415292.97,1833.4,1.095,3096.81,1115.37,18617627.29,25.56,13612.78027,33.4,3826.31,542.27,88.86,334.369995,249.100006,227.630005,8360,107,0.082385318,70392263780083,2210,4050
"59",2021-02-01,36948206.09,1863.9,1.079,3056.53,1116.51,18616671.04,30.24,13403.38965,34.16,3773.86,529.48,87.66,321.559998,241.850006,221.940002,8290,107,0.062478635,68508640189157,2150,4025
"60",2021-01-31,38238369.73,1859.366667,1.071,3029.756667,1116.886667,18615927.29,31.19,13292.48991,34.68333333,3753.986667,526.1833333,86.98666667,319.803335,239.33667,219.9466703,8280,106.47,0.020116256,58861863169497,2120,3820
"61",2021-01-30,38266328.05,1854.833333,1.071,3002.983333,1117.263333,18615027.29,32.14,13181.59017,35.20666667,3734.113333,522.8866667,86.31333333,318.046672,236.823334,217.9533387,8280,106.47,0.095267221,72683208292016,2120,3820
"62",2021-01-29,38291696.89,1850.3,1.071,2976.21,1117.64,18614177.29,33.09,13070.69043,35.73,3714.24,519.59,85.64,316.290009,234.309998,215.960007,8280,106.47,0.06189824,131543064239561,2120,3820
"63",2021-01-28,33965159.16,1841.2,1.052,3069.05,1112.52,18613227.29,30.21,13337.16016,33.09,3787.38,522.04,87.52,324.279999,237.789993,219.910004,8690,106.47,0.030124164,85375443307021,2245,3970
"64",2021-01-27,36333923.02,1848.9,1.013,3122.56,1108.38,18612321.04,37.21,13270.59961,29.41,3750.77,516.71,88.84,315.48999,229.940002,202.460007,8830,106.47,0.048701463,69821187272709,2325,4105
"65",2021-01-26,36104725.1,1854.8,1.033,3140.31,1101.02,18611433.54,23.02,13626.05957,29.99,3849.62,537.41,94.71,327.700012,241,209.169998,9200,106.47,0.036403714,67231108340848,2250,4240
"66",2021-01-25,36023481.23,1859,1.033,3208.99,1102.58,18610427.29,23.19,13635.99023,28.97,3855.36,546.13,94.13,329.190002,247.75,216.639999,8770,106.47,0.027099225,66831254098608,2225,4270
"67",2021-01-24,35776424.85,1859.3,1.096,3186.203333,1103.523333,18609552.29,22.76333333,13605.01334,29.1,3850.73,546.92,93.68333333,329.1233313,249.1666667,218.720001,9020,106.47,-0.015697055,54275259641918,2226.66666666667,4295
"68",2021-01-23,36804472.4,1859.6,1.091,3163.416667,1104.466667,18608683.54,22.33666667,13574.03646,29.23,3846.1,547.71,93.23666667,329.0566607,250.5833333,220.800003,9020,106.47,0.01364285,53952699164284,2228.33333333333,4295
"69",2021-01-22,34385339.07,1859.9,1.086,3140.63,1105.41,18607708.54,21.91,13543.05957,29.36,3841.47,548.5,92.79,328.98999,252,222.880005,9020,106.47,-0.033916525,86145451749043,2230,4295
"70",2021-01-21,39664902.02,1869.3,1.109,3160.84,1099.88,18606827.29,21.32,13530.91016,30.63,3853.07,554.7,91.53,334.440002,248.639999,219.619995,9600,106.47,0.022168388,84400161094990,2305,4570
"71",2021-01-20,40223584.42,1870.2,1.077,3114.55,1096.35,18606021.04,21.58,13457.25,33.32,3851.85,534.63,88.75,334.910004,244.259995,226.649994,8840,106.47,0.039832003,74571919330586,2265,4435
"72",2021-01-19,40884253.37,1840.2,1.092,3092.66,1101.44,18605139.79,23.24,13197.17969,34.08,3798.91,521.01,89.45,325.940002,247.25,227.259995,8550,106.47,0.049417764,63871276885194,2250,4420
"73",2021-01-18,39935854.44,1837.625,1.1,3013.93,1102.52,18604208.54,23.515,13147.50977,33.18,3791.245,519.3525,89.14,325.270004,245.3849983,227.3824963,8800,106.47,0.017885522,55243603794268,2240,4430
"74",2021-01-17,40350264.93,1835.05,1.095666667,3037.92,1102.77,18603302.29,23.79,13097.83985,32.64,3783.58,517.695,88.83,324.600006,243.5199965,227.5049975,8330,106.47,-0.003457045,58421482311227,2270,4715
"75",2021-01-16,41084440.12,1832.475,1.091333333,3061.91,1103.02,18602471.04,24.065,13048.16992,32.1,3775.915,516.0375,88.52,323.930008,241.6549948,227.6274988,8330,106.47,-0.017372588,64386753495267,2300,4715
"76",2021-01-15,43689826.07,1829.9,1.087,3085.9,1103.27,18601552.29,24.34,12998.5,31.56,3768.25,514.38,88.21,323.26001,239.789993,227.75,8330,106.47,0.031309414,75605327174989,2330,4715
"77",2021-01-14,41646183.76,1851.4,1.129,3149.93,1095.88,18600583.54,23.25,13112.63965,29.68,3795.54,528.01,90.79,326.929993,242.059998,232.789993,8600,106.47,0.016889574,70980725281628,2370,4870
"78",2021-01-13,37841426.1,1854.9,1.092,3148.29,1097.12,18599664.79,22.21,13128.9502,32,3809.84,541.27,91.78,346.329987,244.899994,230.919998,8760,106.47,0.033967236,77394526978492,2320,4850
"79",2021-01-12,39628041.19,1844.2,1.129,3125.95,1094.48,18598714.79,23.33,13072.42969,34.95,3801.19,539.39,95.36,342.920013,237.639999,227.520004,9160,106.47,0.00942755,83429676956123,2305,4910
"80",2021-01-11,42785854.23,1850.8,1.144,3148.45,1097.23,18597789.79,24.08,13036.42969,35.65,3799.61,544.86,97.25,348.200012,237.5,225.5,10500,106.47,0.042588945,137597219056939,2400,5090
"81",2021-01-10,44914392.96,1845.666667,1.119,3149.693333,1095.796667,18596827.29,23.24,13091.61328,33.49333333,3807.966667,540.2633333,96.36,350.0833433,239.1533357,230.8166657,10250,106.47,0.06807225,89240008316815,2615,5790
"82",2021-01-09,45510685.07,1840.533333,1.119,3150.936667,1094.363333,18595833.54,22.4,13146.79688,31.33666667,3816.323333,535.6666667,95.47,351.9666747,240.8066713,236.1333313,10250,106.47,0.088679719,69159983706409,2615,5790
"83",2021-01-08,43940938.45,1835.4,1.119,3152.18,1092.93,18594964.79,21.56,13201.98047,29.18,3824.68,531.07,94.58,353.850006,242.460007,241.449997,10250,106.47,0.079481661,98307605244770,2615,5790
"84",2021-01-07,41098081.09,1913.6,1.081,3031.68,1094.28,18594039.79,22.37,13067.48047,26.75,3803.79,533.76,95.16,349.859985,235.039993,239.479996,8740,106.47,0.079531906,94574936957158,2655,5210
"85",2021-01-06,37951323.68,1908.6,1.039,2968.21,1087.93,18592989.79,25.07,12740.79004,27.6,3748.14,504.58,90.33,347.549988,226.830002,226.889999,8310,106.47,0.059507619,84005587512602,2665,5240
"86",2021-01-05,35678978.99,1954.4,0.955,2990.57,1086.42,18591883.54,25.34,12818.95996,26.22,3726.86,536.19,92.77,347.420013,234.910004,229.75,7830,106.47,0.055184472,75367185221035,2580,4890
"87",2021-01-04,36609425.71,1946.6,0.918,2944.45,1086.48,18590902.29,26.97,12698.4502,24.81,3700.65,524.54,92.3,351.48999,231.919998,221.160004,8090,106.47,0.078475577,90559658716591,2660,5140
"88",2021-01-03,35848984.44,1933.725,0.93,2930.254,1085.896667,18589821.04,25.915,12745.90772,24.266,3714.505,523.955,92.1525,352.852493,232.4899978,220.2800028,8046,106.47,0.096760237,87772200765551,2647,5086
"89",2021-01-02,32777327.53,1920.85,0.925333333,2916.058,1085.313333,18588833.54,24.86,12793.36524,23.722,3728.36,523.37,92.005,354.214996,233.0599975,219.4000015,8002,106.47,0.083152911,75722106737242,2634,5032
"90",2021-01-01,32350605.26,1907.975,0.920666667,2901.862,1084.73,18587889.79,23.805,12840.82275,23.178,3742.215,522.785,91.8575,355.577499,233.6299973,218.5200003,7958,106.47,0.066510404,45445592057522,2621,4978
"91",2020-12-31,32180522.89,1895.1,0.916,2887.666,1084.47,18586958.54,22.75,12888.28027,22.634,3756.07,522.2,91.71,356.940002,234.199997,217.639999,7914,105.67,0.073636783,52167722513148,2608,4924
"92",2020-12-30,30527529.48,1893.4,0.926,2873.47,1087.62,18585921.04,22.77,12870,22.09,3732.04,525.83,92.29,355.549988,231.509995,221.039993,7870,105.67,0.06533895,57224919066411,2595,4870
"93",2020-12-29,30217033.41,1882.9,0.94,2820.51,1090.97,18584846.04,23.08,12850.21973,21.63,3727.04,517.73,90.62,346.660004,231.029999,214,7850,105.67,0.037920711,50506322874789,2565,4725
"94",2020-12-28,29323315.79,1880.4,0.923,2808.6,1095.6,18583896.04,21.7,12899.41992,23.14,3735.36,516,91.6,344.470001,235.729996,223.339996,7780,105.67,0.079144388,54735974220709,2445,4695
"95",2020-12-27,29500222.99,1881.1,0.938,2808.165,1096.756667,18582896.04,21.64333333,12875.74756,22.7375,3727.285,516.9375,91.6525,342.3525008,236.4574968,224.5749968,7827.5,105.67,0.087342856,74176181243866,2452.5,4680
"96",2020-12-26,27533840.1,1881.8,0.934,2807.73,1097.913333,18581971.04,21.58666667,12852.0752,22.335,3719.21,517.875,91.705,340.2350005,237.1849975,225.8099975,7875,105.67,0.073427051,53928051076947,2460,4680
"97",2020-12-25,26481172.09,1882.5,0.93,2807.295,1099.07,18581114.79,21.53,12828.40283,21.9325,3711.135,518.8125,91.7575,338.1175003,237.9124983,227.0449983,7922.5,105.67,0.068669013,46938595894020,2467.5,4680
"98",2020-12-24,25930689.88,1883.2,0.926,2806.86,1101.59,18580214.79,21.53,12804.73047,21.53,3703.06,519.75,91.81,336,238.639999,228.279999,7970,105.67,0.025065478,45836622490807,2475,4680
"99",2020-12-23,26535180.69,1878.1,0.945,2759.82,1106.65,18579427.29,23.31,12771.11035,21.52,3690.01,520.37,91.55,329.230011,239.440002,230.679993,8190,105.67,0.038891493,57067282383826,2560,4845
"100",2020-12-22,25432874.06,1870.3,0.921,2733.68,1109.72,18578464.79,24.23,12807.91992,22.85,3687.26,531.13,93.16,332.23999,243.490005,241.580002,8310,105.67,0.0455522,49285321550699,2595,4915
"101",2020-12-21,26192060.67,1882.8,0.938,2778.65,1102.55,18577571.04,25.16,12742.51953,20.54,3694.92,533.29,93.23,334.369995,237.720001,233.5,8920,105.67,0.082867039,51161019309858,2730,5370
"102",2020-12-20,26624209.38,1884.833333,0.938,2776.493333,1101.496667,18576721.04,23.96333333,12746.8929,20.21666667,3699.75,532.4866667,94.12666667,336.356659,237.2966663,234.149999,9200,105.67,0.063520924,42225402445425,2735,5380
"103",2020-12-19,25810924.94,1886.866667,0.9415,2774.336667,1100.443333,18575777.29,22.76666667,12751.26628,19.89333333,3704.58,531.6833333,95.02333333,338.343323,236.8733317,234.799998,9200,105.67,0.088465822,42943196657165,2740,5380
"104",2020-12-18,25447107.67,1888.9,0.945,2772.18,1099.39,18574789.79,21.57,12755.63965,19.57,3709.41,530.88,95.92,340.329987,236.449997,235.449997,9200,105.67,0.081001531,45063547210194,2745,5380
"105",2020-12-17,23775189.8,1890.4,0.935,2770.43,1093.01,18573808.54,21.93,12764.75,19.85,3722.48,533.65,96.84,336.899994,235.509995,230.740005,9560,105.67,0.085170839,79642008988032,2780,5550
"106",2020-12-16,21666908.17,1859.1,0.92,2771.79,1092.36,18573002.29,22.5,12658.19043,20.4,3701.17,529.7,96.85,332.100006,230.199997,227.080002,9230,105.67,0.056423492,49550181364773,2700,5030
"107",2020-12-15,21475109.31,1855.3,0.911,2756.82,1089.43,18572108.54,22.89,12595.05957,21.27,3694.62,534.42,97.12,333.649994,221.600006,219.990005,9370,105.67,0.046231774,29837864902820,2720,5050
"108",2020-12-14,21360823.89,1832.1,0.898,2762.2,1093.07,18571233.54,24.72,12440.04004,21.25,3647.49,532.35,94.78,331.149994,220.789993,215.860001,9040,105.67,0.031220862,25075781333553,2655,4885
"109",2020-12-13,20983999.84,1835.933333,0.91,2764.82,1092.603333,18570327.29,24.25,12419.31673,20.78333333,3652.813333,528.41,93.73666667,329.906667,218.5466613,216.1033327,8840,105.67,0.052087804,28396834217960,2655,4845
"110",2020-12-12,20141096.36,1839.766667,0.903,2767.44,1092.136667,18569352.29,23.78,12398.59343,20.31666667,3658.136667,524.47,92.69333333,328.66334,216.3033297,216.3466643,8840,105.67,0.03652868,24270847019075,2655,4845
"111",2020-12-11,20378319.1,1843.6,0.896,2770.06,1091.67,18568527.29,23.31,12377.87012,19.85,3663.46,520.53,91.65,327.420013,214.059998,216.589996,8840,105.67,0.019686773,31151859237180,2655,4845
"112",2020-12-10,20701189.6,1837.4,0.906,2746.46,1085.55,18567664.79,22.52,12405.80957,20.03,3668.1,518.89,91.66,331.519989,215.339996,217.25,8830,105.67,0.037493533,28504688461625,2650,4755
"113",2020-12-09,20441868.3,1838.5,0.938,2755.47,1086.48,18566852.29,22.27,12338.9502,20.15,3672.82,517.23,89.83,336.850006,210.800003,207.039993,8830,105.67,0.014080047,38405172092206,2630,4780
"114",2020-12-08,21413306.31,1874.9,0.921,2700.93,1084.86,18565983.54,20.68,12582.76953,20.7,3702.25,534,92.92,340.790009,216.940002,213.009995,9220,105.67,0.027644285,35361261226859,2680,5010
"115",2020-12-07,21582456.09,1866,0.928,2745.44,1083.53,18565083.54,21.3,12519.9502,21.3,3691.96,544.27,94.07,340.959991,217.929993,212.580002,9180,105.67,0.031935543,30010111907209,2690,5130
"116",2020-12-06,21371633.61,1857.333333,0.943,2740.776667,1083.61,18564146.04,21.13,12501.37696,21.20333333,3694.346667,543.6233333,94.06,342.089996,217.8766633,211.1033327,9740,105.67,0.078834723,28222001171796,2815,5340
"117",2020-12-05,20863071.5,1848.666667,0.958,2736.113333,1083.69,18563296.04,20.96,12482.80371,21.10666667,3696.733333,542.9766667,94.05,343.220001,217.8233337,209.6266633,9740,105.67,-0.002592925,30396276437478,2815,5340
"118",2020-12-04,21698314.85,1840,0.973,2731.45,1083.77,18562396.04,20.79,12464.23047,21.01,3699.12,542.33,94.04,344.350006,217.770004,208.149994,9740,105.67,0.050664376,37793747611409,2815,5340
"119",2020-12-03,21429368.85,1841.1,0.911,2696.22,1092.08,18561496.04,21.28,12377.17969,20.02,3666.72,535.84,92.31,335.140015,214.539993,205.529999,9440,105.67,0.062947014,35626846123478,2795,5280
"120",2020-12-02,20978395.46,1830.2,0.938,2675.9,1100.02,18560514.79,21.17,12349.37012,20.18,3669.01,541.78,93.74,340.220001,212.559998,202,9680,105.67,0.056155118,41716019166512,2850,5550
"121",2020-12-01,21906744.92,1818.9,0.929,2634.25,1105.73,18559696.04,20.77,12355.11035,20.21,3662.45,535.6,92.63,338.880005,216.539993,203,10150,105.67,0.084080493,55379678787350,2905,5600
"122",2020-11-30,20282801.35,1780.9,0.842,2591.34,1109.32,18558746.04,20.57,12198.74023,20.77,3621.63,536.06,92.66,336.51001,214.119995,210.960007,10100,105.5,0.048356263,53253940614190,2885,5420
"123",2020-11-29,19771012.22,1783.3,0.844,2605.376667,1107.69,18558039.79,20.66,12201.11002,20.4,3627.203333,534.19,90.83666667,337.3633423,213.2099963,211.480006,10100,105.5,0.048459013,34738292960465,2810,5290
"124",2020-11-28,19094074.98,1785.7,0.843,2619.413333,1106.06,18557102.29,20.75,12203.47982,20.03,3632.776667,532.32,89.01333333,338.2166747,212.2999977,212.000005,10100,105.5,0.057639718,36375218164633,2810,5290
"125",2020-11-27,19139797.94,1788.1,0.842,2633.45,1104.43,18556139.79,20.84,12205.84961,19.66,3638.35,530.45,87.19,339.070007,211.389999,212.520004,10100,105.5,0.029436239,43388330388926,2810,5290
"126",2020-11-26,20898168.35,1799.65,0.859,2625.91,1105.57,18555177.29,21.25,12150.125,20,3634,529.92,86.95,340.195007,212.925003,212.720001,10700,105.5,0.041288422,68504662559574,2880,5570
