Date,Price,Open,High,Low,Vol.,Change %
2020-11-25,"3,020","3,120","3,260","2,915",3.03K,-0.49%
2020-11-24,"3,035","2,745","3,380","2,720",72.76M,11.79%
2020-11-23,"2,715","2,710","2,755","2,685",2.16M,0.56%
2020-11-22,"2,700","2,700","2,700","2,700",-,0.00%
2020-11-20,"2,700","2,705","2,765","2,625",2.91M,-1.46%
2020-11-19,"2,740","2,790","2,855","2,720",12.98K,-0.72%
2020-11-18,"2,760","2,780","3,140","2,670",10.83K,6.15%
2020-11-17,"2,600","2,750","2,790","2,575",4.89M,-1.52%
2020-11-16,"2,640","2,625","2,645","2,555",0.68K,-0.56%
2020-11-15,"2,655","2,655","2,655","2,655",-,0.00%
2020-11-13,"2,655","2,760","2,875","2,635",13.60M,0.19%
2020-11-12,"2,650","2,655","2,735","2,615",0.26K,1.15%
2020-11-11,"2,620","2,690","2,745","2,620",4.22M,-2.96%
2020-11-10,"2,700","2,845","2,860","2,700",5.19K,-8.16%
2020-11-09,"2,940","2,870","2,945","2,830",3.31K,2.44%
2020-11-08,"2,870","2,870","2,870","2,870",-,0.00%
2020-11-06,"2,870","2,725","3,170","2,720",74.35M,7.89%
2020-11-05,"2,660","2,570","2,675","2,535",2.25K,2.70%
2020-11-04,"2,590","2,410","2,805","2,380",1.85K,9.98%
2020-11-03,"2,355","2,415","2,430","2,350",0.20K,-2.28%
2020-11-02,"2,410","2,345","2,455","2,345",1.80K,5.70%
2020-11-01,"2,280","2,280","2,280","2,280",-,0.00%
2020-10-30,"2,280","2,390","2,520","2,275",8.95M,-3.59%
2020-10-29,"2,365","2,250","2,385","2,250",19.01K,0.42%
2020-10-28,"2,355","2,380","2,410","2,275",0.00K,3.29%
2020-10-27,"2,280","2,480","2,520","2,245",0.90K,-3.39%
2020-10-26,"2,360","2,540","2,585","2,355",0.03K,-7.27%
2020-10-25,"2,545","2,545","2,545","2,545",-,0.00%
2020-10-23,"2,545","2,795","2,820","2,405",39.97M,-4.14%
2020-10-22,"2,655","2,130","2,655","2,105",0.51K,29.83%
2020-10-21,"2,045","2,100","2,115","2,040",1.43M,-2.85%
2020-10-20,"2,105","2,170","2,175","2,050",0.31K,-5.18%
2020-10-19,"2,220","2,185","2,440","2,145",1.83K,8.03%
2020-10-18,"2,055","2,055","2,055","2,055",-,0.00%
2020-10-16,"2,055","2,130","2,150","2,015",504.96K,-3.52%
2020-10-15,"2,130","2,160","2,170","2,090",0.33K,-1.62%
2020-10-14,"2,165","2,180","2,195","2,145",0.14K,-0.92%
2020-10-13,"2,185","2,245","2,245","2,155",0.25K,-2.46%
2020-10-12,"2,240","2,155","2,245","2,135",1.85M,5.41%
2020-10-11,"2,125","2,125","2,125","2,125",-,0.00%
2020-10-08,"2,125","2,160","2,165","2,110",480.86K,0.71%
2020-10-07,"2,110","2,080","2,140","2,075",782.38K,1.44%
2020-10-06,"2,080","2,080","2,145","2,045",1.24M,0.48%
2020-10-05,"2,070","2,030","2,080","2,015",1.00K,2.22%
2020-10-04,"2,025","2,025","2,025","2,025",-,0.00%
2020-09-29,"2,025","2,030","2,055","2,010",463.12K,0.50%
2020-09-28,"2,015","1,955","2,020","1,945",630.17K,4.95%
2020-09-25,"1,920","1,935","1,980","1,915",1.01M,-1.03%
2020-09-24,"1,940","2,000","2,025","1,890",1.82M,-5.37%
2020-09-23,"2,050","2,145","2,185","2,010",3.45K,-3.76%
2020-09-22,"2,130","2,195","2,275","2,105",1.87M,-3.18%
2020-09-21,"2,200","2,165","2,215","2,145",1.16K,2.09%
2020-09-18,"2,155","2,120","2,190","2,075",1.54M,1.41%
2020-09-17,"2,125","2,140","2,160","2,095",1.49K,-0.70%
2020-09-16,"2,140","2,160","2,200","2,120",5.51K,-0.70%
2020-09-15,"2,155","2,205","2,205","2,140",4.05K,-1.60%
2020-09-14,"2,190","2,245","2,245","2,165",0.51K,-2.45%
2020-09-13,"2,245","2,245","2,245","2,245",-,0.00%
2020-09-11,"2,245","2,295","2,315","2,215",2.58M,-1.54%
2020-09-10,"2,280","2,545","2,545","2,265",6.00K,-5.98%
2020-09-09,"2,425","2,385","2,570","2,335",0.00K,-1.02%
2020-09-08,"2,450","2,570","2,610","2,415",4.13K,-4.67%
2020-09-07,"2,570","2,570","2,700","2,545",2.45M,-1.72%
2020-09-06,"2,615","2,615","2,615","2,615",-,0.00%
2020-09-04,"2,615","2,615","2,680","2,560",2.90M,-4.39%
2020-09-03,"2,735","2,570","2,970","2,475",2.78K,6.63%
2020-09-02,"2,565","2,820","2,820","2,535",5.31M,-6.22%
2020-09-01,"2,735","2,855","2,965","2,720",0.61K,-5.36%
2020-08-31,"2,890","2,795","2,925","2,670",51.62K,9.26%
2020-08-28,"2,645","2,635","2,645","2,555",2.17M,4.34%
2020-08-27,"2,535","2,625","2,640","2,495",3.20K,-1.55%
2020-08-26,"2,575","2,665","2,685","2,505",3.01M,-4.45%
2020-08-25,"2,695","2,670","2,720","2,615",28.54K,1.32%
2020-08-24,"2,660","2,550","2,715","2,480",1.00K,3.70%
2020-08-23,"2,565","2,565","2,565","2,565",-,0.00%
2020-08-21,"2,565","2,590","2,665","2,475",3.84M,-0.19%
2020-08-20,"2,570","2,445","2,760","2,340",6.02K,7.08%
2020-08-19,"2,400","2,325","2,400","2,245",0.81K,6.90%
2020-08-18,"2,245","2,340","2,385","2,200",0.00K,-2.60%
2020-08-17,"2,305","2,305","2,305","2,305",-,0.00%
2020-08-14,"2,305","2,220","2,305","2,190",1.54M,5.73%
2020-08-13,"2,180","2,275","2,275","2,180",840.19K,-2.02%
2020-08-12,"2,225","2,335","2,345","2,150",1.85M,-5.72%
2020-08-11,"2,360","2,325","2,360","2,260",4.26K,0.85%
2020-08-10,"2,340","2,265","2,395","2,245",0.00K,3.54%
2020-08-09,"2,260","2,260","2,260","2,260",-,0.00%
2020-08-07,"2,260","2,205","2,275","2,155",2.27M,2.49%
2020-08-06,"2,205","2,205","2,335","2,145",5.73M,1.15%
2020-08-05,"2,180","2,170","2,205","2,130",3.41M,0.46%
2020-08-04,"2,170","1,965","2,240","1,965",58.79K,15.12%
2020-08-03,"1,885","1,860","1,900","1,850",699.54K,0.27%
2020-08-02,"1,880","1,880","1,880","1,880",-,0.00%
2020-07-31,"1,880","1,900","1,925","1,845",1.02M,-1.57%
2020-07-30,"1,910","1,835","1,910","1,800",2.31K,2.41%
2020-07-29,"1,865","1,710","1,865","1,695",2.08K,8.12%
2020-07-28,"1,725","1,740","1,745","1,705",539.71K,-0.29%
2020-07-27,"1,730","1,680","1,735","1,670",16.51K,2.98%
2020-07-26,"1,680","1,680","1,680","1,680",-,0.00%
2020-07-24,"1,680","1,730","1,745","1,650",685.47K,-0.30%
2020-07-23,"1,685","1,730","1,735","1,665",0.05K,-1.75%
2020-07-22,"1,715","1,745","1,750","1,695",452.91K,-1.44%
2020-07-21,"1,740","1,750","1,765","1,720",0.00K,0.00%
2020-07-20,"1,740","1,700","1,750","1,680",0.47K,3.88%
2020-07-19,"1,675","1,675","1,675","1,675",-,0.00%
2020-07-17,"1,675","1,670","1,690","1,665",247.97K,0.00%
2020-07-16,"1,675","1,695","1,725","1,675",1.85K,-0.59%
2020-07-15,"1,685","1,670","1,705","1,645",0.50K,2.43%
2020-07-14,"1,645","1,655","1,690","1,620",386.79K,0.00%
2020-07-13,"1,645","1,630","1,650","1,615",180.63K,1.86%
2020-07-10,"1,615","1,665","1,665","1,600",228.15K,-2.12%
2020-07-09,"1,650","1,640","1,670","1,625",251.29K,0.61%
2020-07-08,"1,640","1,650","1,650","1,610",149.81K,0.00%
2020-07-07,"1,640","1,685","1,690","1,635",609.01K,0.31%
2020-07-06,"1,635","1,605","1,640","1,575",0.00K,1.87%
2020-07-03,"1,605","1,610","1,640","1,600",172.74K,0.31%
2020-07-02,"1,600","1,545","1,625","1,545",0.02K,3.56%
2020-07-01,"1,545","1,565","1,580","1,545",118.13K,-0.64%
2020-06-30,"1,555","1,565","1,580","1,550",132.21K,0.32%
2020-06-29,"1,550","1,575","1,625","1,550",427.82K,-2.82%
2020-06-26,"1,595","1,645","1,645","1,575",235.36K,-1.24%
2020-06-25,"1,615","1,600","1,625","1,595",78.13K,0.62%
2020-06-24,"1,605","1,600","1,655","1,595",1.00K,0.63%
2020-06-23,"1,595","1,620","1,640","1,560",250.39K,-0.93%
2020-06-22,"1,610","1,630","1,665","1,530",464.36K,0.00%
2020-06-21,"1,610","1,610","1,610","1,610",-,0.00%
2020-06-19,"1,610","1,625","1,635","1,590",102.49K,-0.31%
2020-06-18,"1,615","1,605","1,620","1,590",95.15K,1.57%
2020-06-17,"1,590","1,600","1,625","1,560",232.77K,-1.55%
2020-06-16,"1,615","1,550","1,625","1,550",407.75K,7.67%
2020-06-15,"1,500","1,655","1,685","1,500",529.76K,-9.37%
2020-06-14,"1,655","1,655","1,655","1,655",-,0.00%
2020-06-12,"1,655","1,610","1,670","1,600",640.73K,-2.93%
2020-06-11,"1,705","1,720","1,750","1,685",330.26K,-1.73%
2020-06-10,"1,735","1,760","1,770","1,715",0.20K,-0.57%
2020-06-09,"1,745","1,780","1,795","1,745",351.16K,-1.97%
2020-06-08,"1,780","1,810","1,820","1,770",0.80K,-0.56%
2020-06-05,"1,790","1,790","1,840","1,775",534.19K,0.28%
2020-06-04,"1,785","1,775","1,810","1,765",602.39K,1.13%
2020-06-03,"1,765","1,805","1,835","1,765",785.56K,-2.49%
2020-06-02,"1,810","1,745","1,835","1,730",0.71K,4.62%
2020-06-01,"1,730","1,710","1,740","1,700",502.83K,1.17%
2020-05-29,"1,710","1,670","1,780","1,650",1.56M,2.40%
2020-05-28,"1,670","1,700","1,745","1,625",0.78K,-1.76%
2020-05-27,"1,700","1,710","1,725","1,690",255.76K,-0.58%
2020-05-26,"1,710","1,690","1,725","1,685",0.00K,1.18%
2020-05-25,"1,690","1,675","1,700","1,650",207.96K,1.20%
2020-05-24,"1,670","1,670","1,670","1,670",-,0.00%
