날짜,시가*,고가,저가,종가**,거래량,시가총액
13-Apr-21,"\66,823,402.38","\71,121,639.39","\66,801,018.39","\70,855,165.49","\78,085,342,155,950","\1,323,707,769,971,440"
12-Apr-21,"\67,142,430.72","\68,344,216.35","\66,488,511.09","\66,827,234.04","\57,828,824,161,965","\1,248,401,229,798,870"
11-Apr-21,"\66,774,546.22","\67,828,193.89","\66,153,693.33","\67,174,810.50","\51,638,053,462,196","\1,254,833,386,737,800"
10-Apr-21,"\64,997,736.04","\68,370,580.23","\64,757,767.09","\66,715,415.64","\64,980,657,772,215","\1,246,190,591,805,420"
09-Apr-21,"\65,078,949.28","\65,760,106.94","\64,500,200.35","\64,987,946.50","\52,056,417,561,398","\1,213,857,017,542,780"
08-Apr-21,"\62,594,522.52","\65,092,533.33","\62,348,128.55","\65,076,037.08","\59,195,827,188,349","\1,215,445,057,843,820"
07-Apr-21,"\64,922,680.21","\65,530,366.15","\62,041,224.56","\62,537,645.88","\84,402,655,837,430","\1,167,978,840,029,890"
06-Apr-21,"\66,022,184.82","\66,365,447.16","\64,320,500.29","\64,929,207.63","\73,705,474,595,629","\1,212,582,949,726,040"
05-Apr-21,"\65,563,538.35","\66,824,829.58","\64,374,076.30","\65,894,928.00","\67,734,153,341,065","\1,230,559,774,972,980"
04-Apr-21,"\64,273,671.17","\65,734,110.95","\63,787,014.37","\65,560,953.15","\56,624,881,315,504","\1,224,257,769,057,580"
03-Apr-21,"\66,273,764.35","\67,069,151.17","\64,272,611.81","\64,272,611.81","\66,545,940,509,958","\1,200,139,985,000,640"
02-Apr-21,"\65,940,674.63","\67,244,236.67","\65,684,495.15","\66,259,153.25","\65,526,703,882,018","\1,237,179,711,627,610"
01-Apr-21,"\65,748,411.04","\66,484,269.49","\65,278,354.36","\65,937,248.00","\68,808,517,657,651","\1,231,114,357,353,450"
31-Mar-21,"\65,752,554.60","\66,868,043.58","\64,409,326.50","\65,739,784.55","\73,106,081,727,510","\1,227,364,209,939,300"
30-Mar-21,"\64,435,785.91","\66,329,347.00","\63,879,483.50","\65,738,512.94","\60,713,563,490,870","\1,227,278,411,842,350"
29-Mar-21,"\62,424,909.91","\65,096,280.28","\61,522,747.15","\64,435,860.70","\64,296,821,598,413","\1,202,897,088,638,300"
28-Mar-21,"\62,455,082.77","\63,164,009.55","\61,446,618.52","\62,428,086.29","\53,207,190,487,857","\1,165,360,693,772,800"
27-Mar-21,"\61,520,767.20","\63,117,040.24","\60,522,536.37","\62,453,486.84","\52,738,524,505,213","\1,165,770,837,320,910"
26-Mar-21,"\57,666,280.74","\61,520,484.34","\57,551,183.59","\61,520,484.34","\63,210,744,643,846","\1,148,294,051,360,840"
25-Mar-21,"\58,830,848.03","\59,573,548.74","\56,744,163.36","\57,689,881.30","\75,872,057,197,664","\1,076,748,808,846,630"
24-Mar-21,"\61,044,246.80","\63,891,569.87","\58,593,845.20","\58,883,867.26","\78,736,693,760,143","\1,098,974,228,199,660"
23-Mar-21,"\60,822,401.81","\62,466,797.17","\59,660,921.66","\61,075,996.94","\62,968,428,638,859","\1,139,828,471,920,950"
22-Mar-21,"\64,176,658.30","\65,240,640.92","\60,573,023.06","\60,841,909.44","\63,064,865,703,830","\1,135,400,867,102,780"
21-Mar-21,"\65,060,371.08","\65,571,374.98","\62,489,309.89","\64,182,827.94","\57,956,831,854,626","\1,197,685,265,285,570"
20-Mar-21,"\65,085,307.59","\66,981,026.10","\64,952,570.35","\65,064,532.42","\56,192,039,245,172","\1,214,073,659,760,920"
19-Mar-21,"\64,547,706.20","\66,386,421.28","\63,201,264.53","\65,101,364.35","\54,743,930,647,215","\1,214,699,861,208,820"
18-Mar-21,"\65,711,048.31","\67,075,824.78","\60,534,441.98","\64,557,167.99","\62,199,683,125,785","\1,204,484,593,525,110"
17-Mar-21,"\63,404,476.58","\65,796,670.49","\60,841,330.98","\65,686,295.29","\67,234,334,832,128","\1,225,490,687,777,500"
16-Mar-21,"\62,305,397.20","\63,412,678.46","\59,755,019.28","\63,381,126.14","\66,666,950,208,023","\1,182,431,127,249,710"
15-Mar-21,"\66,128,737.40","\67,549,739.77","\61,805,955.56","\62,379,499.53","\74,108,648,550,024","\1,163,686,444,802,860"
14-Mar-21,"\68,308,620.41","\68,729,024.28","\66,167,664.26","\66,167,664.26","\48,983,609,775,741","\1,234,292,403,078,860"
13-Mar-21,"\63,981,932.97","\68,824,919.70","\62,726,249.35","\68,333,112.05","\67,693,492,165,922","\1,274,619,657,407,940"
12-Mar-21,"\64,515,101.33","\64,710,807.98","\61,787,528.34","\63,969,345.67","\62,137,092,636,790","\1,193,165,383,055,740"
11-Mar-21,"\62,441,960.11","\64,816,184.75","\60,792,199.13","\64,497,142.22","\63,344,799,353,252","\1,202,949,873,019,810"
10-Mar-21,"\61,170,911.21","\63,886,964.02","\59,460,303.99","\62,492,581.76","\63,928,607,451,420","\1,165,509,647,118,540"
09-Mar-21,"\58,324,539.25","\61,171,030.16","\57,999,696.08","\61,171,030.16","\56,806,265,588,365","\1,140,806,435,505,080"
08-Mar-21,"\57,098,473.74","\58,370,396.25","\55,237,300.85","\58,295,029.99","\54,223,485,131,504","\1,087,117,781,574,310"
07-Mar-21,"\54,581,928.27","\57,333,063.05","\54,581,928.27","\57,134,821.03","\48,131,423,433,781","\1,065,426,203,048,330"
06-Mar-21,"\54,560,227.15","\54,836,923.75","\52,728,465.49","\54,574,900.57","\38,341,787,050,722","\1,017,641,416,367,810"
05-Mar-21,"\54,144,939.41","\55,114,987.40","\51,930,677.57","\54,591,550.99","\54,255,285,469,074","\1,017,899,046,997,510"
04-Mar-21,"\56,371,202.46","\57,724,391.05","\53,174,105.86","\54,183,025.25","\58,403,587,997,418","\1,010,232,644,435,550"
03-Mar-21,"\54,020,846.97","\58,617,055.85","\53,862,971.87","\56,388,986.01","\59,382,111,825,521","\1,051,318,003,238,740"
02-Mar-21,"\55,355,632.11","\55,930,702.43","\52,696,463.50","\53,979,756.64","\53,033,484,061,324","\1,006,349,299,305,960"
01-Mar-21,"\50,387,556.31","\55,547,441.94","\50,338,005.10","\55,376,981.59","\60,130,221,448,194","\1,032,348,766,266,700"
28-Feb-21,"\51,541,833.78","\52,124,727.65","\48,247,640.61","\50,363,307.77","\59,631,012,441,343","\938,840,047,383,864"
27-Feb-21,"\51,710,042.47","\53,839,484.49","\50,509,758.32","\51,535,624.45","\51,225,993,195,345","\960,652,384,284,612"
26-Feb-21,"\52,642,481.17","\53,970,604.22","\49,601,317.75","\51,704,450.07","\391,599,015,025,261","\963,747,682,227,537"
25-Feb-21,"\55,463,834.20","\57,963,027.10","\52,545,843.30","\52,545,843.30","\60,816,715,760,788","\979,383,897,485,739"
24-Feb-21,"\54,488,658.27","\57,227,924.94","\52,679,339.59","\55,459,651.06","\71,069,463,872,052","\1,033,640,338,588,440"
23-Feb-21,"\60,480,159.56","\60,480,159.56","\50,533,819.31","\54,476,763.29","\118,385,831,784,369","\1,015,266,713,110,590"
22-Feb-21,"\64,193,224.53","\64,193,950.30","\54,636,472.54","\60,482,825.48","\102,709,201,816,613","\1,127,155,274,381,260"
21-Feb-21,"\62,559,548.90","\65,083,421.87","\62,117,750.58","\64,201,263.43","\57,905,696,905,463","\1,196,397,734,483,900"
20-Feb-21,"\62,357,335.33","\64,162,528.98","\60,950,601.11","\62,594,084.47","\76,034,565,755,875","\1,166,392,253,750,110"
19-Feb-21,"\57,658,438.22","\62,609,850.32","\56,834,213.74","\62,358,225.68","\70,846,282,845,047","\1,161,939,900,731,410"
18-Feb-21,"\58,177,261.07","\58,548,962.13","\56,921,789.11","\57,662,695.34","\58,081,026,987,576","\1,074,390,425,855,620"
17-Feb-21,"\54,903,934.82","\58,615,692.97","\54,753,418.42","\58,186,226.07","\90,177,028,251,523","\1,084,093,761,678,480"
16-Feb-21,"\53,494,921.65","\56,169,023.20","\52,665,733.46","\54,895,672.45","\85,969,506,613,393","\1,022,739,644,608,330"
15-Feb-21,"\54,334,067.41","\54,533,828.99","\51,713,060.46","\53,495,589.80","\85,992,179,345,108","\996,615,776,585,873"
14-Feb-21,"\52,568,891.25","\55,216,756.66","\52,568,891.25","\54,357,223.57","\79,497,035,893,491","\1,012,617,293,406,180"
13-Feb-21,"\52,989,193.44","\53,610,165.58","\51,763,052.74","\52,558,858.13","\78,383,254,377,763","\979,063,413,397,048"
12-Feb-21,"\53,419,692.48","\54,388,960.04","\51,799,533.34","\53,004,422.15","\85,417,712,515,712","\987,314,696,552,373"
11-Feb-21,"\50,096,573.40","\54,074,015.74","\49,303,318.53","\53,455,728.26","\90,811,193,650,337","\995,672,702,279,736"
10-Feb-21,"\51,849,501.24","\52,603,545.47","\48,961,212.99","\50,118,300.63","\97,407,816,423,362","\933,470,890,703,605"
09-Feb-21,"\51,531,764.10","\53,561,048.74","\50,395,876.59","\51,862,157.44","\102,438,545,978,141","\965,901,876,130,047"
08-Feb-21,"\43,388,701.54","\51,552,896.72","\42,484,366.08","\51,544,564.48","\113,213,942,829,076","\959,943,392,366,983"
07-Feb-21,"\43,794,130.83","\44,208,800.63","\41,781,243.37","\43,407,239.14","\73,083,559,846,161","\808,350,746,499,870"
06-Feb-21,"\42,553,616.85","\45,575,295.19","\42,553,616.85","\43,811,782.53","\79,583,349,996,176","\815,841,634,160,502"
05-Feb-21,"\41,207,059.65","\42,651,266.25","\40,902,697.93","\42,560,220.55","\65,381,883,566,910","\792,493,352,883,689"
04-Feb-21,"\41,813,545.03","\43,059,939.30","\40,521,925.45","\41,200,943.92","\76,807,363,129,485","\767,138,626,796,548"
03-Feb-21,"\39,621,859.91","\41,819,217.45","\39,547,283.62","\41,810,182.19","\68,248,016,164,337","\778,441,539,149,457"
02-Feb-21,"\37,415,292.97","\40,052,614.58","\37,366,219.23","\39,621,266.12","\70,392,263,780,083","\737,650,903,120,484"
01-Feb-21,"\36,948,206.09","\38,648,231.59","\36,133,305.44","\37,419,729.43","\68,508,640,189,157","\696,629,070,427,965"
31-Jan-21,"\38,238,369.73","\38,257,844.22","\36,006,049.71","\36,947,961.18","\58,861,863,169,497","\687,818,626,828,222"
30-Jan-21,"\38,266,328.05","\38,867,474.34","\36,753,626.83","\38,236,856.69","\72,683,208,292,016","\711,776,219,519,031"
29-Jan-21,"\38,291,696.89","\42,852,500.72","\35,776,913.41","\38,289,148.42","\131,543,064,239,561","\712,718,037,665,064"
28-Jan-21,"\33,965,159.16","\37,778,040.86","\33,498,951.99","\37,340,420.08","\85,375,443,307,021","\695,023,512,201,981"
27-Jan-21,"\36,333,923.02","\36,333,923.02","\32,766,932.34","\33,955,681.00","\69,821,187,272,709","\631,990,774,730,412"
26-Jan-21,"\36,104,725.10","\36,591,129.27","\34,622,596.97","\36,340,416.03","\67,231,108,340,848","\676,344,637,934,101"
25-Jan-21,"\36,023,481.23","\38,831,808.44","\35,802,546.83","\36,113,405.64","\66,831,254,098,608","\672,083,335,364,081"
24-Jan-21,"\35,776,424.85","\36,757,891.33","\34,707,863.79","\36,027,474.76","\54,275,259,641,918","\670,452,607,098,017"
23-Jan-21,"\36,804,472.40","\37,223,132.53","\35,139,079.24","\35,780,069.58","\53,952,699,164,284","\665,816,108,303,106"
22-Jan-21,"\34,385,339.07","\37,726,202.89","\32,305,264.70","\36,826,795.20","\86,145,451,749,043","\685,261,036,292,802"
21-Jan-21,"\39,664,902.02","\39,668,564.07","\33,752,837.12","\34,394,347.02","\84,400,161,094,990","\639,966,569,303,849"
20-Jan-21,"\40,223,584.42","\40,589,795.31","\37,456,885.62","\39,663,064.88","\74,571,919,330,586","\737,969,477,931,272"
19-Jan-21,"\40,884,253.37","\42,126,839.28","\40,245,558.03","\40,245,558.03","\63,871,276,885,194","\748,771,343,868,506"
18-Jan-21,"\39,935,854.44","\41,617,372.58","\38,922,298.46","\40,870,688.92","\55,243,603,794,268","\760,362,874,217,618"
17-Jan-21,"\40,350,264.93","\40,973,645.57","\38,013,480.53","\39,934,784.70","\58,421,482,311,227","\742,914,028,017,967"
16-Jan-21,"\41,084,440.12","\42,247,874.54","\39,758,801.32","\40,366,432.04","\64,386,753,495,267","\750,912,999,840,126"
15-Jan-21,"\43,689,826.07","\44,159,568.12","\38,672,082.55","\41,088,587.56","\75,605,327,174,989","\764,308,046,720,892"
14-Jan-21,"\41,646,183.76","\44,593,260.74","\41,136,785.86","\43,723,990.94","\70,980,725,281,628","\813,288,618,179,633"
13-Jan-21,"\37,841,426.10","\41,952,856.07","\36,356,949.62","\41,636,422.76","\77,394,526,978,492","\774,421,058,517,920"
12-Jan-21,"\39,628,041.19","\40,802,014.80","\36,483,376.19","\37,850,174.85","\83,429,676,956,123","\703,961,208,152,177"
11-Jan-21,"\42,785,854.23","\42,785,854.23","\34,086,283.60","\39,684,158.55","\137,597,219,056,939","\738,033,321,382,463"
10-Jan-21,"\44,914,392.96","\46,215,349.31","\40,150,517.67","\42,796,911.50","\89,240,008,316,815","\795,882,907,569,845"
09-Jan-21,"\45,510,685.07","\46,233,378.98","\43,493,639.15","\44,914,759.71","\69,159,983,706,409","\835,223,642,957,888"
08-Jan-21,"\43,940,938.45","\46,802,855.39","\41,103,393.97","\45,520,693.73","\98,307,605,244,770","\846,451,018,063,700"
07-Jan-21,"\41,098,081.09","\44,831,993.57","\40,715,724.42","\43,928,973.52","\94,574,936,957,158","\816,812,566,020,504"
06-Jan-21,"\37,951,323.68","\41,149,210.30","\37,393,907.11","\41,087,470.19","\84,005,587,512,602","\763,934,690,292,662"
05-Jan-21,"\35,678,978.99","\38,424,382.86","\33,719,851.76","\37,927,685.91","\75,367,185,221,035","\705,143,457,862,320"
04-Jan-21,"\36,609,425.71","\37,311,546.46","\32,047,948.95","\35,673,257.76","\90,559,658,716,591","\663,195,042,569,709"
03-Jan-21,"\35,848,984.44","\38,615,141.52","\35,762,969.53","\36,577,154.13","\87,772,200,765,551","\679,959,675,547,562"
02-Jan-21,"\32,777,327.53","\36,993,441.10","\32,459,027.03","\35,846,597.35","\75,722,106,737,242","\666,343,651,542,616"
01-Jan-21,"\32,350,605.26","\33,027,450.62","\32,138,136.24","\32,774,756.86","\45,445,592,057,522","\609,211,444,895,881"
31-Dec-20,"\32,180,522.89","\32,630,515.65","\31,466,897.63","\32,359,208.85","\52,167,722,513,148","\601,456,343,396,108"
30-Dec-20,"\30,527,529.48","\32,287,822.17","\30,527,529.48","\32,179,830.74","\57,224,919,066,411","\598,089,700,215,396"
29-Dec-20,"\30,217,033.41","\30,539,390.52","\28,995,811.66","\30,530,148.02","\50,506,322,874,789","\567,394,771,570,492"
28-Dec-20,"\29,323,315.79","\30,559,911.72","\29,241,662.19","\30,220,378.66","\54,735,974,220,709","\561,610,228,525,135"
27-Dec-20,"\29,500,222.99","\31,563,799.94","\28,923,813.00","\29,313,801.80","\74,176,181,243,866","\544,733,043,750,283"
26-Dec-20,"\27,533,840.10","\29,811,185.04","\27,361,647.35","\29,497,616.81","\53,928,051,076,947","\548,122,296,674,387"
25-Dec-20,"\26,481,172.09","\27,570,755.86","\26,180,031.42","\27,520,198.96","\46,938,595,894,020","\511,353,669,952,387"
24-Dec-20,"\25,930,689.88","\26,519,966.25","\25,414,527.71","\26,483,827.82","\45,836,622,490,807","\492,073,149,262,415"
23-Dec-20,"\26,535,180.69","\26,805,771.55","\25,442,476.48","\25,931,963.24","\57,067,282,383,826","\481,798,684,115,418"
22-Dec-20,"\25,432,874.06","\26,544,027.02","\25,027,364.80","\26,536,356.84","\49,285,321,550,699","\493,003,370,434,933"
21-Dec-20,"\26,192,060.67","\26,845,373.21","\24,724,727.48","\25,442,962.63","\51,161,019,309,858","\472,667,579,638,335"
20-Dec-20,"\26,624,209.38","\27,012,378.76","\25,827,489.54","\26,195,229.22","\42,225,402,445,425","\486,619,421,455,810"
19-Dec-20,"\25,810,924.94","\26,874,241.56","\25,469,061.30","\26,633,209.42","\42,943,196,657,165","\494,730,987,670,299"
18-Dec-20,"\25,447,107.67","\25,928,901.30","\24,993,008.17","\25,816,610.28","\45,063,547,210,194","\479,536,255,650,822"
17-Dec-20,"\23,775,189.80","\26,379,738.19","\23,692,985.68","\25,445,283.52","\79,642,008,988,032","\472,613,851,342,793"
16-Dec-20,"\21,666,908.17","\23,943,176.01","\21,532,456.80","\23,777,696.62","\49,550,181,364,773","\441,621,066,975,145"
15-Dec-20,"\21,475,109.31","\21,785,390.74","\21,288,689.36","\21,664,964.09","\29,837,864,902,820","\402,362,644,697,888"
14-Dec-20,"\21,360,823.89","\21,540,025.24","\21,213,784.50","\21,474,801.76","\25,075,781,333,553","\398,812,022,362,825"
13-Dec-20,"\20,983,999.84","\21,625,309.38","\20,903,180.72","\21,358,469.70","\28,396,834,217,960","\396,632,506,483,816"
12-Dec-20,"\20,141,096.36","\21,109,841.53","\20,135,205.92","\20,980,530.24","\24,270,847,019,075","\389,593,613,315,080"
11-Dec-20,"\20,378,319.10","\20,383,366.38","\19,659,321.30","\20,149,557.63","\31,151,859,237,180","\374,146,416,072,369"
10-Dec-20,"\20,701,189.60","\20,701,189.60","\20,035,929.84","\20,379,505.00","\28,504,688,461,625","\378,398,354,393,342"
09-Dec-20,"\20,441,868.30","\20,782,632.81","\20,011,921.40","\20,701,876.52","\38,405,172,092,206","\384,367,207,607,161"
08-Dec-20,"\21,413,306.31","\21,515,899.98","\20,385,031.78","\20,442,158.54","\35,361,261,226,859","\379,527,316,602,453"
07-Dec-20,"\21,582,456.09","\21,659,108.14","\21,122,775.17","\21,413,419.92","\30,010,111,907,209","\397,540,804,596,920"
06-Dec-20,"\21,371,633.61","\21,635,311.27","\21,085,677.15","\21,584,678.88","\28,222,001,171,796","\400,698,777,307,332"
05-Dec-20,"\20,863,071.50","\21,378,628.00","\20,742,354.71","\21,371,690.00","\30,396,276,437,478","\396,727,083,997,762"
04-Dec-20,"\21,698,314.85","\21,770,213.07","\20,861,741.10","\20,864,611.64","\37,793,747,611,409","\387,295,952,548,371"
03-Dec-20,"\21,429,368.85","\21,831,342.88","\21,116,796.34","\21,696,565.39","\35,626,846,123,478","\402,718,758,977,684"
02-Dec-20,"\20,978,395.46","\21,543,629.42","\20,471,807.78","\21,423,974.94","\41,716,019,166,512","\397,638,744,297,700"
01-Dec-20,"\21,906,744.92","\22,143,516.64","\20,443,024.40","\20,979,795.43","\55,379,678,787,350","\389,377,135,702,545"
30-Nov-20,"\20,282,801.35","\22,035,608.66","\20,282,801.35","\21,897,890.83","\53,253,940,614,190","\406,396,101,834,842"
29-Nov-20,"\19,771,012.22","\20,400,298.54","\19,591,912.40","\20,281,865.55","\34,738,292,960,465","\376,389,583,192,894"
28-Nov-20,"\19,094,074.98","\19,920,865.06","\18,868,375.60","\19,768,535.66","\36,375,218,164,633","\366,845,566,317,912"
27-Nov-20,"\19,139,797.94","\19,464,610.64","\18,439,664.74","\19,089,017.75","\43,388,330,388,926","\354,216,882,389,103"
26-Nov-20,"\20,898,168.35","\21,050,410.00","\18,243,971.56","\19,136,127.57","\68,504,662,559,574","\355,073,239,031,039"
25-Nov-20,"\21,316,100.71","\21,635,830.84","\20,732,260.19","\20,900,712.51","\48,770,645,036,497","\387,795,205,862,031"
24-Nov-20,"\20,491,107.05","\21,588,193.55","\20,227,385.65","\21,319,509.20","\57,428,125,418,622","\395,544,840,982,888"
23-Nov-20,"\20,496,688.86","\20,877,622.74","\20,084,723.40","\20,490,110.57","\47,689,191,811,429","\380,140,215,061,872"
22-Nov-20,"\20,800,418.54","\20,852,565.26","\19,717,176.63","\20,496,672.33","\46,059,413,046,573","\380,242,991,866,843"
21-Nov-20,"\20,777,079.88","\21,128,887.09","\20,579,636.87","\20,800,418.29","\44,240,460,804,161","\385,854,249,002,843"
20-Nov-20,"\19,879,742.82","\20,946,578.12","\19,822,517.39","\20,777,078.20","\41,275,487,831,746","\385,399,737,213,686"
19-Nov-20,"\19,864,990.22","\20,217,222.86","\19,394,908.24","\19,879,750.16","\41,266,764,100,416","\368,733,820,515,895"
18-Nov-20,"\19,687,949.79","\20,523,391.22","\19,361,828.63","\19,865,150.76","\54,744,964,398,331","\368,446,897,187,768"
17-Nov-20,"\18,617,370.31","\19,841,624.69","\18,482,199.47","\19,688,190.01","\43,522,618,190,604","\365,143,196,458,718"
16-Nov-20,"\17,802,732.08","\18,762,967.54","\17,719,193.03","\18,651,312.43","\35,176,576,883,079","\345,764,893,510,471"
15-Nov-20,"\17,928,326.36","\17,989,660.67","\17,621,929.51","\17,802,743.75","\26,392,243,143,026","\330,033,814,972,879"
14-Nov-20,"\18,206,898.46","\18,206,898.46","\17,572,455.27","\17,928,324.92","\30,663,229,737,972","\332,361,884,966,850"
13-Nov-20,"\18,160,741.50","\18,369,097.19","\17,843,542.23","\18,206,898.29","\35,257,721,710,355","\337,526,180,694,019"
12-Nov-20,"\17,519,016.76","\18,192,612.03","\17,333,210.87","\18,160,633.79","\38,132,238,656,545","\336,668,512,390,674"
11-Nov-20,"\17,061,116.17","\17,758,864.33","\17,060,109.78","\17,519,062.13","\33,219,081,634,599","\324,774,820,852,777"
10-Nov-20,"\17,107,355.39","\17,238,992.63","\16,875,955.59","\17,061,109.35","\28,535,713,387,337","\316,285,123,671,110"
09-Nov-20,"\17,271,647.13","\17,612,560.35","\16,586,491.06","\17,107,316.58","\38,102,511,480,555","\317,141,730,342,149"
08-Nov-20,"\16,551,037.29","\17,447,631.30","\16,451,015.12","\17,271,615.12","\29,715,233,549,332","\320,175,587,850,243"
07-Nov-20,"\17,367,921.07","\17,558,957.38","\16,092,957.18","\16,551,037.32","\39,079,744,191,519","\306,803,268,597,710"
06-Nov-20,"\17,383,372.96","\17,744,557.01","\16,989,629.55","\17,367,921.06","\44,449,813,880,454","\321,929,283,853,840"
05-Nov-20,"\15,769,976.72","\17,524,713.19","\15,734,668.46","\17,383,505.99","\45,586,201,307,909","\322,202,188,273,550"
04-Nov-20,"\15,565,516.61","\15,864,853.41","\15,152,664.55","\15,769,946.90","\39,181,738,002,449","\292,280,290,413,935"
03-Nov-20,"\15,119,167.85","\15,604,003.96","\14,868,109.32","\15,565,307.90","\33,327,954,635,613","\288,472,427,171,845"
02-Nov-20,"\15,327,349.45","\15,406,893.33","\14,776,302.18","\15,119,210.81","\34,333,824,341,047","\280,191,664,103,716"
01-Nov-20,"\15,376,401.53","\15,466,822.11","\15,206,116.73","\15,327,436.05","\27,284,847,233,870","\284,040,948,253,031"
31-Oct-20,"\15,114,796.01","\15,652,241.27","\15,015,489.46","\15,376,401.41","\33,815,002,255,613","\284,936,142,864,382"
30-Oct-20,"\14,993,557.59","\15,231,933.44","\14,656,958.26","\15,114,784.43","\34,121,861,478,657","\280,078,179,807,172"
29-Oct-20,"\14,807,698.92","\15,187,896.00","\14,482,742.81","\14,993,568.41","\63,040,368,584,286","\277,821,166,835,983"
28-Oct-20,"\15,234,944.00","\15,439,666.33","\14,429,399.36","\14,807,683.73","\40,019,628,834,629","\274,367,307,308,773"
27-Oct-20,"\14,588,945.25","\15,352,606.56","\14,572,873.21","\15,234,948.44","\37,657,054,907,669","\282,273,779,776,080"
26-Oct-20,"\14,539,805.41","\14,756,372.21","\14,306,811.81","\14,588,951.05","\32,872,170,626,239","\270,296,061,175,024"
25-Oct-20,"\14,625,565.50","\14,872,285.25","\14,404,641.02","\14,539,775.35","\27,232,476,039,567","\269,374,681,212,499"
24-Oct-20,"\14,428,644.36","\14,666,852.89","\14,377,511.71","\14,625,564.90","\27,383,548,170,301","\270,953,113,046,793"
23-Oct-20,"\14,473,246.72","\14,522,801.31","\14,229,003.35","\14,428,605.42","\32,329,367,815,489","\267,290,810,048,847"
22-Oct-20,"\14,283,663.00","\14,685,293.67","\14,189,333.79","\14,466,934.61","\38,750,375,870,072","\267,970,118,294,189"
21-Oct-20,"\13,292,238.01","\14,710,925.18","\13,278,682.68","\14,308,269.96","\48,440,773,907,490","\265,031,183,130,636"
20-Oct-20,"\13,105,790.22","\13,389,131.94","\13,033,828.82","\13,295,872.79","\34,494,903,532,054","\246,273,880,744,294"
19-Oct-20,"\12,825,802.59","\13,165,057.67","\12,729,012.10","\13,101,396.56","\26,623,098,286,593","\242,660,045,024,020"
18-Oct-20,"\12,670,648.64","\12,812,772.40","\12,661,272.05","\12,812,772.40","\20,399,948,373,918","\237,304,550,334,962"
17-Oct-20,"\12,632,869.18","\12,704,433.34","\12,591,834.37","\12,673,013.29","\21,345,133,636,747","\234,706,018,350,315"
16-Oct-20,"\12,834,494.64","\12,876,038.95","\12,522,285.46","\12,632,869.18","\28,603,264,952,301","\233,949,999,318,388"
15-Oct-20,"\12,749,444.59","\12,909,347.17","\12,612,206.07","\12,826,150.39","\27,322,086,187,432","\237,517,128,420,544"
14-Oct-20,"\12,752,172.87","\12,875,945.25","\12,616,922.82","\12,752,685.10","\26,893,847,119,540","\236,145,053,564,419"
13-Oct-20,"\12,885,699.09","\12,885,994.85","\12,631,867.03","\12,748,659.98","\27,047,815,971,579","\236,058,242,331,791"
12-Oct-20,"\12,711,545.97","\13,052,783.18","\12,542,005.79","\12,893,111.28","\29,192,939,595,675","\238,718,856,294,947"
11-Oct-20,"\12,603,813.56","\12,751,911.75","\12,595,496.48","\12,702,112.97","\22,280,367,417,989","\235,166,995,651,862"
10-Oct-20,"\12,339,444.36","\12,766,860.08","\12,336,987.26","\12,604,125.58","\25,526,530,551,428","\233,340,958,302,278"
09-Oct-20,"\12,193,022.30","\12,388,012.44","\12,102,575.31","\12,345,374.56","\25,438,539,950,373","\228,540,042,871,086"
08-Oct-20,"\11,904,549.51","\12,212,909.88","\11,785,424.41","\12,179,379.58","\70,644,660,643,215","\225,456,831,311,632"
07-Oct-20,"\11,830,891.27","\11,916,975.87","\11,785,313.98","\11,904,100.75","\42,175,449,499,939","\220,348,476,053,575"
06-Oct-20,"\12,046,180.38","\12,047,598.78","\11,747,805.97","\11,832,063.30","\47,558,181,607,082","\219,005,197,085,428"
05-Oct-20,"\11,912,535.96","\12,043,057.34","\11,865,753.13","\12,042,869.42","\53,040,937,717,851","\222,896,652,884,057"
04-Oct-20,"\11,771,850.61","\11,923,103.56","\11,753,943.82","\11,904,785.37","\79,500,496,747,262","\220,329,600,932,748"
03-Oct-20,"\11,799,365.42","\11,825,965.53","\11,727,988.75","\11,770,610.13","\49,830,529,481,565","\217,835,068,045,301"
02-Oct-20,"\11,849,263.24","\11,891,681.16","\11,622,614.92","\11,800,341.06","\54,294,923,187,761","\218,373,866,497,372"
01-Oct-20,"\12,045,006.46","\12,199,394.89","\11,684,726.76","\11,848,851.18","\44,656,557,022,174","\219,262,019,459,713"
30-Sep-20,"\12,099,250.68","\12,103,028.94","\11,904,493.65","\12,032,997.26","\49,284,697,857,891","\222,659,399,611,772"
29-Sep-20,"\11,949,491.40","\12,117,247.97","\11,882,372.81","\12,100,110.08","\51,975,176,279,675","\223,890,224,431,849"
28-Sep-20,"\12,024,207.31","\12,212,475.71","\11,943,068.18","\11,949,493.81","\53,291,781,160,837","\221,094,087,304,791"
27-Sep-20,"\11,991,045.68","\12,054,737.46","\11,852,722.73","\12,022,707.42","\59,968,069,814,200","\222,437,363,909,230"
26-Sep-20,"\11,933,787.03","\12,020,173.83","\11,902,217.31","\11,995,319.99","\52,276,577,618,569","\221,918,589,802,258"
25-Sep-20,"\12,006,908.60","\12,025,414.82","\11,803,620.53","\11,930,598.31","\43,903,922,952,614","\220,710,174,957,262"
24-Sep-20,"\11,435,274.42","\12,018,006.49","\11,415,975.59","\12,005,744.26","\52,602,220,724,987","\222,088,860,422,843"
23-Sep-20,"\11,755,171.84","\11,757,777.89","\11,378,457.65","\11,432,373.34","\26,542,642,375,321","\211,471,537,740,323"
