"날짜","환율","금_가격","채권_수익률","KOSPI","BTC_가격","BTC_공급량","VIX_value","Nasdaq_종가","VKOSPI_종가","소비자물가지수"
2014-04-10,1040.15,1320.5,2.647,2008.61,493455.38,12629439.8,15.89,4054.110107,12.59,99.317
2014-04-09,1041.5,1305.9,2.693,1998.95,505640.68,12625564.8,13.82,4183.899902,12.68,99.317
2014-04-08,1052.35,1309.1,2.683,1993.03,499432.55,12621539.8,14.89,4112.990234,12.97,99.317
2014-04-07,1055.57,1298.3,2.701,1989.7,514898.21,12618189.8,15.57,4079.75,12.92,99.317
2014-04-04,1054.3,1303.5,2.726,1988.09,497257.91,12606364.8,13.96,4127.72998,12.75,99.317
2014-04-03,1058,1284.6,2.801,1993.7,486970.52,12601489.8,13.37,4237.740234,13.1,99.317
2014-04-02,1057.65,1290.8,2.806,1997.25,534606.02,12596389.8,13.09,4276.459961,13.34,99.317
2014-04-01,1058.5,1280,2.755,1991.98,509906.26,12591464.8,13.1,4268.040039,13.61,99.317
2014-03-31,1064.9,1283.8,2.719,1985.61,515818.73,12587189.8,13.88,4198.990234,13.82,99.253
2014-03-28,1070,1294.3,2.723,1981,532381.19,12574814.8,14.41,4155.759766,13.23,99.253
2014-03-27,1071.9,1294.8,2.683,1977.97,647432.57,12570464.8,14.62,4151.22998,12.97,99.253
2014-03-26,1075.1,1303.4,2.694,1964.31,651030.9,12566139.8,14.93,4173.580078,12.59,99.253
2014-03-25,1079.5,1311.4,2.75,1941.25,652753.65,12562164.8,14.02,4234.27002,12.96,99.253
2014-03-24,1077.8,1311.1,2.73,1945.55,627627.68,12558239.8,15.09,4226.390137,12.84,99.253
2014-03-21,1080,1336,2.746,1934.94,656399.99,12543939.8,15,4276.790039,12.76,99.253
2014-03-20,1077.23,1330.5,2.773,1919.52,680334.33,12539289.8,14.52,4319.290039,13.76,99.253
2014-03-19,1070.68,1341.3,2.773,1937.68,684965.89,12534864.8,15.12,4307.600098,13.45,99.253
2014-03-18,1069.5,1359,2.674,1940.21,693827.34,12530864.8,14.52,4333.310059,13.43,99.253
2014-03-17,1067.75,1372.9,2.694,1927.53,703960.72,12527214.8,15.64,4279.950195,14.34,99.253
2014-03-14,1071.23,1379,2.656,1919.9,712016.6,12514789.8,17.82,4245.399902,14.52,99.253
2014-03-13,1070,1372.4,2.645,1934.38,706973.31,12511464.8,16.22,4260.419922,13.78,99.253
2014-03-12,1070.65,1370.5,2.732,1932.54,705065.32,12507414.8,14.47,4323.330078,14.49,99.253
2014-03-11,1065.58,1346.7,2.77,1963.87,700646.92,12502864.8,14.8,4307.189941,13.4,99.253
2014-03-10,1067.3,1341.5,2.779,1954.42,709997.06,12498664.8,14.2,4334.450195,13.96,99.253
2014-03-07,1065.15,1338.2,2.79,1974.68,741216.25,12486264.8,14.11,4336.220215,13.17,99.253
2014-03-06,1064.55,1351.8,2.739,1975.62,741450.58,12482114.8,14.21,4352.129883,13.57,99.253
2014-03-05,1071.3,1340.3,2.708,1971.24,743369.67,12477789.8,13.89,4357.970215,13.82,99.253
2014-03-04,1071.45,1337.9,2.701,1954.11,745601.21,12473889.8,14.1,4351.970215,14.45,99.253
2014-03-03,1070.18,1350.3,2.603,1964.69,627686.79,12470164.8,16,4277.299805,14.51,99.253
2014-02-28,1066.46,1321.6,2.649,1979.99,646811.08,12459364.8,14,4308.120117,13.49,99.071
2014-02-27,1069.8,1331.8,2.639,1978.43,648986.84,12454839.8,14.04,4318.930176,13.44,99.071
2014-02-26,1065.97,1328,2.666,1970.77,599212.35,12450139.8,14.35,4292.060059,13.6,99.071
2014-02-25,1074,1342.7,2.703,1964.86,602782.83,12445539.8,13.67,4287.589844,13.62,99.071
2014-02-24,1074.5,1338,2.741,1949.05,676200.39,12441514.8,14.23,4292.970215,14.36,99.071
2014-02-21,1073,1323.6,2.732,1957.83,621349.23,12428039.8,14.68,4263.410156,14.14,99.071
2014-02-20,1072.2,1316.9,2.752,1930.57,695224.3,12424239.8,14.79,4267.549805,14.75,99.071
2014-02-19,1065.7,1320.4,2.739,1942.93,698437.65,12419814.8,15.5,4237.950195,14.54,99.071
2014-02-18,1065.5,1324.4,2.709,1946.91,699765.42,12414814.8,13.87,4272.779785,14.29,99.071
2014-02-14,1063.5,1318.6,2.745,1940.28,670766.6,12397314.8,13.57,4244.02002,14.14,99.071
2014-02-13,1066.25,1300.1,2.734,1926.96,726454.65,12392539.8,14.14,4240.669922,14.99,99.071
2014-02-12,1062.59,1295,2.763,1935.84,750220.51,12388089.8,14.3,4201.290039,14.46,99.071
2014-02-11,1070.9,1289.8,2.726,1932.06,762627.85,12383639.8,14.51,4191.049805,14.78,99.071
2014-02-10,1072.8,1274.7,2.669,1923.3,760195.48,12379539.8,15.26,4148.169922,15.29,99.071
2014-02-07,1075,1262.9,2.684,1922.5,873870,12367639.8,15.29,4125.859863,15.39,99.071
2014-02-06,1079.05,1257.2,2.702,1907.89,910009.76,12363764.8,17.23,4057.120117,16.52,99.071
2014-02-05,1078,1256.9,2.669,1891.32,926043.35,12359214.8,19.95,4011.550049,17.11,99.071
2014-02-04,1084,1251.2,2.631,1886.85,919136.74,12355014.8,19.11,4031.52002,17.67,99.071
2014-02-03,1084.75,1259.9,2.577,1919.96,919482.62,12350714.8,21.44,3996.959961,15.88,99.071
2014-01-29,1070.05,1262.2,2.679,1941.15,903727.97,12327814.8,17.35,4051.429932,14.43,98.807
2014-01-28,1079.59,1250.5,2.752,1916.93,863627.25,12324014.8,15.8,4097.959961,14.89,98.807
2014-01-27,1083.8,1263.5,2.75,1910.34,987008.89,12320164.8,17.42,4083.610107,15.07,98.807
2014-01-24,1080.35,1264.5,2.719,1940.56,917641.58,12307889.8,18.14,4128.169922,13.29,98.807
2014-01-23,1073.55,1262.5,2.779,1947.59,943337.76,12303164.8,13.77,4218.879883,13.22,98.807
2014-01-22,1067.55,1238.6,2.867,1970.42,967605.73,12298739.8,12.84,4243,12.9,98.807
2014-01-21,1065.3,1241.8,2.832,1963.89,970328.21,12293939.8,12.87,4225.759766,12.97,98.807
2014-01-17,1061.8,1251.9,2.821,1944.48,931097.74,12276339.8,12.44,4197.580078,13.11,98.807
2014-01-16,1063.5,1240.2,2.841,1957.32,959884.56,12272539.8,12.53,4218.689941,12.82,98.807
2014-01-15,1063.6,1238.3,2.893,1953.28,929569.15,12267914.8,12.28,4214.879883,13.06,98.807
2014-01-14,1059.4,1245.4,2.873,1946.07,940782.61,12263314.8,12.28,4183.02002,13.29,98.807
2014-01-13,1057,1251.1,2.829,1948.92,959773.01,12259264.8,13.28,4113.299805,13.39,98.807
2014-01-10,1061.77,1246.9,2.86,1938.54,944710.13,12244614.8,12.14,4174.669922,13.75,98.807
2014-01-09,1063,1229.4,2.969,1946.11,938885.79,12239939.8,12.89,4156.189941,13.4,98.807
2014-01-08,1065.7,1225.5,2.991,1958.96,888140.65,12234764.8,12.87,4165.609863,13.62,98.807
2014-01-07,1069.5,1229.6,2.941,1959.44,1056063.83,12229939.8,12.92,4153.180176,13.85,98.807
2014-01-06,1065.46,1238,2.958,1953.28,1044415.2,12225514.8,13.55,4113.680176,14.29,98.807
2014-01-03,1055.5,1225.2,2.998,1946.14,895794.81,12212514.8,13.76,4131.910156,14.11,98.807
2014-01-02,1050.55,1225.2,2.991,1967.19,862980.08,12208489.8,14.23,4143.069824,13.99,98.807
2013-12-30,1055.72,1203.8,2.972,2011.34,827175.04,12195414.8,13.56,4154.200195,12.84,98.279
2013-12-27,1054.67,1214,3.002,2002.28,851643.9,12183139.8,12.46,4156.589844,12.6,98.279
2013-12-26,1059.25,1212.3,2.992,1999.3,763118.79,12178539.8,12.33,4167.180176,12.91,98.279
2013-12-24,1060.2,1203.3,2.981,2001.59,750198.17,12169989.8,12.48,4155.419922,12.64,98.279
2013-12-23,1060.5,1197,2.931,1996.89,684033.11,12165764.8,13.04,4148.899902,13.15,98.279
2013-12-20,1061.8,1203.7,2.89,1983.35,774588.86,12153239.8,13.79,4104.740234,13.3,98.279
2013-12-19,1059.73,1193.6,2.929,1975.65,579150.86,12148789.8,14.15,4058.139893,14.08,98.279
2013-12-18,1052.25,1235,2.896,1974.63,756714.29,12143139.8,13.8,4070.060059,15.08,98.279
2013-12-17,1050.9,1230.1,2.837,1965.74,788145.47,12138164.8,16.21,4023.679932,14.88,98.279
2013-12-16,1053,1244.4,2.879,1961.15,982244.61,12133089.8,16.03,4029.52002,15.41,98.279
2013-12-13,1053.35,1234.6,2.866,1962.91,976275.2,12118689.8,15.76,4000.97998,14.92,98.279
2013-12-12,1051.5,1224.9,2.879,1967.93,984978.25,12114339.8,15.54,3998.399902,15.13,98.279
2013-12-11,1052.12,1257.2,2.855,1977.97,1103573.28,12110264.8,15.42,4003.810059,14.31,98.279
2013-12-10,1052,1261.1,2.803,1993.45,995622.66,12106139.8,13.91,4060.48999,14.15,98.279
2013-12-09,1052.95,1234.2,2.841,2000.38,885697.12,12101339.8,13.49,4068.75,14.79,98.279
2013-12-06,1057,1229,2.857,1980.41,1163054.9,12087189.8,13.79,4062.52002,14.93,98.279
2013-12-05,1058.72,1231.9,2.873,1984.77,1286179.94,12081989.8,15.08,4033.169922,14.89,98.279
2013-12-04,1061.75,1247.2,2.837,1986.8,1202329.9,12077739.8,14.7,4038,14.62,98.279
2013-12-03,1061.22,1220.8,2.784,2009.36,1167540.31,12073464.8,14.55,4037.199951,14.62,98.279
2013-12-02,1058.5,1221.9,2.797,2030.78,1061564.56,12068464.8,14.23,4045.26001,14.62,98.279
2013-11-29,1058.21,1250.4,2.746,2044.87,1162642.07,12055214.8,13.7,4059.889893,14.42,98.16
2013-11-27,1061.05,1237.9,2.739,2028.81,1030802.81,12046364.8,12.98,4044.75,14.65,98.16
2013-11-26,1060.52,1241.5,2.71,2022.64,899008.23,12042039.8,12.81,4017.75,14.47,98.16
2013-11-25,1060.12,1241.6,2.73,2015.98,862511.48,12038064.8,12.79,3994.570068,14.48,98.16
2013-11-22,1061.44,1244.1,2.744,2006.23,807894.59,12025289.8,12.26,3991.649902,14.41,98.16
2013-11-21,1062.12,1243.6,2.788,1993.78,663123.61,12020989.8,12.66,3969.159912,15.15,98.16
2013-11-20,1056.83,1258,2.804,2017.24,644891.92,12017239.8,13.4,3921.27002,14.13,98.16
2013-11-19,1055.31,1273.5,2.712,2031.64,795275.25,12013139.8,13.39,3931.550049,13.84,98.16
2013-11-18,1055.29,1272.3,2.666,2010.81,554068.37,12009114.8,13.1,3949.070068,13.99,98.16
2013-11-15,1062.8,1287.4,2.703,2005.64,467964.52,11995714.8,12.19,3985.969971,13.78,98.16
2013-11-14,1068.66,1286.3,2.693,1967.56,453459.53,11991564.8,12.37,3972.73999,14.22,98.16
2013-11-13,1071.01,1268.4,2.716,1963.56,402759,11986989.8,12.52,3965.580078,14.75,98.16
2013-11-12,1073.25,1271.2,2.774,1995.48,382775.58,11982789.8,12.82,3919.919922,13.56,98.16
2013-11-11,1072.5,1281.1,2.768,1977.3,363082.27,11977764.8,12.53,3919.790039,13.92,98.16
2013-11-08,1062.57,1284.6,2.751,1984.87,332331.69,11965114.8,12.9,3919.22998,13.63,98.16
2013-11-07,1063.42,1308.5,2.602,2004.04,291974.32,11961764.8,13.91,3857.330078,13.47,98.16
2013-11-06,1060.22,1317.8,2.644,2013.67,273117.84,11958164.8,12.67,3931.949951,13.61,98.16
2013-11-05,1061.48,1308.1,2.67,2013.93,255745.33,11954089.8,13.27,3939.860107,13.53,98.16
2013-11-04,1062.63,1314.7,2.603,2025.17,239510.9,11949739.8,12.93,3936.590088,14.03,98.16
2013-11-01,1061.36,1313.2,2.62,2039.42,227505.21,11935014.8,13.28,3922.040039,13.76,98.16
2013-10-31,1061.28,1323.7,2.552,2030.09,222964.04,11929814.8,13.75,3919.709961,14.41,98.179
2013-10-30,1059.42,1349.3,2.538,2059.58,228051.95,11924539.8,13.65,3930.620117,13.55,98.179
2013-10-29,1062.63,1345.5,2.503,2051.76,221535.86,11919664.8,13.41,3952.340088,13.48,98.179
2013-10-28,1061.7,1352.2,2.523,2048.14,218924.97,11915664.8,13.31,3940.129883,13.62,98.179
2013-10-25,1062.5,1352.5,2.511,2034.39,220576.3,11902264.8,13.09,3943.360107,13.56,98.179
2013-10-24,1062.83,1350.3,2.52,2046.69,239109.22,11896389.8,13.2,3928.959961,13.54,98.179
2013-10-23,1058.4,1334,2.498,2035.75,215745.02,11891014.8,13.42,3907.070068,14.22,98.179
2013-10-22,1057.9,1342.6,2.511,2056.12,203795.13,11885489.8,13.33,3929.570068,13.81,98.179
2013-10-21,1062.25,1315.8,2.601,2053.01,195036.36,11879364.8,13.16,3920.050049,13.82,98.179
2013-10-18,1060.5,1314.6,2.583,2052.4,163315.05,11863539.8,13.04,3914.280029,13.43,98.179
2013-10-17,1062.83,1323,2.592,2040.61,158896.61,11858739.8,13.48,3863.149902,14.01,98.179
2013-10-16,1067.22,1282.3,2.667,2034.61,162511.69,11854564.8,14.71,3839.429932,14.61,98.179
2013-10-15,1064.78,1273.2,2.728,2040.96,157066.75,11849314.8,18.66,3794.01001,13.52,98.179
2013-10-14,1071.7,1276.6,2.74,2020.27,155393.1,11842814.8,16.07,3815.280029,14.19,98.179
2013-10-11,1071.4,1268.2,2.691,2024.9,145886.75,11825689.8,15.72,3791.870117,13.92,98.179
2013-10-10,1071.64,1296.9,2.683,2001.4,145797.48,11821064.8,16.48,3760.75,15.51,98.179
2013-10-08,1075.1,1324.6,2.638,2002.76,141412.51,11811814.8,20.34,3694.830078,15.39,98.179
2013-10-07,1071.5,1325.1,2.63,1994.42,144413.92,11807764.8,19.41,3770.379883,15.38,98.179
2013-10-04,1071.5,1309.9,2.645,1996.98,137697.01,11793764.8,16.74,3807.75,15.1,98.179
2013-10-02,1074.47,1320.7,2.619,1999.47,147337.25,11784289.8,16.6,3815.02002,14.72,98.179
2013-10-01,1073.5,1286.1,2.65,1998.87,148040.17,11779514.8,15.54,3817.97998,15.53,98.179
2013-09-30,1074.53,1327,2.615,1996.96,153027.66,11774839.8,16.6,3771.47998,15.38,98.479
2013-09-27,1074.83,1339.2,2.628,2011.8,143867.21,11762089.8,15.46,3781.590088,14.45,98.479
2013-09-26,1075.65,1324.1,2.648,2007.32,143052.7,11757639.8,14.06,3787.429932,14.62,98.479
2013-09-25,1076.87,1336.2,2.626,1998.06,142126.6,11753589.8,14.01,3761.100098,15.01,98.479
2013-09-24,1074.8,1316.3,2.655,2007.1,140642.64,11748439.8,14.08,3768.25,15.43,98.479
2013-09-23,1074.35,1327,2.701,2009.41,143911.83,11743139.8,14.31,3765.290039,15.91,98.479
2013-09-17,1082.6,1309.4,2.849,2005.58,146823.99,11714214.8,14.53,3745.699951,16.37,98.479
2013-09-16,1081.79,1317.8,2.862,2013.37,146009.48,11709739.8,14.38,3717.850098,15.93,98.479
2013-09-13,1086.33,1308.6,2.89,1994.32,148207.55,11695914.8,14.16,3722.179932,15.76,98.479
2013-09-12,1083.22,1330.6,2.905,2004.06,151242.44,11690814.8,14.29,3715.969971,15.71,98.479
2013-09-11,1086.21,1363.8,2.912,2003.85,140464.11,11685489.8,13.82,3725.01001,15.65,98.479
2013-09-10,1086.37,1364,2.966,1994.06,142003.87,11680489.8,14.53,3729.02002,15.9,98.479
2013-09-09,1087,1386.7,2.914,1974.67,135967.56,11675714.8,15.63,3706.179932,16.41,98.479
2013-09-06,1092.5,1386.5,2.934,1955.31,141133.57,11663089.8,15.85,3660.01001,15.97,98.479
2013-09-05,1097.69,1373,2.996,1951.65,141434.83,11658464.8,15.77,3658.780029,16.16,98.479
2013-09-04,1094.37,1390,2.897,1933.03,152335.89,11653989.8,15.88,3649.040039,16.26,98.479
2013-09-03,1098.7,1412,2.863,1933.74,151309.38,11649914.8,16.61,3612.610107,16.02,98.479
2013-08-30,1110.02,1396.1,2.789,1926.36,136514.29,11628589.8,17.01,3589.870117,15.73,98.288
2013-08-29,1112.79,1412.9,2.762,1907.54,136815.55,11623464.8,16.81,3620.300049,15.66,98.288
2013-08-28,1114.85,1418.8,2.765,1884.52,141122.42,11618739.8,16.49,3593.350098,15.7,98.288
2013-08-27,1117.53,1420.2,2.709,1885.84,133970.34,11614289.8,16.77,3578.52002,15.3,98.288
2013-08-26,1113,1393.1,2.787,1887.86,136247.62,11610064.8,14.99,3657.570068,14.61,98.288
2013-08-23,1113.93,1395.8,2.818,1870.16,136123.77,11597564.8,13.98,3657.790039,15,98.288
2013-08-22,1121.37,1370.8,2.892,1849.12,137574.27,11592664.8,14.76,3638.709961,16.32,98.288
2013-08-21,1118.91,1370.1,2.892,1867.46,135242.31,11587264.8,15.94,3599.790039,16.11,98.288
2013-08-20,1120.8,1372.6,2.818,1887.85,132776.47,11582364.8,14.91,3613.590088,15.58,98.288
2013-08-19,1118.63,1365.7,2.882,1917.64,126505.84,11577614.8,15.1,3589.090088,14.51,98.288
2013-08-16,1113.49,1371,2.825,1920.11,122728.97,11563589.8,14.37,3602.780029,14.23,98.288
2013-08-14,1118.5,1333.4,2.712,1923.91,122238.03,11555139.8,13.04,3669.27002,13.78,98.288
2013-08-13,1118.82,1320.5,2.721,1913.03,119376.08,11550939.8,12.31,3684.439941,14.26,98.288
2013-08-12,1114.22,1334.2,2.622,1884.83,117155.7,11546364.8,12.81,3669.949951,14.72,98.288
2013-08-09,1111.5,1312.2,2.58,1880.71,115002.27,11530314.8,13.41,3660.110107,14.38,98.288
2013-08-08,1112.7,1309.9,2.587,1883.97,119108.3,11525439.8,12.73,3669.120117,14.96,98.288
2013-08-07,1115.37,1285.3,2.599,1878.33,119108.3,11520314.8,12.98,3654.01001,15.35,98.288
2013-08-06,1114.16,1282.5,2.642,1906.62,119074.83,11515664.8,12.72,3665.77002,14.98,98.288
2013-08-05,1114.12,1302.4,2.64,1916.22,117289.6,11510914.8,11.84,3692.949951,14.92,98.288
2013-08-02,1124.3,1310.5,2.598,1923.38,116995.04,11497464.8,11.98,3689.590088,14.92,98.288
2013-08-01,1123.5,1311.2,2.708,1920.74,118509.13,11492664.8,12.94,3675.73999,15.48,98.288
2013-07-31,1123.7,1313,2.588,1914.03,120447.22,11488239.8,13.45,3626.370117,16.26,97.942
2013-07-30,1116.51,1324.8,2.606,1917.05,113238.24,11483489.8,13.39,3616.469971,15.95,97.942
2013-07-29,1112.66,1329.6,2.599,1899.89,110014.78,11478564.8,13.39,3599.139893,16.32,97.942
2013-07-26,1113.21,1321.9,2.564,1910.81,108173.76,11465389.8,12.72,3613.159912,15.9,97.942
2013-07-25,1116.5,1329.5,2.577,1909.61,105445.71,11461289.8,12.97,3605.189941,16.4,97.942
2013-07-24,1116,1320.1,2.584,1912.08,106621.18,11457639.8,13.18,3579.600098,16.52,97.942
2013-07-23,1117.38,1335.2,2.507,1904.15,102204.4,11453664.8,12.66,3579.27002,17.05,97.942
2013-07-22,1118.91,1337.3,2.484,1880.35,102648.48,11450139.8,12.29,3600.389893,18.21,97.942
2013-07-19,1120.88,1294,2.482,1871.41,100496.05,11436389.8,12.54,3587.610107,18.08,97.942
2013-07-18,1124.85,1285.5,2.534,1875.48,109903.21,11432114.8,13.77,3611.280029,18.17,97.942
2013-07-17,1117.31,1278.8,2.491,1887.49,107905.98,11428089.8,13.78,3610,18.1,97.942
2013-07-16,1114.91,1292,2.532,1866.36,110338.69,11423489.8,14.42,3598.5,18.16,97.942
2013-07-15,1122.07,1283.5,2.543,1875.16,104441.53,11419389.8,13.79,3607.48999,17.39,97.942
2013-07-12,1124.4,1277.6,2.592,1869.98,99279.97,11407064.8,13.84,3600.080078,17.07,97.942
2013-07-11,1124.53,1279.9,2.572,1877.6,98187.64,11403214.8,14.01,3578.300049,17.3,97.942
2013-07-10,1135.38,1247.4,2.674,1824.16,85601.77,11398864.8,14.21,3520.76001,17.81,97.942
2013-07-09,1142.11,1245.9,2.64,1830.35,84798.41,11393989.8,14.35,3504.26001,18.05,97.942
2013-07-08,1148.39,1234.9,2.638,1816.85,85356.3,11389364.8,14.78,3484.830078,18.62,97.942
2013-07-05,1142.35,1212.7,2.736,1833.31,89250.33,11375239.8,14.89,3479.379883,18.15,97.942
2013-07-03,1141.4,1251.9,2.503,1824.66,100871.06,11366464.8,16.2,3443.669922,17.93,97.942
2013-07-02,1135,1243.4,2.471,1855.02,98243.43,11361864.8,16.44,3433.399902,17.06,97.942
2013-07-01,1135.62,1255.7,2.477,1855.73,108798.6,11358039.8,16.37,3434.48999,17.24,97.942
2013-06-28,1142.4,1223.7,2.487,1863.32,113514.95,11346064.8,16.86,3403.25,17.11,97.732
2013-06-27,1148.14,1211.6,2.474,1834.7,116039.94,11341839.8,16.86,3401.860107,18.1,97.732
2013-06-26,1156,1229.8,2.541,1783.45,115291.26,11337664.8,17.21,3376.219971,20.32,97.732
2013-06-25,1153.63,1275.1,2.612,1780.63,113908.81,11333314.8,18.47,3347.889893,20.23,97.732
2013-06-24,1162.01,1277.1,2.544,1799.01,120391.44,11329389.8,20.11,3320.76001,19.95,97.732
2013-06-21,1156.62,1292,2.542,1822.83,124173.89,11317114.8,18.9,3357.25,18.57,97.732
2013-06-20,1146.1,1286.2,2.421,1850.49,120783.07,11312914.8,20.49,3364.639893,17.37,97.732
2013-06-19,1130.95,1374,2.354,1888.31,119443.03,11309064.8,16.64,3443.199951,16.59,97.732
2013-06-18,1134.69,1366.9,2.185,1900.62,113752.61,11305664.8,16.61,3482.179932,15.89,97.732
2013-06-17,1127.97,1383.1,2.178,1883.1,111465.29,11302164.8,16.8,3452.129883,16.03,97.732
2013-06-14,1127.7,1387.6,2.13,1889.24,115983.03,11289589.8,17.15,3423.560059,15.78,97.732
2013-06-13,1130.25,1377.8,2.149,1882.73,121368.85,11285089.8,16.41,3445.360107,16.82,97.732
2013-06-12,1128.26,1392,2.228,1909.91,121618.78,11280439.8,18.59,3400.429932,15.64,97.732
2013-06-11,1133.01,1377,2.19,1920.68,118661.99,11275364.8,17.07,3436.949951,15.37,97.732
2013-06-10,1128.14,1386,2.213,1932.7,112064.45,11270864.8,15.44,3473.77002,15.82,97.732
2013-06-07,1117.62,1383,2.179,1923.85,132742.99,11258014.8,15.14,3469.219971,16.76,97.732
2013-06-05,1119,1398.5,2.091,1959.19,135454.31,11249464.8,17.5,3401.47998,15.05,97.732
2013-06-04,1123.36,1397.2,2.15,1989.51,134714.56,11244864.8,16.27,3445.26001,14.36,97.732
2013-06-03,1120.09,1411.9,2.128,1989.57,136681.66,11239539.8,16.28,3465.370117,14.45,97.732
2013-05-31,1131.26,1393,2.132,2001.05,143709.88,11223914.8,16.3,3455.909912,14.16,97.851
2013-05-30,1129.03,1412,2.119,2000.1,147560.4,11219539.8,14.53,3491.300049,14.36,97.851
2013-05-29,1132.45,1391.8,2.119,2001.2,143934.15,11215064.8,14.83,3467.52002,14.28,97.851
2013-05-28,1128.27,1379.7,2.167,1986.22,144793.3,11210864.8,14.48,3488.889893,14.33,97.851
2013-05-24,1128.22,1386.6,2.011,1973.45,140921.58,11194314.8,13.99,3459.139893,14.45,97.851
2013-05-23,1128.8,1391.8,2.016,1969.19,138132.16,11190089.8,14.07,3459.419922,14.71,97.851
2013-05-22,1114.05,1367.4,2.037,1993.83,137116.8,11185739.8,13.82,3463.300049,14.08,97.851
2013-05-21,1111.5,1377.6,1.93,1981.09,136146.08,11181839.8,13.37,3502.120117,14.31,97.851
2013-05-20,1117.91,1384.1,1.965,1982.43,136681.66,11178064.8,13.02,3496.429932,14.27,97.851
2013-05-16,1117.74,1386.9,1.879,1986.81,127443.09,11163189.8,13.07,3465.23999,13.43,97.851
2013-05-15,1114.82,1396.2,1.94,1971.26,124296.63,11159489.8,12.81,3471.620117,13.8,97.851
2013-05-14,1110.07,1424.5,1.982,1968.83,131638.39,11155964.8,12.77,3462.610107,13.48,97.851
2013-05-13,1113.27,1434.3,1.917,1948.7,128112.55,11152114.8,12.55,3438.790039,14.61,97.851
2013-05-10,1106.15,1436.6,1.9,1944.75,125857.59,11139014.8,12.59,3436.580078,14.74,97.851
2013-05-09,1091.98,1468.6,1.813,1979.45,126305,11134714.8,13.13,3409.169922,14.23,97.851
2013-05-08,1086.5,1473.7,1.767,1956.45,122288.24,11130614.8,12.66,3413.27002,14.18,97.851
2013-05-07,1090.3,1448.8,1.78,1954.35,125245.03,11126489.8,12.83,3396.629883,14.37,97.851
2013-05-06,1094.98,1468,1.764,1961.48,129406.85,11122289.8,12.66,3392.969971,14.73,97.851
2013-05-03,1097.5,1464.2,1.74,1965.71,118550.42,11110039.8,12.85,3378.629883,14.65,97.851
2013-05-02,1102.53,1467.6,1.624,1957.21,129853.15,11106614.8,13.59,3340.620117,15,97.851
2013-04-30,1101.61,1472.1,1.673,1963.95,160670.68,11099489.8,13.52,3328.790039,14.74,97.851
2013-04-29,1104.24,1467.4,1.667,1940.7,150008.4,11095764.8,13.71,3307.02002,15.27,97.851
