"날짜","환율","금_가격","채권_수익률","KOSPI","BTC_가격","BTC_공급량","VIX_value","Nasdaq_종가","VKOSPI_종가","소비자물가지수"
2021-03-31,1127.17,1715.6,1.744,3061.42,65752554.6,18670146.04,19.4,13246.87012,20.44,107.16
2021-03-30,1132.59,1686,1.71,3070,64435785.91,18669164.79,19.61,13045.38965,20.64,107.16
2021-03-29,1131.56,1714.6,1.717,3036.04,62424909.91,18668252.29,20.74,13059.65039,21.01,107.16
2021-03-26,1128.52,1734.7,1.674,3041.01,57666280.74,18665321.04,18.86,13138.73047,20.36,107.16
2021-03-25,1135.12,1727.3,1.633,3008.33,58830848.03,18664471.04,19.81,12977.67969,21.69,107.16
2021-03-24,1134.9,1735.5,1.614,2996.35,61044246.8,18663508.54,21.2,12961.88965,22.71,107.16
2021-03-23,1132.9,1727.5,1.622,3004.74,60822401.81,18662558.54,20.3,13227.7002,23.19,107.16
2021-03-22,1126,1740.4,1.695,3035.46,64176658.3,18661552.29,18.88,13377.54004,23.7,107.16
2021-03-19,1129.12,1743.9,1.73,3039.53,64547706.2,18658671.04,20.95,13215.24023,23.61,107.16
2021-03-18,1127.75,1734.6,1.706,3066.01,65711048.31,18657746.04,21.58,13116.16992,22.69,107.16
2021-03-17,1121.21,1727.1,1.646,3047.5,63404476.58,18656796.04,19.23,13525.2002,24.53,107.16
2021-03-16,1129,1730.9,1.621,3067.17,62305397.2,18655946.04,19.79,13471.57031,24.28,107.16
2021-03-15,1132.35,1729.2,1.607,3045.71,66128737.4,18655014.79,20.03,13459.70996,25.9,107.16
2021-03-12,1136.5,1719.8,1.625,3054.39,64515101.33,18652214.79,20.69,13319.86035,25.64,107.16
2021-03-11,1130.35,1722.6,1.535,3013.7,62441960.11,18651277.29,21.91,13398.66992,26.45,107.16
2021-03-10,1135.91,1721.8,1.521,2958.12,61170911.21,18650452.29,22.56,13068.83008,28.85,107.16
2021-03-09,1134.91,1716.9,1.528,2976.12,58324539.25,18649521.04,24.03,13073.82031,29.78,107.16
2021-03-08,1140.83,1678,1.603,2996.11,57098473.74,18648646.04,25.47,12609.16016,29.48,107.16
2021-03-05,1128,1698.5,1.577,3026.26,54144939.41,18645814.79,24.66,12920.15039,29.09,107.16
2021-03-04,1130.87,1700.7,1.557,3043.49,56371202.46,18644883.54,28.57,12723.46973,29.5,107.16
2021-03-03,1126.05,1715.8,1.484,3082.99,54020846.97,18644083.54,26.67,12997.75,28.31,107.16
2021-03-02,1125.01,1733.6,1.398,3043.87,55355632.11,18643133.54,24.1,13358.79004,30.97,107.16
2021-02-26,1123.89,1728.8,1.407,3012.95,52642481.17,18639627.29,27.95,13192.34961,31.34,107
2021-02-25,1118.77,1775.4,1.53,3099.69,55463834.2,18638758.54,28.89,13119.42969,27.92,107
2021-02-24,1107.27,1797.9,1.372,2994.98,54488658.27,18637783.54,21.34,13597.96973,28.93,107
2021-02-23,1110.13,1805.9,1.343,3070.09,60480159.56,18636789.79,23.11,13465.2002,27.16,107
2021-02-22,1111.59,1808.4,1.369,3079.75,64193224.53,18635996.04,23.45,13533.04981,27.64,107
2021-02-19,1104.27,1777.4,1.34,3107.62,57658438.22,18633371.04,22.05,13874.45996,26.86,107
2021-02-18,1106.96,1775,1.297,3086.66,58177261.07,18632414.79,22.49,13865.36035,26.1,107
2021-02-17,1105.61,1772.8,1.282,3133.73,54903934.82,18631558.54,21.5,13965.49023,25.58,107
2021-02-16,1106.58,1799,1.311,3163.25,53494921.65,18630696.04,21.46,14047.5,25.08,107
2021-02-10,1105.48,1842.7,1.124,3100.58,51849501.24,18625389.79,21.99,13972.53027,26.43,107
2021-02-09,1110.88,1837.5,1.16,3084.67,51531764.1,18624496.04,21.63,14007.7002,25.21,107
2021-02-08,1115.61,1834.2,1.176,3091.24,43388701.54,18623602.29,21.24,13987.63965,27.33,107
2021-02-05,1116.77,1813,1.169,3120.63,41207059.65,18620621.04,20.87,13856.29981,28.65,107
2021-02-04,1120,1791.2,1.136,3087.55,41813545.03,18619564.79,21.77,13777.74023,32.06,107
2021-02-03,1113.46,1835.1,1.139,3129.68,39621859.91,18618564.79,22.91,13610.54004,31.29,107
2021-02-02,1115.37,1833.4,1.095,3096.81,37415292.97,18617627.29,25.56,13612.78027,33.4,107
2021-02-01,1116.51,1863.9,1.079,3056.53,36948206.09,18616671.04,30.24,13403.38965,34.16,107
2021-01-29,1117.64,1850.3,1.071,2976.21,38291696.89,18614177.29,33.09,13070.69043,35.73,106.47
2021-01-28,1112.52,1841.2,1.052,3069.05,33965159.16,18613227.29,30.21,13337.16016,33.09,106.47
2021-01-27,1108.38,1848.9,1.013,3122.56,36333923.02,18612321.04,37.21,13270.59961,29.41,106.47
2021-01-26,1101.02,1854.8,1.033,3140.31,36104725.1,18611433.54,23.02,13626.05957,29.99,106.47
2021-01-25,1102.58,1859,1.033,3208.99,36023481.23,18610427.29,23.19,13635.99023,28.97,106.47
2021-01-22,1105.41,1859.9,1.086,3140.63,34385339.07,18607708.54,21.91,13543.05957,29.36,106.47
2021-01-21,1099.88,1869.3,1.109,3160.84,39664902.02,18606827.29,21.32,13530.91016,30.63,106.47
2021-01-20,1096.35,1870.2,1.077,3114.55,40223584.42,18606021.04,21.58,13457.25,33.32,106.47
2021-01-19,1101.44,1840.2,1.092,3092.66,40884253.37,18605139.79,23.24,13197.17969,34.08,106.47
2021-01-15,1103.27,1829.9,1.087,3085.9,43689826.07,18601552.29,24.34,12998.5,31.56,106.47
2021-01-14,1095.88,1851.4,1.129,3149.93,41646183.76,18600583.54,23.25,13112.63965,29.68,106.47
2021-01-13,1097.12,1854.9,1.092,3148.29,37841426.1,18599664.79,22.21,13128.9502,32,106.47
2021-01-12,1094.48,1844.2,1.129,3125.95,39628041.19,18598714.79,23.33,13072.42969,34.95,106.47
2021-01-11,1097.23,1850.8,1.144,3148.45,42785854.23,18597789.79,24.08,13036.42969,35.65,106.47
2021-01-08,1092.93,1835.4,1.119,3152.18,43940938.45,18594964.79,21.56,13201.98047,29.18,106.47
2021-01-07,1094.28,1913.6,1.081,3031.68,41098081.09,18594039.79,22.37,13067.48047,26.75,106.47
2021-01-06,1087.93,1908.6,1.039,2968.21,37951323.68,18592989.79,25.07,12740.79004,27.6,106.47
2021-01-05,1086.42,1954.4,0.955,2990.57,35678978.99,18591883.54,25.34,12818.95996,26.22,106.47
2021-01-04,1086.48,1946.6,0.918,2944.45,36609425.71,18590902.29,26.97,12698.4502,24.81,106.47
2020-12-30,1087.62,1893.4,0.926,2873.47,30527529.48,18585921.04,22.77,12870,22.09,105.67
2020-12-29,1090.97,1882.9,0.94,2820.51,30217033.41,18584846.04,23.08,12850.21973,21.63,105.67
2020-12-28,1095.6,1880.4,0.923,2808.6,29323315.79,18583896.04,21.7,12899.41992,23.14,105.67
2020-12-24,1101.59,1883.2,0.926,2806.86,25930689.88,18580214.79,21.53,12804.73047,21.53,105.67
2020-12-23,1106.65,1878.1,0.945,2759.82,26535180.69,18579427.29,23.31,12771.11035,21.52,105.67
2020-12-22,1109.72,1870.3,0.921,2733.68,25432874.06,18578464.79,24.23,12807.91992,22.85,105.67
2020-12-21,1102.55,1882.8,0.938,2778.65,26192060.67,18577571.04,25.16,12742.51953,20.54,105.67
2020-12-18,1099.39,1888.9,0.945,2772.18,25447107.67,18574789.79,21.57,12755.63965,19.57,105.67
2020-12-17,1093.01,1890.4,0.935,2770.43,23775189.8,18573808.54,21.93,12764.75,19.85,105.67
2020-12-16,1092.36,1859.1,0.92,2771.79,21666908.17,18573002.29,22.5,12658.19043,20.4,105.67
2020-12-15,1089.43,1855.3,0.911,2756.82,21475109.31,18572108.54,22.89,12595.05957,21.27,105.67
2020-12-14,1093.07,1832.1,0.898,2762.2,21360823.89,18571233.54,24.72,12440.04004,21.25,105.67
2020-12-11,1091.67,1843.6,0.896,2770.06,20378319.1,18568527.29,23.31,12377.87012,19.85,105.67
2020-12-10,1085.55,1837.4,0.906,2746.46,20701189.6,18567664.79,22.52,12405.80957,20.03,105.67
2020-12-09,1086.48,1838.5,0.938,2755.47,20441868.3,18566852.29,22.27,12338.9502,20.15,105.67
2020-12-08,1084.86,1874.9,0.921,2700.93,21413306.31,18565983.54,20.68,12582.76953,20.7,105.67
2020-12-07,1083.53,1866,0.928,2745.44,21582456.09,18565083.54,21.3,12519.9502,21.3,105.67
2020-12-04,1083.77,1840,0.973,2731.45,21698314.85,18562396.04,20.79,12464.23047,21.01,105.67
2020-12-03,1092.08,1841.1,0.911,2696.22,21429368.85,18561496.04,21.28,12377.17969,20.02,105.67
2020-12-02,1100.02,1830.2,0.938,2675.9,20978395.46,18560514.79,21.17,12349.37012,20.18,105.67
2020-12-01,1105.73,1818.9,0.929,2634.25,21906744.92,18559696.04,20.77,12355.11035,20.21,105.67
2020-11-30,1109.32,1780.9,0.842,2591.34,20282801.35,18558746.04,20.57,12198.74023,20.77,105.5
2020-11-27,1104.43,1788.1,0.842,2633.45,19139797.94,18556139.79,20.84,12205.84961,19.66,105.5
2020-11-25,1106.21,1811.2,0.882,2601.54,21316100.71,18554239.79,21.25,12094.40039,20.82,105.5
2020-11-24,1110.24,1810.9,0.885,2617.76,20491107.05,18553271.04,21.64,12036.79004,19.81,105.5
2020-11-23,1113.51,1844.1,0.859,2602.59,20496688.86,18552421.04,22.66,11880.62988,19.79,105.5
2020-11-20,1114.95,1872.4,0.824,2553.5,19879742.82,18549358.54,23.7,11854.96973,19.21,105.5
2020-11-19,1113.59,1861.5,0.842,2547.42,19864990.22,18548308.54,23.11,11904.70996,19.41,105.5
2020-11-18,1106.17,1873.9,0.87,2545.64,19687949.79,18547452.29,23.84,11801.59961,19.63,105.5
2020-11-17,1105.38,1885.1,0.862,2539.15,18617370.31,18546396.04,22.71,11899.33984,19.72,105.5
2020-11-16,1107.04,1887.8,0.911,2543.03,17802732.08,18545414.79,22.45,11924.12988,20.5,105.5
2020-11-13,1107.62,1886.2,0.898,2493.87,18160741.5,18542589.79,23.1,11829.29004,19.77,105.5
2020-11-12,1114.86,1873.3,0.883,2475.62,17519016.76,18541721.04,25.35,11709.58984,19.85,105.5
2020-11-11,1112.39,1861.6,0.977,2485.87,17061116.17,18540721.04,23.45,11786.42969,20.68,105.5
2020-11-10,1117.07,1876.4,0.96,2452.83,17107355.39,18539802.29,24.8,11553.86035,21.02,105.5
2020-11-09,1119.06,1854.4,0.924,2447.2,17271647.13,18538883.54,25.75,11713.78027,21.58,105.5
2020-11-06,1121.4,1951.7,0.82,2416.5,17383372.96,18535952.29,24.86,11895.23047,21.74,105.5
2020-11-05,1122.88,1946.8,0.766,2413.79,15769976.72,18534996.04,27.58,11890.92969,22.16,105.5
2020-11-04,1127.65,1896.2,0.771,2357.32,15565516.61,18534077.29,29.57,11590.78027,24.75,105.5
2020-11-03,1131.32,1910.4,0.896,2343.31,15119167.85,18533083.54,35.55,11160.57031,26.54,105.5
2020-11-02,1132.95,1892.5,0.852,2300.16,15327349.45,18532208.54,37.13,10957.61035,28.65,105.5
2020-10-30,1136.49,1879.9,0.874,2267.15,14993557.59,18530127.29,38.02,10911.58984,31.97,105.61
2020-10-29,1130.06,1868,0.831,2326.67,14807698.92,18529433.54,37.59,11185.58984,25.9,105.61
2020-10-28,1134.93,1879.2,0.774,2345.26,15234944,18528758.54,40.28,11004.87012,23.29,105.61
2020-10-27,1129.21,1911.9,0.771,2330.84,14588945.25,18528133.54,33.35,11431.34961,23.58,105.61
2020-10-26,1132.44,1905.7,0.803,2343.91,14539805.41,18527514.79,32.46,11358.94043,22.94,105.61
2020-10-23,1127.95,1905.2,0.841,2360.81,14473246.72,18525146.04,27.55,11548.28027,21.9,105.61
2020-10-22,1134.74,1904.6,0.861,2355.05,14283663,18524327.29,28.11,11506.00977,22.54,105.61
2020-10-21,1132.54,1929.5,0.821,2370.86,13292238.01,18523471.04,28.65,11484.69043,21.88,105.61
2020-10-20,1138.39,1915.4,0.786,2358.41,13105790.22,18522658.54,29.35,11516.49023,22.18,105.61
2020-10-19,1140.06,1911.7,0.772,2346.74,12825802.59,18521758.54,29.18,11478.87988,22.51,105.61
2020-10-16,1142.13,1906.4,0.749,2341.53,12834494.64,18519246.04,27.41,11671.55957,22.03,105.61
2020-10-15,1145.14,1908.9,0.739,2361.21,12749444.59,18518277.29,26.97,11713.87012,21.47,105.61
2020-10-14,1147.14,1907.3,0.727,2380.48,12752172.87,18517333.54,26.4,11768.73047,20.97,105.61
2020-10-13,1148.3,1894.6,0.729,2403.15,12885699.09,18516402.29,26.07,11863.90039,20.34,105.61
2020-10-12,1147.79,1928.9,0.764,2403.73,12711545.97,18515364.79,25.07,11876.25977,20.36,105.61
2020-10-08,1151.11,1895.1,0.779,2391.96,11904549.51,18511777.29,26.36,11420.98047,21,105.61
2020-10-07,1157.26,1890.8,0.784,2386.94,11830891.27,18510764.79,28.06,11364.59961,21.55,105.61
2020-10-06,1164.37,1908.8,0.734,2365.9,12046180.38,18509821.04,29.48,11154.59961,22.29,105.61
2020-10-05,1157.12,1920.1,0.778,2358,11912535.96,18509008.54,27.96,11332.49023,23.87,105.61
2020-09-29,1168.73,1903.2,0.651,2327.89,11949491.4,18503602.29,26.27,11085.25,24.15,106.2
2020-09-28,1166.85,1882.3,0.658,2308.08,12024207.31,18502721.04,26.19,11117.53027,25.01,106.2
2020-09-25,1174.32,1866.3,0.656,2278.79,12006908.6,18500027.29,26.38,10913.55957,26.13,106.2
2020-09-24,1169.1,1876.9,0.668,2272.7,11435274.42,18498971.04,28.51,10672.26953,27.21,106.2
2020-09-23,1170.65,1868.4,0.677,2333.24,11755171.84,18498114.79,28.58,10632.99023,24.64,106.2
2020-09-22,1163.61,1907.6,0.671,2332.59,11670520.78,18497227.29,26.86,10963.63965,25.2,106.2
2020-09-21,1163.61,1910.6,0.669,2389.39,12200846.75,18496421.04,27.78,10778.79981,23.31,106.2
2020-09-18,1164.81,1962.1,0.697,2412.4,12219697.09,18493696.04,25.83,10793.28027,21.59,106.2
2020-09-17,1169.2,1949.9,0.689,2406.17,12243610.48,18492664.79,26.46,10910.28027,22.31,106.2
2020-09-16,1172.88,1970.5,0.698,2435.92,12047804.01,18491552.29,26.04,11050.46973,21.05,106.2
2020-09-15,1179.76,1966.2,0.68,2443.58,11913903.77,18490583.54,25.59,11190.32031,20.97,106.2
2020-09-14,1181.51,1963.7,0.676,2427.91,11524477.39,18489608.54,25.85,11056.65039,21.28,106.2
2020-09-11,1187.89,1947.9,0.669,2396.69,11569436.48,18486433.54,26.87,10853.54981,21.68,106.2
2020-09-10,1188.11,1964.3,0.682,2396.48,11428070.54,18485571.04,29.71,10919.58984,22.14,106.2
2020-09-09,1184.79,1954.9,0.698,2375.81,11307368.22,18484583.54,28.81,11141.55957,24.73,106.2
2020-09-08,1190.1,1943.2,0.682,2401.91,11569747.31,18483652.29,31.46,10847.69043,23.87,106.2
2020-09-04,1187.3,1934.3,0.721,2368.25,11414720.4,18479771.04,30.75,11313.12988,27.83,106.2
2020-09-03,1191.48,1937.8,0.636,2395.9,12727785.82,18478927.29,33.6,11458.09961,25.3,106.2
2020-09-02,1189.13,1944.7,0.648,2364.37,13349973.8,18478121.04,26.57,12056.44043,26.26,106.2
2020-09-01,1185.45,1978.9,0.672,2349.55,13031415.01,18477221.04,26.12,11939.66992,27.59,106.2
2020-08-31,1187.94,1978.6,0.706,2326.17,13069339.55,18476258.54,26.41,11775.45996,27.77,105.5
2020-08-28,1180.48,1974.9,0.724,2353.8,12636409.42,18473614.79,22.96,11695.62988,26.4,105.5
2020-08-27,1187.44,1932.6,0.754,2344.45,12815281.41,18472596.04,24.47,11625.33984,27.22,105.5
2020-08-26,1184.39,1952.5,0.688,2369.32,12682824.65,18471789.79,23.27,11665.05957,25.44,105.5
2020-08-25,1187.35,1923.1,0.688,2366.73,13136601.52,18470902.29,22.03,11466.46973,24.63,105.5
2020-08-24,1188.66,1939.2,0.654,2329.83,13013978.77,18470102.29,22.37,11379.71973,26.44,105.5
2020-08-21,1191.72,1947,0.636,2304.59,13253129.14,18467339.79,22.54,11311.79981,26.89,105.5
2020-08-20,1185.24,1946.5,0.652,2274.22,13123112.3,18466371.04,22.72,11264.9502,28.18,105.5
2020-08-19,1181.74,1970.3,0.685,2360.54,13379052.94,18465458.54,22.54,11146.45996,24.38,105.5
2020-08-18,1182.7,2013.1,0.67,2348.24,13670281.03,18464596.04,21.51,11210.83984,25.21,105.5
2020-08-14,1186.94,1949.8,0.709,2407.49,13135563.89,18461014.79,22.05,11019.29981,22.58,105.5
2020-08-13,1184.92,1970.4,0.717,2437.53,12929979.2,18459971.04,22.13,11042.5,22.12,105.5
2020-08-12,1183.23,1949,0.673,2432.35,12724891.3,18459052.29,22.28,11012.24023,22.86,105.5
2020-08-11,1185.62,1946.3,0.643,2418.67,13257169.46,18458071.04,24.03,10782.82031,22.98,105.5
2020-08-10,1185.58,2039.7,0.581,2386.38,13012380.3,18457108.54,22.13,10968.36035,22.94,105.5
2020-08-07,1189.18,2028,0.566,2351.67,13142520.6,18454389.79,22.21,11010.98047,22.07,105.5
2020-08-06,1184,2069.4,0.538,2342.61,13110137.7,18453439.79,22.65,11108.07031,22.06,105.5
2020-08-05,1186.24,2049.3,0.549,2311.86,12500874.22,18452464.79,22.99,10998.40039,21.58,105.5
2020-08-04,1193.32,2021,0.512,2279.97,12548160.65,18451658.54,23.76,10941.16992,22.42,105.5
2020-08-03,1192.7,1986.3,0.554,2251.04,12322290.75,18450752.29,24.28,10902.79981,23.52,105.5
2020-07-31,1194.09,1985.9,0.533,2249.37,12396424.71,18448002.29,24.46,10745.26953,23.57,104.86
2020-07-30,1189.73,1966.8,0.545,2267.01,12384845.21,18447046.04,24.76,10587.80957,22.91,104.86
2020-07-29,1190.04,1976.7,0.577,2263.16,12176330.44,18446202.29,24.1,10542.94043,23.33,104.86
2020-07-28,1199.55,1963.9,0.579,2256.99,12292940.41,18445277.29,25.44,10402.08984,22.92,104.86
2020-07-27,1196.07,1955.4,0.615,2217.86,11051931.3,18444371.04,24.74,10536.26953,22.96,104.86
2020-07-24,1201.59,1897.5,0.587,2200.44,10695216.6,18441564.79,25.84,10363.17969,22.5,104.86
2020-07-23,1201.95,1890,0.577,2216.19,10630086.06,18440558.54,26.08,10461.41992,21,104.86
2020-07-22,1197.38,1865.1,0.6,2228.66,10460420.57,18439708.54,24.32,10706.12988,20.82,104.86
2020-07-21,1194.04,1843.9,0.605,2228.83,10223246.12,18438808.54,24.84,10680.36035,21.09,104.86
2020-07-20,1201.02,1817.4,0.613,2198.2,10250812.18,18438027.29,24.46,10767.08984,22.37,104.86
2020-07-17,1203.94,1810,0.623,2201.19,10188989.41,18435514.79,25.68,10503.19043,22.34,104.86
2020-07-16,1205.23,1800.3,0.618,2183.76,10256123.08,18434777.29,28,10473.83008,23.48,104.86
2020-07-15,1201,1813.8,0.633,2201.88,10311818.64,18433927.29,27.76,10550.49023,23.63,104.86
2020-07-14,1205.01,1813.4,0.625,2183.61,10308255.13,18433064.79,29.52,10488.58008,24.45,104.86
2020-07-13,1203.87,1814.1,0.618,2186.06,10351213.82,18432164.79,32.19,10390.83984,23.63,104.86
2020-07-10,1200.62,1801.9,0.643,2150.25,10346920.72,18429321.04,27.29,10617.44043,24.83,104.86
2020-07-09,1197.08,1803.8,0.613,2167.9,10519459.7,18428314.79,29.26,10547.75,23.38,104.86
2020-07-08,1192.85,1820.6,0.666,2158.88,10324229.51,18427289.79,28.08,10492.5,25.04,104.86
2020-07-07,1196.84,1809.9,0.64,2164.17,10431500.87,18426346.04,29.43,10343.88965,24.85,104.86
2020-07-06,1192.05,1793.5,0.678,2187.93,10123201.39,18425339.79,27.94,10433.65039,24.02,104.86
2020-07-02,1199.25,1790,0.669,2135.37,10299815.93,18421358.54,27.68,10207.62988,27.45,104.86
2020-07-01,1201.67,1779.9,0.676,2106.7,10204803.11,18420333.54,28.62,10154.62988,29.9,104.86
2020-06-30,1199.44,1800.5,0.658,2108.33,10248983.31,18419321.04,30.43,10058.76953,31.07,104.87
2020-06-29,1199.66,1781.2,0.627,2093.48,10198157.6,18418402.29,31.78,9874.150391,33.58,104.87
2020-06-26,1203.92,1780.3,0.64,2134.65,10333127.59,18415696.04,34.73,9757.219727,30.56,104.87
2020-06-25,1202.36,1770.6,0.682,2112.37,10392410.49,18414671.04,32.22,10017,33.12,104.87
2020-06-24,1206.2,1775.1,0.679,2161.51,10747250.22,18413789.79,33.84,9909.169922,30.2,104.87
2020-06-23,1208.46,1782,0.715,2131.24,10760557.29,18412921.04,31.37,10131.37012,31.73,104.87
2020-06-22,1209.53,1766.4,0.71,2126.73,10377669.59,18411933.54,31.77,10056.48047,34.03,104.87
2020-06-19,1211.98,1753,0.694,2141.32,10499711.12,18409271.04,35.12,9946.120117,34.04,104.87
2020-06-18,1212.59,1731.1,0.707,2133.48,10579234.98,18408377.29,32.94,9943.049805,37.3,104.87
2020-06-17,1215.53,1735.6,0.733,2141.05,10637496.72,18407608.54,33.47,9910.530273,37.05,104.87
2020-06-16,1212.29,1736.5,0.741,2138.05,10548773.79,18406746.04,33.67,9895.870117,35.9,104.87
2020-06-15,1208.65,1727.2,0.72,2030.82,10472643.62,18405808.54,34.4,9726.019531,39.69,104.87
2020-06-12,1203.77,1737.3,0.71,2132.3,10399734.35,18402896.04,36.09,9588.80957,32.88,104.87
2020-06-11,1206.2,1739.8,0.666,2176.78,11012723.88,18401877.29,40.79,9492.730469,26.79,104.87
2020-06-10,1190.79,1720.7,0.736,2195.69,10927971.19,18400721.04,27.57,10020.34961,26.06,104.87
2020-06-09,1198.52,1721.9,0.824,2188.92,10905924.08,18399696.04,27.57,9953.75,26.53,104.87
2020-06-08,1195.96,1705.1,0.878,2184.29,10889972.29,18398696.04,25.81,9924.75,27.4,104.87
2020-06-05,1202.1,1683,0.893,2181.87,10934772.88,18395464.79,24.52,9814.080078,25.45,104.87
2020-06-04,1216.54,1727.4,0.825,2151.18,10773699.38,18394346.04,25.81,9615.80957,25.69,104.87
2020-06-03,1215.95,1704.8,0.746,2147,10637470.77,18393402.29,25.66,9682.910156,25.74,104.87
2020-06-02,1220.12,1734,0.687,2087.19,11339526.5,18392533.54,26.84,9608.379883,25,104.87
2020-06-01,1223.05,1750.3,0.667,2065.08,10559194.21,18391727.29,28.23,9552.049805,24.94,104.87
2020-05-29,1231.59,1736.9,0.653,2029.6,10631440.19,18388977.29,27.51,9489.870117,25.64,104.71
2020-05-28,1238.03,1728.3,0.697,2028.54,10248273.39,18388183.54,28.59,9368.990234,25.24,104.71
2020-05-27,1238.26,1726.8,0.695,2031.2,9860472.62,18387364.79,27.62,9412.360352,24.47,104.71
2020-05-26,1230.99,1728.2,0.695,2029.78,9941036.54,18386502.29,28.01,9340.219727,23.8,104.71
2020-05-22,1240.66,1734.6,0.657,1970.13,10131552.54,18383477.29,28.16,9324.589844,27.74,104.71
2020-05-21,1233.27,1721.9,0.68,1998.31,10625174.54,18382783.54,29.53,9284.879883,23.57,104.71
2020-05-20,1227.4,1750.6,0.69,1989.64,10851217.31,18381964.79,27.99,9375.780273,24.85,104.71
2020-05-19,1225.18,1745.6,0.692,1980.61,10853152.31,18381246.04,30.53,9185.099609,25,104.71
2020-05-18,1225.27,1734.4,0.726,1937.11,10795836.82,18380527.29,29.3,9234.830078,27.04,104.71
2020-05-15,1233.19,1753.4,0.644,1927.28,10861216.17,18378302.29,31.89,9014.55957,26.96,104.71
2020-05-14,1227.53,1740.9,0.617,1924.96,10344657.54,18377521.04,32.61,8943.719727,26.79,104.71
2020-05-13,1227.51,1716.4,0.654,1940.42,9824775.39,18376808.54,35.28,8863.169922,25.75,104.71
2020-05-12,1226.84,1706.8,0.667,1922.17,9607198.72,18376064.79,33.04,9002.549805,27.79,104.71
2020-05-11,1223.41,1698,0.707,1935.4,9769151.9,18375152.29,27.57,9192.339844,29.33,104.71
2020-05-08,1219.8,1709.9,0.685,1945.82,11086458.28,18369546.04,27.98,9121.320313,28.77,104.71
2020-05-07,1220.11,1725.8,0.639,1928.61,10334131.85,18367833.54,31.44,8979.660156,31.31,104.71
2020-05-06,1229.55,1688.5,0.709,1928.76,10050220.28,18365996.04,34.12,8854.389648,31.81,104.71
2020-05-04,1224.18,1713.3,0.631,1895.37,9925592.96,18362096.04,35.97,8710.709961,36.36,104.71
2020-04-29,1211.1,1703.4,0.628,1947.56,8710484.89,18352721.04,31.23,8914.709961,30.51,104.95
2020-04-28,1221.81,1722.2,0.616,1934.09,8699614.93,18350908.54,33.57,8607.730469,32.64,104.95
2020-04-27,1222.45,1723.8,0.664,1922.77,8568454.67,18348983.54,33.29,8730.160156,35.15,104.95
2020-04-24,1230.62,1723.5,0.605,1889.01,8294826.48,18343808.54,35.93,8634.519531,37.54,104.95
2020-04-23,1233.54,1745.4,0.603,1914.73,7945729.82,18342008.54,41.38,8494.75,34.46,104.95
2020-04-22,1234.05,1738.3,0.618,1896.15,7675863.6,18340233.54,41.98,8495.379883,36.55,104.95
2020-04-21,1233.56,1687.8,0.566,1879.38,7676247.48,18338596.04,45.41,8263.230469,36.53,104.95
2020-04-20,1220.62,1711.2,0.616,1898.36,8018888.18,18336733.54,43.83,8560.730469,33.29,104.95
2020-04-17,1216.24,1689.2,0.642,1914.53,7940426.07,18330846.04,38.15,8650.139648,31.44,104.95
2020-04-16,1228.98,1731.7,0.617,1857.07,7409210.06,18329258.54,40.11,8532.360352,34.82,104.95
2020-04-14,1212.5,1768.9,0.75,1857.08,7635519.05,18325221.04,37.76,8515.740234,36.04,104.95
2020-04-13,1215.96,1744.8,0.77,1825.76,7772016.45,18323121.04,41.17,8192.419922,39.69,104.95
2020-04-09,1211.08,1736.2,0.729,1836.21,8187472.39,18315046.04,41.67,8153.580078,35.55,104.95
2020-04-08,1216.26,1684.3,0.771,1807.14,8010419.14,18313121.04,43.35,8090.899902,40.05,104.95
2020-04-07,1215.43,1683.7,0.726,1823.6,8115703.95,18311321.04,46.7,7887.259766,36.14,104.95
2020-04-06,1224.64,1677,0.678,1791.88,7573892.95,18309221.04,45.24,7913.240234,38.26,104.95
2020-04-03,1236.61,1633.7,0.599,1725.44,7584321.8,18303471.04,46.8,7373.080078,45.34,104.95
2020-04-02,1227.85,1637.7,0.611,1724.86,7371633.63,18301821.04,50.91,7487.310059,47.24,104.95
2020-04-01,1236.7,1591.4,0.602,1685.46,7182558.76,18299908.54,57.06,7360.580078,50,104.95
2020-03-31,1218.8,1583.4,0.668,1754.64,7175068.96,18297996.04,53.54,7700.100098,48.55,105.54
2020-03-30,1224.71,1643.2,0.726,1717.12,6611529.89,18296008.54,57.08,7774.149902,54.83,105.54
2020-03-27,1212.73,1623.9,0.676,1717.73,7497283.35,18290596.04,65.54,7502.379883,54.62,105.54
2020-03-26,1213.4,1660.3,0.848,1686.24,7447945.94,18288658.54,61,7797.540039,52.76,105.54
2020-03-25,1233,1634.3,0.869,1704.76,7518848.55,18286658.54,63.95,7384.299805,49.32,105.54
2020-03-24,1234.21,1660.2,0.858,1609.97,7181803.65,18285508.54,61.67,7417.859863,53.78,105.54
2020-03-23,1273,1572.7,0.763,1482.46,6506464.93,18283858.54,61.59,6860.669922,62.5,105.54
2020-03-20,1254.95,1484,0.885,1566.15,6908452.92,18279321.04,66.04,6879.52002,60.73,105.54
2020-03-19,1258.36,1479.3,1.158,1457.64,5852671.23,18277958.54,72,7150.580078,69.24,105.54
2020-03-18,1256.5,1477.9,1.183,1591.2,5832249.42,18276621.04,76.45,6989.839844,62.8,105.54
2020-03-17,1239.76,1524.9,1.069,1672.44,5581719.7,18275371.04,75.91,7334.779785,64.49,105.54
2020-03-16,1232.87,1486.5,0.74,1714.86,6008670.1,18273833.54,82.69,6904.589844,64.56,105.54
