날짜,종가,오픈,고가,저가,거래량,변동 %
2016년 08월 28일,"7,360","7,360","7,360","7,360",-,0.00%
2016년 08월 26일,"7,360","7,120","7,370","7,120",228.44K,1.80%
2016년 08월 25일,"7,230","7,180","7,300","7,050",195.09K,1.69%
2016년 08월 24일,"7,110","7,070","7,240","7,050",176.98K,0.85%
2016년 08월 23일,"7,050","6,900","7,350","6,900",321.12K,2.03%
2016년 08월 22일,"6,910","6,860","7,100","6,720",163.56K,1.62%
2016년 08월 19일,"6,800","6,600","7,060","6,570",314.99K,3.34%
2016년 08월 18일,"6,580","6,630","6,670","6,420",170.21K,-0.75%
2016년 08월 17일,"6,630","6,800","6,900","6,490",209.24K,-3.21%
2016년 08월 16일,"6,850","7,240","7,240","6,780",191.47K,-2.84%
2016년 08월 12일,"7,050","7,450","7,480","6,990",223.25K,-3.42%
2016년 08월 11일,"7,300","7,110","7,480","6,960",269.04K,3.25%
2016년 08월 10일,"7,070","7,000","7,170","6,850",125.55K,0.71%
2016년 08월 09일,"7,020","7,340","7,340","6,980",207.53K,-3.57%
2016년 08월 08일,"7,280","7,290","7,400","7,110",162.51K,1.11%
2016년 08월 05일,"7,200","7,690","7,830","7,180",368.07K,-7.34%
2016년 08월 04일,"7,770","7,770","7,960","7,750",109.00K,0.00%
2016년 08월 03일,"7,770","8,120","8,120","7,720",131.56K,-2.75%
2016년 08월 02일,"7,990","8,130","8,170","7,980",123.16K,-1.11%
2016년 08월 01일,"8,080","8,030","8,400","7,850",162.84K,0.62%
2016년 07월 31일,"8,030","8,030","8,030","8,030",0.33K,0.00%
2016년 07월 29일,"8,030","8,400","8,400","8,020",334.74K,-4.52%
2016년 07월 28일,"8,410","8,600","8,670","8,340",218.31K,-2.55%
2016년 07월 27일,"8,630","8,700","8,840","8,550",181.13K,0.35%
2016년 07월 26일,"8,600","8,680","8,880","8,500",165.79K,-0.92%
2016년 07월 25일,"8,680","8,470","9,000","8,400",229.41K,2.72%
2016년 07월 22일,"8,450","8,600","8,820","8,430",192.16K,-1.74%
2016년 07월 21일,"8,600","8,430","8,850","8,190",366.84K,-1.15%
2016년 07월 20일,"8,700","9,130","9,150","8,580",362.30K,-4.40%
2016년 07월 19일,"9,100","9,250","9,310","8,920",277.87K,-2.26%
2016년 07월 18일,"9,310","9,130","9,770","9,110",715.11K,4.14%
2016년 07월 15일,"8,940","8,590","8,940","8,400",391.39K,4.93%
2016년 07월 14일,"8,520","8,800","8,860","8,340",244.86K,-1.05%
2016년 07월 13일,"8,610","8,300","8,960","8,170",876.80K,4.62%
2016년 07월 12일,"8,230","8,320","8,340","8,140",138.87K,0.98%
2016년 07월 11일,"8,150","8,370","8,370","8,100",187.41K,-2.40%
2016년 07월 08일,"8,350","8,480","8,550","8,100",232.19K,-1.53%
2016년 07월 07일,"8,480","8,400","8,650","8,240",156.29K,2.17%
2016년 07월 06일,"8,300","8,400","8,460","8,180",203.62K,-2.47%
2016년 07월 05일,"8,510","8,770","8,800","8,340",269.30K,-2.96%
2016년 07월 04일,"8,770","9,300","9,330","8,690",254.04K,-4.78%
2016년 07월 03일,"9,210","9,210","9,210","9,210",1.91K,0.00%
2016년 07월 01일,"9,210","9,380","9,380","8,940",217.33K,-0.54%
2016년 06월 30일,"9,260","9,100","9,730","9,030",493.11K,2.89%
2016년 06월 29일,"9,000","8,940","9,170","8,820",187.43K,0.67%
2016년 06월 28일,"8,940","8,360","9,180","8,250",191.38K,6.05%
2016년 06월 27일,"8,430","7,990","8,640","7,980",190.34K,0.36%
2016년 06월 24일,"8,400","9,140","9,150","7,340",391.85K,-6.15%
2016년 06월 23일,"8,950","9,520","9,520","8,870",224.92K,-6.96%
2016년 06월 22일,"9,620","9,230","9,720","9,140",306.84K,4.23%
2016년 06월 21일,"9,230","9,190","9,470","8,850",392.04K,0.44%
2016년 06월 20일,"9,190","9,850","9,920","9,150",511.25K,-6.70%
2016년 06월 19일,"9,850","9,850","9,850","9,850",5.14K,0.00%
2016년 06월 17일,"9,850","10,000","10,250","9,730",623.65K,-4.83%
2016년 06월 16일,"10,350","13,500","14,800","9,650",4.79M,-16.53%
2016년 06월 15일,"12,400","12,050","12,800","12,050",172.31K,3.77%
2016년 06월 14일,"11,950","12,350","12,350","11,550",113.10K,-2.05%
2016년 06월 13일,"12,200","12,450","12,600","11,900",157.26K,-3.94%
2016년 06월 10일,"12,700","13,100","13,100","12,550",157.02K,-0.78%
2016년 06월 09일,"12,800","11,800","12,800","11,800",252.12K,8.47%
2016년 06월 08일,"11,800","11,900","12,000","11,250",103.18K,-1.67%
2016년 06월 07일,"12,000","12,150","12,250","11,750",81.00K,0.00%
2016년 06월 03일,"12,000","11,850","12,400","11,650",162.99K,2.13%
2016년 06월 02일,"11,750","11,500","12,000","11,100",220.34K,3.52%
2016년 06월 01일,"11,350","9,870","11,650","9,700",426.55K,14.88%
2016년 05월 31일,"9,880","9,900","10,150","9,680",76.91K,-0.20%
2016년 05월 30일,"9,900","9,900","10,350","9,610",185.16K,1.64%
2016년 05월 29일,"9,740","9,740","9,740","9,740",2.08K,0.00%
2016년 05월 27일,"9,740","8,880","10,250","8,650",516.84K,11.57%
2016년 05월 26일,"8,730","8,540","8,730","8,080",153.36K,3.19%
2016년 05월 25일,"8,460","8,900","8,900","8,310",187.34K,-4.84%
2016년 05월 24일,"8,890","9,490","9,490","8,750",213.90K,-4.92%
2016년 05월 23일,"9,350","9,480","9,820","9,210",136.63K,0.65%
2016년 05월 20일,"9,290","9,620","9,900","9,230",201.88K,-2.72%
2016년 05월 19일,"9,550","10,250","10,450","9,310",411.48K,-8.61%
2016년 05월 18일,"10,450","10,150","11,000","9,960",207.97K,3.47%
2016년 05월 17일,"10,100","11,800","11,800","10,000",260.80K,-14.04%
2016년 05월 16일,"11,750","12,000","12,100","11,600",78.02K,-1.26%
2016년 05월 13일,"11,900","12,050","12,050","11,750",89.34K,-1.65%
2016년 05월 12일,"12,100","12,000","12,200","11,750",98.60K,1.68%
2016년 05월 11일,"11,900","12,400","12,550","11,900",152.62K,-0.83%
2016년 05월 10일,"12,000","11,600","12,150","11,600",86.88K,0.84%
2016년 05월 09일,"11,900","12,200","12,200","11,750",111.85K,-4.03%
2016년 05월 04일,"12,400","11,950","13,200","11,700",235.90K,3.77%
2016년 05월 03일,"11,950","12,200","12,200","11,650",112.00K,-0.83%
2016년 05월 02일,"12,050","11,900","12,350","11,800",75.71K,-1.23%
2016년 04월 29일,"12,200","12,550","12,550","11,650",255.83K,-2.01%
2016년 04월 28일,"12,450","13,050","13,300","12,450",130.28K,-4.60%
2016년 04월 27일,"13,050","13,650","13,950","12,950",173.53K,-4.40%
2016년 04월 26일,"13,650","14,200","14,450","13,650",139.33K,-2.85%
2016년 04월 25일,"14,050","13,750","14,150","13,450",227.38K,2.18%
2016년 04월 22일,"13,750","12,150","14,350","12,000",306.55K,14.11%
2016년 04월 21일,"12,050","12,500","12,550","11,800",114.95K,-3.21%
2016년 04월 20일,"12,450","12,250","13,000","12,200",172.56K,2.89%
2016년 04월 19일,"12,100","12,050","12,200","11,650",114.24K,2.11%
2016년 04월 18일,"11,850","11,600","12,050","11,500",147.78K,0.42%
2016년 04월 15일,"11,800","12,050","12,200","11,700",186.46K,-4.07%
2016년 04월 14일,"12,300","12,900","12,900","12,200",136.24K,-3.15%
2016년 04월 12일,"12,700","13,150","13,750","12,500",230.54K,-3.42%
2016년 04월 11일,"13,150","14,100","14,100","12,950",164.71K,-4.71%
2016년 04월 08일,"13,800","14,100","14,200","13,450",139.74K,0.00%
2016년 04월 07일,"13,800","14,600","14,750","13,700",184.12K,-5.15%
2016년 04월 06일,"14,550","14,300","14,800","13,950",125.25K,3.93%
2016년 04월 05일,"14,000","14,700","14,750","13,950",98.71K,-4.44%
2016년 04월 04일,"14,650","14,650","14,850","14,300",111.51K,0.69%
2016년 04월 01일,"14,550","14,600","15,350","14,400",195.84K,-0.68%
2016년 03월 31일,"14,650","14,600","15,050","14,150",146.32K,0.34%
2016년 03월 30일,"14,600","15,250","15,450","14,500",190.61K,-2.67%
2016년 03월 29일,"15,000","14,200","15,100","14,200",320.72K,5.63%
2016년 03월 28일,"14,200","14,100","14,650","13,900",147.04K,1.43%
2016년 03월 25일,"14,000","13,450","14,500","12,750",257.54K,4.09%
2016년 03월 24일,"13,450","13,800","13,950","13,400",162.28K,-3.93%
2016년 03월 23일,"14,000","14,000","14,200","13,450",212.62K,0.00%
2016년 03월 22일,"14,000","14,600","14,700","13,950",212.09K,-4.11%
2016년 03월 21일,"14,600","13,700","15,600","13,300",1.29M,8.55%
2016년 03월 18일,"13,450","17,500","17,500","13,050",1.80M,-23.14%
2016년 03월 17일,"17,500","17,550","18,200","16,850",597.08K,2.94%
2016년 03월 16일,"17,000","15,500","17,000","15,500",540.12K,8.97%
2016년 03월 15일,"15,600","16,050","16,100","15,200",274.58K,1.63%
2016년 03월 14일,"15,350","16,500","17,000","14,750",580.51K,-3.76%
2016년 03월 11일,"15,950","13,700","16,250","13,200",582.57K,17.28%
2016년 03월 10일,"13,600","13,400","13,850","12,950",77.08K,1.49%
2016년 03월 09일,"13,400","14,100","14,400","13,250",150.28K,-6.62%
2016년 03월 08일,"14,350","14,000","14,850","13,950",296.83K,2.50%
2016년 03월 07일,"14,000","14,100","14,300","13,850",91.26K,-0.71%
2016년 03월 04일,"14,100","14,050","15,000","13,500",260.81K,1.44%
2016년 03월 03일,"13,900","13,400","14,100","13,350",151.29K,5.30%
2016년 03월 02일,"13,200","12,800","13,300","12,800",72.93K,2.72%
2016년 02월 29일,"12,850","12,800","13,350","12,800",106.06K,0.39%
2016년 02월 26일,"12,800","13,750","13,800","12,750",315.39K,-6.57%
2016년 02월 25일,"13,700","14,650","14,700","13,500",163.81K,-5.52%
2016년 02월 24일,"14,500","14,400","15,100","14,400",163.96K,0.69%
2016년 02월 23일,"14,400","13,800","14,900","13,400",201.59K,4.73%
2016년 02월 22일,"13,750","15,200","15,300","13,550",347.59K,-9.24%
2016년 02월 19일,"15,150","15,100","15,500","14,750",154.90K,1.00%
2016년 02월 18일,"15,000","13,650","15,000","13,600",168.06K,9.09%
2016년 02월 17일,"13,750","13,950","14,100","13,500",63.69K,0.36%
2016년 02월 16일,"13,700","14,050","14,150","13,300",105.05K,-2.49%
2016년 02월 15일,"14,050","14,500","14,650","13,900",89.96K,0.00%
2016년 02월 12일,"14,050","14,300","14,300","12,950",107.69K,-0.35%
2016년 02월 11일,"14,100","13,100","14,700","12,800",177.77K,6.82%
2016년 02월 05일,"13,200","11,850","13,500","11,850",210.05K,11.39%
2016년 02월 04일,"11,850","11,950","12,400","11,650",54.67K,-1.25%
2016년 02월 03일,"12,000","11,950","12,450","11,700",121.40K,-0.41%
2016년 02월 02일,"12,050","12,900","12,900","11,850",120.89K,-6.59%
2016년 02월 01일,"12,900","12,700","13,050","12,450",78.77K,1.98%
2016년 01월 29일,"12,650","13,900","14,150","12,600",151.21K,-8.00%
2016년 01월 28일,"13,750","13,350","13,950","13,150",98.38K,2.23%
2016년 01월 27일,"13,450","14,000","14,500","13,300",97.40K,-3.58%
2016년 01월 26일,"13,950","14,700","15,000","13,700",80.48K,-5.74%
2016년 01월 25일,"14,800","15,200","15,600","14,550",79.77K,-2.63%
2016년 01월 22일,"15,200","15,200","15,850","14,400",182.63K,2.70%
2016년 01월 21일,"14,800","13,400","15,600","13,050",495.69K,15.63%
2016년 01월 20일,"12,800","12,500","13,650","12,350",168.46K,2.40%
2016년 01월 19일,"12,500","13,200","13,200","12,500",89.21K,-3.47%
2016년 01월 18일,"12,950","11,050","14,700","10,850",319.32K,11.64%
2016년 01월 15일,"11,600","12,600","12,800","11,350",123.70K,-6.45%
2016년 01월 14일,"12,400","13,000","13,000","12,000",73.14K,-4.62%
2016년 01월 13일,"13,000","12,900","13,150","12,450",56.51K,0.78%
2016년 01월 12일,"12,900","12,650","13,150","12,650",33.76K,1.57%
2016년 01월 11일,"12,700","12,250","13,150","12,200",108.38K,1.60%
2016년 01월 08일,"12,500","11,700","12,550","11,250",69.84K,2.04%
2016년 01월 07일,"12,250","13,000","13,000","11,600",142.57K,-5.77%
2016년 01월 06일,"13,000","14,000","14,150","12,450",135.06K,-4.41%
2016년 01월 05일,"13,600","13,600","14,000","13,450",81.04K,-3.20%
2016년 01월 04일,"14,050","14,300","14,550","13,850",94.23K,1.44%
2015년 12월 30일,"13,850","13,700","14,550","13,250",110.25K,1.84%
2015년 12월 29일,"13,600","13,200","13,800","12,800",139.37K,3.03%
2015년 12월 28일,"13,200","14,800","14,950","13,200",154.01K,-10.81%
2015년 12월 24일,"14,800","14,150","15,250","13,850",199.53K,2.42%
2015년 12월 23일,"14,450","15,400","15,950","14,350",249.29K,-3.67%
2015년 12월 22일,"15,000","16,250","16,300","14,500",232.87K,-7.98%
2015년 12월 21일,"16,300","16,700","16,700","15,250",168.86K,-2.40%
2015년 12월 18일,"16,700","16,900","16,900","16,000",139.32K,-1.18%
2015년 12월 17일,"16,900","17,200","17,200","16,100",123.32K,3.05%
2015년 12월 16일,"16,400","15,800","17,000","15,150",218.25K,3.80%
2015년 12월 15일,"15,800","17,000","17,200","15,200",170.38K,-4.82%
2015년 12월 14일,"16,600","16,100","17,500","15,750",367.96K,5.40%
2015년 12월 11일,"15,750","17,600","18,100","15,000",715.66K,-10.26%
2015년 12월 10일,"17,550","22,650","23,950","16,350",695.32K,-18.37%
2015년 12월 09일,"21,500","20,700","22,500","20,000",284.64K,7.77%
2015년 12월 08일,"19,950","19,900","20,400","18,500",168.45K,0.76%
2015년 12월 07일,"19,800","19,400","22,000","19,150",167.50K,2.06%
2015년 12월 04일,"19,400","20,400","20,750","19,050",150.80K,-5.13%
2015년 12월 03일,"20,450","20,000","20,800","18,050",339.21K,-3.54%
2015년 12월 02일,"21,200","20,700","21,700","20,150",254.06K,2.66%
2015년 12월 01일,"20,650","18,500","23,200","18,150",604.46K,11.62%
2015년 11월 30일,"18,500","16,550","18,500","16,050",458.41K,7.56%
2015년 11월 27일,"17,200","18,900","19,150","17,150",306.66K,-8.51%
2015년 11월 26일,"18,800","19,150","19,350","17,450",559.75K,0.00%
2015년 11월 25일,"18,800","22,800","23,450","18,050",612.22K,-13.36%
2015년 11월 24일,"21,700","21,700","22,550","19,800",325.36K,-0.46%
2015년 11월 23일,"21,800","21,500","26,000","21,500",382.38K,9.00%
2015년 11월 20일,"20,000","20,000","20,100","19,200",310.03K,-0.74%
2015년 11월 19일,"20,150","16,850","20,150","16,850",345.67K,19.23%
2015년 11월 18일,"16,900","15,600","16,900","15,600",182.62K,4.97%
2015년 11월 17일,"16,100","17,000","17,000","15,350",345.32K,4.89%
2015년 11월 13일,"15,350","15,500","16,950","14,200",898.71K,0.33%
2015년 11월 12일,"15,300","12,000","15,300","11,650",2.05M,29.66%
2015년 11월 11일,"11,800","10,250","12,650","10,000",929.40K,11.85%
2015년 11월 10일,"10,550","9,700","12,450","9,610",1.11M,5.50%
2015년 11월 09일,"10,000","9,500","10,650","9,260",580.99K,6.72%
2015년 11월 06일,"9,370","9,360","10,300","8,950",1.09M,-14.82%
2015년 11월 05일,"11,000","9,380","11,000","9,380",775.86K,22.36%
2015년 11월 04일,"8,990","8,880","9,700","8,880",923.13K,-5.47%
2015년 11월 03일,"9,510","10,400","11,500","9,510",1.32M,-3.94%
2015년 10월 30일,"9,900","9,730","10,100","7,850",7.98M,17.58%
2015년 10월 29일,"8,420","8,420","8,420","8,400",1.16M,29.94%
2015년 10월 28일,"6,480","6,480","6,480","6,480",266.91K,29.86%
2015년 10월 27일,"4,990","4,990","4,990","4,990",69.77K,29.95%
2015년 10월 26일,"3,840","3,100","3,840","3,080",3.33M,29.95%
2015년 10월 23일,"2,955","2,850","3,465","2,840",2.53M,6.29%
2015년 10월 22일,"2,780","2,865","2,870","2,760",100.82K,-2.11%
2015년 10월 21일,"2,840","2,885","2,890","2,755",149.61K,-1.73%
2015년 10월 20일,"2,890","2,820","2,890","2,810",228.70K,3.21%
2015년 10월 19일,"2,800","2,830","2,855","2,735",278.38K,-2.10%
2015년 10월 16일,"2,860","3,150","3,180","2,860",512.88K,-8.19%
2015년 10월 15일,"3,115","3,105","3,225","2,985",824.18K,1.96%
2015년 10월 14일,"3,055","3,080","3,480","2,935",2.60M,0.83%
2015년 10월 13일,"3,030","3,490","3,590","2,890",2.87M,-2.88%
2015년 10월 12일,"3,120","2,450","3,120","2,450",2.41M,30.00%
2015년 10월 08일,"2,400","2,290","2,810","2,290",627.61K,4.80%
2015년 10월 07일,"2,290","2,260","2,330","2,240",29.45K,1.55%
2015년 10월 06일,"2,255","2,200","2,530","2,180",166.97K,2.50%
2015년 10월 05일,"2,200","2,210","2,250","2,165",17.86K,0.00%
2015년 10월 02일,"2,200","2,195","2,270","2,180",21.14K,0.23%
2015년 10월 01일,"2,195","2,225","2,230","2,170",5.47K,-0.68%
2015년 09월 30일,"2,210","2,240","2,280","2,175",19.15K,-1.12%
2015년 09월 25일,"2,235","2,215","2,290","2,140",13.20K,2.05%
2015년 09월 24일,"2,190","2,155","2,235","2,145",10.12K,1.62%
2015년 09월 23일,"2,155","2,175","2,175","2,145",1.50K,-0.92%
2015년 09월 22일,"2,175","2,165","2,180","2,110",27.68K,0.46%
2015년 09월 21일,"2,165","2,190","2,190","2,120",21.00K,0.00%
2015년 09월 18일,"2,165","2,220","2,220","2,145",11.16K,-1.37%
2015년 09월 17일,"2,195","2,225","2,225","2,145",16.00K,-0.23%
2015년 09월 16일,"2,200","2,170","2,215","2,130",15.14K,2.09%
2015년 09월 15일,"2,155","2,110","2,165","2,095",16.90K,2.86%
2015년 09월 14일,"2,095","2,090","2,430","2,090",246.76K,0.72%
2015년 09월 11일,"2,080","2,090","2,115","2,050",32.33K,0.24%
2015년 09월 10일,"2,075","2,110","2,125","2,040",30.88K,-1.66%
2015년 09월 09일,"2,110","2,160","2,180","2,100",25.25K,-2.31%
2015년 09월 08일,"2,160","2,210","2,215","2,120",10.70K,-1.37%
2015년 09월 07일,"2,190","2,190","2,190","2,115",5.90K,0.92%
2015년 09월 04일,"2,170","2,165","2,300","2,150",76.94K,0.23%
2015년 09월 03일,"2,165","2,175","2,250","2,135",77.00K,-0.46%
2015년 09월 02일,"2,175","2,120","2,200","2,110",13.25K,0.93%
2015년 09월 01일,"2,155","2,115","2,165","2,095",22.38K,1.89%
2015년 08월 31일,"2,115","2,230","2,230","2,075",99.53K,-5.16%
2015년 08월 28일,"2,230","2,210","2,285","2,190",16.25K,0.90%
2015년 08월 27일,"2,210","2,215","2,230","2,165",36.20K,-0.23%
2015년 08월 26일,"2,215","2,265","2,285","2,200",24.16K,-2.21%
2015년 08월 25일,"2,265","2,265","2,295","2,155",13.43K,-0.66%
2015년 08월 24일,"2,280","2,290","2,400","2,175",24.90K,-0.44%
2015년 08월 21일,"2,290","2,190","2,300","2,190",8.90K,-0.43%
2015년 08월 20일,"2,300","2,215","2,450","2,180",21.79K,3.84%
2015년 08월 19일,"2,215","2,335","2,355","2,170",64.05K,-5.94%
2015년 08월 18일,"2,355","2,400","2,450","2,330",33.10K,-1.88%
2015년 08월 17일,"2,400","2,570","2,825","2,400",384.66K,-4.00%
2015년 08월 13일,"2,500","2,330","2,530","2,260",57.41K,8.23%
2015년 08월 12일,"2,310","2,330","2,345","2,250",4.15K,0.00%
2015년 08월 11일,"2,310","2,330","2,345","2,290",7.00K,-1.49%
2015년 08월 10일,"2,345","2,310","2,455","2,260",9.91K,2.18%
2015년 08월 07일,"2,295","2,250","2,300","2,245",7.80K,2.00%
2015년 08월 06일,"2,250","2,260","2,365","2,240",22.63K,-1.53%
2015년 08월 05일,"2,285","2,280","2,300","2,250",10.68K,0.22%
2015년 08월 04일,"2,280","2,330","2,340","2,255",5.06K,-1.72%
2015년 08월 03일,"2,320","2,250","2,345","2,250",6.71K,3.57%
2015년 07월 31일,"2,240","2,325","2,345","2,230",14.86K,-3.45%
2015년 07월 30일,"2,320","2,340","2,355","2,260",7.25K,-0.85%
2015년 07월 29일,"2,340","2,350","2,515","2,260",10.60K,0.43%
2015년 07월 28일,"2,330","2,300","2,340","2,250",9.19K,1.30%
2015년 07월 27일,"2,300","2,325","2,325","2,215",11.20K,0.00%
2015년 07월 24일,"2,300","2,270","2,330","2,225",40.54K,-0.22%
2015년 07월 23일,"2,305","2,340","2,360","2,270",16.76K,-1.28%
2015년 07월 22일,"2,335","2,245","2,345","2,225",36.36K,4.01%
2015년 07월 21일,"2,245","2,275","2,305","2,240",4.55K,-0.88%
2015년 07월 20일,"2,265","2,270","2,270","2,225",26.06K,-0.44%
2015년 07월 17일,"2,275","2,285","2,290","2,245",3.51K,0.22%
2015년 07월 16일,"2,270","2,250","2,275","2,220",15.05K,0.89%
2015년 07월 15일,"2,250","2,255","2,255","2,210",12.05K,1.58%
2015년 07월 14일,"2,215","2,230","2,245","2,180",20.62K,0.91%
2015년 07월 13일,"2,195","2,205","2,250","2,195",18.95K,-1.35%
2015년 07월 10일,"2,225","2,175","2,250","2,175",4.01K,2.30%
2015년 07월 09일,"2,175","2,120","2,225","2,120",6.35K,0.46%
2015년 07월 08일,"2,165","2,195","2,195","2,140",18.84K,-0.23%
2015년 07월 07일,"2,170","2,250","2,250","2,120",15.35K,-1.81%
2015년 07월 06일,"2,210","2,325","2,325","2,205",13.55K,-4.95%
2015년 07월 03일,"2,325","2,270","2,340","2,270",13.09K,1.09%
2015년 07월 02일,"2,300","2,355","2,390","2,285",22.32K,-2.34%
2015년 07월 01일,"2,355","2,400","2,445","2,345",20.06K,-1.88%
2015년 06월 30일,"2,400","2,440","2,440","2,380",3.43K,-0.83%
2015년 06월 29일,"2,420","2,580","2,580","2,400",11.97K,-4.72%
2015년 06월 26일,"2,540","2,520","2,600","2,440",20.37K,0.79%
2015년 06월 25일,"2,520","2,385","2,520","2,300",40.78K,7.01%
2015년 06월 24일,"2,355","2,340","2,370","2,310",22.88K,0.64%
2015년 06월 23일,"2,340","2,325","2,360","2,310",13.33K,0.65%
2015년 06월 22일,"2,325","2,375","2,375","2,305",7.50K,-1.27%
2015년 06월 19일,"2,355","2,340","2,355","2,330",8.80K,0.00%
2015년 06월 18일,"2,355","2,350","2,375","2,305",5.85K,0.64%
2015년 06월 17일,"2,340","2,325","2,375","2,305",3.07K,0.65%
2015년 06월 16일,"2,325","2,325","2,375","2,300",13.62K,0.00%
2015년 06월 15일,"2,325","2,380","2,395","2,320",22.68K,-3.13%
2015년 06월 12일,"2,400","2,400","2,450","2,380",14.16K,0.00%
2015년 06월 11일,"2,400","2,335","2,400","2,335",10.25K,2.13%
2015년 06월 10일,"2,350","2,330","2,435","2,330",30.49K,0.86%
2015년 06월 09일,"2,330","2,410","2,410","2,300",31.58K,-2.51%
2015년 06월 08일,"2,390","2,375","2,400","2,365",7.62K,1.06%
2015년 06월 05일,"2,365","2,355","2,400","2,335",7.36K,-1.46%
2015년 06월 04일,"2,400","2,360","2,435","2,320",23.53K,1.69%
2015년 06월 03일,"2,360","2,340","2,375","2,300",3.42K,0.85%
2015년 06월 02일,"2,340","2,325","2,390","2,305",16.20K,1.30%
2015년 06월 01일,"2,310","2,525","2,560","2,275",44.40K,-8.51%
2015년 05월 29일,"2,525","2,545","2,565","2,520",14.25K,-0.79%
2015년 05월 28일,"2,545","2,540","2,580","2,520",15.89K,0.20%
2015년 05월 27일,"2,540","2,650","2,705","2,510",54.35K,-5.93%
2015년 05월 26일,"2,700","2,630","2,710","2,620",8.17K,2.66%
2015년 05월 22일,"2,630","2,550","2,760","2,550",27.44K,1.74%
2015년 05월 21일,"2,585","2,610","2,615","2,525",23.58K,-2.08%
2015년 05월 20일,"2,640","2,660","2,670","2,610",8.88K,-0.75%
2015년 05월 19일,"2,660","2,680","2,710","2,620",5.09K,-0.75%
2015년 05월 18일,"2,680","2,700","2,785","2,655",8.71K,-0.74%
2015년 05월 15일,"2,700","2,795","2,795","2,670",23.72K,-2.53%
2015년 05월 14일,"2,770","2,825","2,860","2,765",6.54K,-0.89%
2015년 05월 13일,"2,795","2,715","2,795","2,690",17.36K,2.57%
2015년 05월 12일,"2,725","2,840","2,840","2,725",12.24K,-0.18%
2015년 05월 11일,"2,730","2,780","2,855","2,705",14.97K,0.37%
2015년 05월 08일,"2,720","2,800","2,800","2,690",14.56K,0.00%
2015년 05월 07일,"2,720","2,795","2,800","2,705",11.91K,-1.81%
2015년 05월 06일,"2,770","2,860","2,890","2,700",35.36K,-5.14%
2015년 05월 04일,"2,920","2,970","3,025","2,920",30.17K,-2.01%
2015년 04월 30일,"2,980","2,990","3,000","2,955",6.54K,0.51%
2015년 04월 29일,"2,965","2,960","3,010","2,925",23.88K,0.17%
2015년 04월 28일,"2,960","3,040","3,045","2,930",39.88K,-4.21%
2015년 04월 27일,"3,090","3,010","3,170","2,985",34.29K,2.66%
2015년 04월 24일,"3,010","2,975","3,075","2,960",22.50K,-0.66%
2015년 04월 23일,"3,030","3,100","3,110","2,975",28.06K,-2.26%
2015년 04월 22일,"3,100","3,215","3,215","2,950",73.84K,-3.58%
2015년 04월 21일,"3,215","3,300","3,300","3,090",91.60K,-2.58%
2015년 04월 20일,"3,300","3,255","3,325","3,185",82.71K,1.38%
2015년 04월 17일,"3,255","3,290","3,355","3,190",103.62K,0.15%
2015년 04월 16일,"3,250","3,370","3,630","3,160",413.00K,-1.07%
2015년 04월 15일,"3,285","2,860","3,285","2,860",420.45K,14.86%
2015년 04월 14일,"2,860","2,815","2,870","2,750",36.00K,1.42%
2015년 04월 13일,"2,820","2,735","2,890","2,695",78.94K,3.11%
2015년 04월 10일,"2,735","2,735","2,760","2,700",36.41K,0.00%
2015년 04월 09일,"2,735","2,650","2,735","2,640",42.46K,2.05%
2015년 04월 08일,"2,680","2,590","2,685","2,540",49.71K,3.47%
2015년 04월 07일,"2,590","2,590","2,600","2,555",20.37K,0.00%
2015년 04월 06일,"2,590","2,535","2,590","2,510",33.83K,2.17%
2015년 04월 03일,"2,535","2,530","2,570","2,500",22.37K,0.00%
2015년 04월 02일,"2,535","2,545","2,545","2,485",22.68K,-0.39%
2015년 04월 01일,"2,545","2,585","2,585","2,500",35.50K,-1.55%
2015년 03월 31일,"2,585","2,605","2,605","2,540",14.66K,0.00%
2015년 03월 30일,"2,585","2,550","2,600","2,530",29.93K,0.98%
2015년 03월 27일,"2,560","2,590","2,590","2,510",48.39K,-0.78%
2015년 03월 26일,"2,580","2,470","2,640","2,455",38.27K,4.45%
2015년 03월 25일,"2,470","2,515","2,535","2,425",72.71K,-1.79%
2015년 03월 24일,"2,515","2,540","2,585","2,515",86.07K,-0.98%
2015년 03월 23일,"2,540","2,750","2,750","2,535",168.70K,-6.79%
2015년 03월 20일,"2,725","2,750","2,780","2,685",30.17K,-0.91%
2015년 03월 19일,"2,750","2,795","2,795","2,705",45.88K,-0.36%
2015년 03월 18일,"2,760","2,715","2,770","2,665",31.39K,1.66%
2015년 03월 17일,"2,715","2,760","2,795","2,705",37.88K,-3.04%
2015년 03월 16일,"2,800","2,800","2,800","2,750",21.06K,0.00%
2015년 03월 13일,"2,800","2,820","2,820","2,780",18.62K,-0.71%
2015년 03월 12일,"2,820","2,820","2,855","2,800",21.73K,0.00%
2015년 03월 11일,"2,820","2,795","2,840","2,790",26.91K,0.53%
2015년 03월 10일,"2,805","2,830","2,830","2,725",39.90K,-1.06%
2015년 03월 09일,"2,835","2,820","2,875","2,810",27.96K,-1.39%
2015년 03월 06일,"2,875","2,885","2,885","2,825",16.78K,-0.52%
2015년 03월 05일,"2,890","2,800","2,895","2,800",17.03K,1.58%
2015년 03월 04일,"2,845","2,800","2,860","2,800",3.54K,-0.18%
2015년 03월 03일,"2,850","2,860","2,860","2,815",13.04K,-0.35%
